Country,Product,Flow,NoCountry,NoProduct,NoFlow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016 Provisional,Download Timestamp
Luxembourg,Natural gas,Other (ktoe),21. Luxembourg,04. Natural gas,12. Other (ktoe),0,17.364,37.779,42.658,56.454,68.918,78.997,91.504,98.424,111.748,122.278,123.976,130.466,138.653,153.052,155.845,164.742,155.459,161.046,140.631,158.145,159.993,170.179,167.601,183.03,214.9,200.781,216.168,212.944,305.094,280.81,292.328,313.389,314.549,301.548,307.522,290.867,325.402,322.329,365.609,297.357,320.244,328.604,298.174,323.081,..,2018-04-07 11:40:33.896072
Luxembourg,Natural gas,of which: Residential (ktoe),21. Luxembourg,04. Natural gas,12.1. of which: Residential (ktoe),0,17.364,37.779,42.658,56.454,68.918,78.997,91.504,98.424,111.748,122.278,123.976,130.466,138.653,153.052,155.845,164.742,155.459,161.046,140.631,158.145,159.993,170.179,167.601,183.03,214.9,200.781,216.168,212.944,156.598,173.295,175.058,187.93,203.553,203.854,188.618,187.715,200.738,196.376,229.234,215.717,199.707,211.247,203.016,225.151,..,2018-04-07 11:40:33.896072
Luxembourg,Natural gas,of which: Commerce and public services (ktoe),21. Luxembourg,04. Natural gas,12.2. of which: Commerce and public services (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.474,107.493,117.249,125.416,110.974,97.672,118.861,103.131,124.642,125.931,136.333,81.641,120.537,117.357,95.158,97.93,..,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,Production (ktoe),21. Luxembourg,05. Nuclear,01. Production (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,Imports (ktoe),21. Luxembourg,05. Nuclear,02. Imports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,Exports (ktoe),21. Luxembourg,05. Nuclear,03. Exports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,Total primary energy supply (ktoe),21. Luxembourg,05. Nuclear,04. Total primary energy supply (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,Electricity plants (ktoe),21. Luxembourg,05. Nuclear,05. Electricity plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,CHP plants (ktoe),21. Luxembourg,05. Nuclear,06. CHP plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,Heat plants (ktoe),21. Luxembourg,05. Nuclear,07. Heat plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,"Oil refineries, transformation (ktoe)",21. Luxembourg,05. Nuclear,"08. Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,Total final consumption (ktoe),21. Luxembourg,05. Nuclear,09. Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,Industry (ktoe),21. Luxembourg,05. Nuclear,10. Industry (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,Transport (ktoe),21. Luxembourg,05. Nuclear,11. Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,Other (ktoe),21. Luxembourg,05. Nuclear,12. Other (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,of which: Residential (ktoe),21. Luxembourg,05. Nuclear,12.1. of which: Residential (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Nuclear,of which: Commerce and public services (ktoe),21. Luxembourg,05. Nuclear,12.2. of which: Commerce and public services (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,Production (ktoe),21. Luxembourg,06. Renewables and waste,01. Production (ktoe),4.73,5.59,4.042,7.138,6.106,3.956,24.256,24.202,26.118,29.418,30.278,28.66,28.402,30.908,30.67,26.104,33.736,36.564,35.154,28.802,30.507,45.589,44.185,45.318,44.559,37.375,42.5,53.08,53.49,63.636,72.031,72.714,74.213,86.264,106.686,114.296,117.74,123.748,110.987,118.268,112.89,122.759,131.579,152.12,146.92,145.015,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,Imports (ktoe),21. Luxembourg,06. Renewables and waste,02. Imports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.072,0.119,0.072,1.595,1.666,2.072,46.072,47.195,47.662,43.918,47.954,52.533,62.809,76.358,113.037,122.285,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,Exports (ktoe),21. Luxembourg,06. Renewables and waste,03. Exports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.239,-2.101,-1.481,-3.319,-2.603,-2.507,-5.516,-3.248,-3.869,-4.991,-6.495,-6.495,-21.468,-26.387,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,Total primary energy supply (ktoe),21. Luxembourg,06. Renewables and waste,04. Total primary energy supply (ktoe),4.73,5.59,4.042,7.138,6.106,3.956,24.256,24.202,26.118,29.418,30.278,28.66,28.402,30.908,30.67,26.104,33.736,36.564,35.154,28.802,30.507,45.589,44.185,45.318,44.559,37.375,42.5,53.08,53.49,63.659,72.103,72.833,74.046,85.757,106.872,113.049,161.209,168.435,153.133,158.939,156.976,170.302,187.892,221.982,238.489,240.913,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,Electricity plants (ktoe),21. Luxembourg,06. Renewables and waste,05. Electricity plants (ktoe),-4.73,-5.59,-4.042,-7.138,-6.106,-3.956,-24.256,-24.202,-26.118,-29.418,-30.278,-28.66,-28.402,-30.908,-30.67,-26.104,-33.736,-36.564,-35.154,-28.802,-30.507,-29.78,-28.376,-29.509,-28.702,-21.518,-26.739,-36.053,-37.777,-41.069,-39.937,-38.732,-38.871,-45.238,-43.572,-47.408,-49.18,-50.699,-45.484,-42.402,-42.325,-47.131,-52.989,-52.302,-58.826,..,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,CHP plants (ktoe),21. Luxembourg,06. Renewables and waste,06. CHP plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048,-0.096,-0.406,-0.716,-0.812,-1.337,-1.815,-2.412,-2.889,-3.248,-3.892,-4.752,-6.567,-6.734,-7.283,-8.501,-21.707,-23.546,..,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,Heat plants (ktoe),21. Luxembourg,06. Renewables and waste,07. Heat plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072,-0.119,-0.119,-0.191,-0.501,-0.573,-1.122,-1.218,-1.481,-1.839,-2.292,-2.269,-2.722,-2.889,-3.057,-3.51,-4.633,..,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,"Oil refineries, transformation (ktoe)",21. Luxembourg,06. Renewables and waste,"08. Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,Total final consumption (ktoe),21. Luxembourg,06. Renewables and waste,09. Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.403,15.403,15.403,15.403,15.403,15.403,15.475,15.546,22.065,31.331,33.098,33.336,38.131,59.767,61.534,107.324,112.004,100.629,107.701,104.55,109.368,119.572,140.379,146.709,..,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,Industry (ktoe),21. Luxembourg,06. Renewables and waste,10. Industry (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,13.946,16.74,15.952,18.149,39.521,40.572,43.055,45.348,33.623,42.172,39.092,37.134,38.709,41.933,38.065,..,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,Transport (ktoe),21. Luxembourg,06. Renewables and waste,11. Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.95,0.95,45.308,45.308,42.576,41.626,45.566,48.641,55.287,71.51,82.638,..,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,Other (ktoe),21. Luxembourg,06. Renewables and waste,12. Other (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.403,15.403,15.403,15.403,15.403,15.403,15.475,15.546,15.665,17.385,16.358,17.384,19.032,19.296,20.012,18.961,21.348,24.43,23.903,19.892,23.593,25.575,26.936,26.006,..,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,of which: Residential (ktoe),21. Luxembourg,06. Renewables and waste,12.1. of which: Residential (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.403,15.403,15.403,15.403,15.403,15.403,15.403,15.403,15.092,16.334,15.14,15.498,16.549,15.928,16.024,14.447,15.951,17.887,18.674,14.949,18.626,20.68,22.877,22.328,..,2018-04-07 11:40:33.896072
Luxembourg,Renewables and waste,of which: Commerce and public services (ktoe),21. Luxembourg,06. Renewables and waste,12.2. of which: Commerce and public services (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.072,0.382,0.597,0.62,0.669,0.597,0.645,0.645,0.669,0.764,0.859,0.765,0.907,0.907,1.29,1.48,1.146,..,2018-04-07 11:40:33.896072
Luxembourg,Electricity,Production (ktoe),21. Luxembourg,07. Electricity,01. Production (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-04-07 11:40:33.896072
Luxembourg,Electricity,Imports (ktoe),21. Luxembourg,07. Electricity,02. Imports (ktoe),241.832,237.102,243.122,303.322,245.272,268.75,233.662,244.24,253.098,260.924,291.712,305.386,315.19,327.746,339.27,336.69,344.258,386.656,392.762,402.308,417.358,387.946,382.27,431.634,494.156,491.232,518.752,545.068,534.232,554.27,548.938,551.604,564.332,559.516,549.712,586.864,588.842,587.38,517.892,626.08,610.256,578.952,589.272,598.646,646.634,663.748,2018-04-07 11:40:33.896072
Luxembourg,Electricity,Exports (ktoe),21. Luxembourg,07. Electricity,03. Exports (ktoe),-87.806,-75.68,-68.026,-72.756,-37.84,-41.796,-17.028,-20.726,-20.726,-16.512,-39.99,-34.314,-30.96,-30.788,-36.378,-37.324,-37.84,-61.49,-63.64,-64.156,-60.802,-45.838,-33.884,-48.504,-63.898,-69.488,-72.756,-79.464,-56.33,-63.382,-91.762,-252.84,-240.714,-269.352,-269.266,-280.962,-248.282,-213.624,-223.944,-276.576,-224.804,-225.492,-164.002,-177.762,-165.034,-122.12,2018-04-07 11:40:33.896072
Luxembourg,Electricity,Total primary energy supply (ktoe),21. Luxembourg,07. Electricity,04. Total primary energy supply (ktoe),154.026,161.422,175.096,230.566,207.432,226.954,216.634,223.514,232.372,244.412,251.722,271.072,284.23,296.958,302.892,299.366,306.418,325.166,329.122,338.152,356.556,342.108,348.386,383.13,430.258,421.744,445.996,465.604,477.902,490.888,457.176,298.764,323.618,290.164,280.446,305.902,340.56,373.756,293.948,349.504,385.452,353.46,425.27,420.884,481.6,541.628,2018-04-07 11:40:33.896072
Luxembourg,Electricity,Electricity plants (ktoe),21. Luxembourg,07. Electricity,05. Electricity plants (ktoe),114.638,117.648,119.884,106.812,90.644,94.256,97.696,97.954,94.428,78.948,62.608,46.612,40.42,46.268,44.634,50.568,49.708,52.976,54.352,53.664,60.286,56.76,57.706,49.622,33.11,28.036,24.768,14.706,13.33,17.458,51.514,211.216,205.626,252.754,249.486,262.902,240.886,198.058,237.446,240.026,189.286,199.348,123.238,130.978,84.71,..,2018-04-07 11:40:33.896072
Luxembourg,Electricity,CHP plants (ktoe),21. Luxembourg,07. Electricity,06. CHP plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.772,9.804,10.148,16.77,17.63,18.834,23.048,30.272,34.228,38.098,38.442,40.592,34.4,36.378,33.626,37.754,38.614,37.754,35.776,32.852,29.756,..,2018-04-07 11:40:33.896072
Luxembourg,Electricity,Heat plants (ktoe),21. Luxembourg,07. Electricity,07. Heat plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Electricity,"Oil refineries, transformation (ktoe)",21. Luxembourg,07. Electricity,"08. Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Electricity,Total final consumption (ktoe),21. Luxembourg,07. Electricity,09. Total final consumption (ktoe),223.686,237.016,255.162,294.378,267.546,285.09,284.832,291.884,299.452,307.622,289.562,292.658,302.032,322.07,326.198,327.832,334.798,342.538,349.848,356.814,362.146,363.866,377.11,399.384,429.656,422.002,434.902,455.112,472.57,496.65,502.498,507.744,531.652,549.798,528.9,568.804,575.77,567.428,525.804,566.998,557.71,536.296,533.286,531.652,535.006,..,2018-04-07 11:40:33.896072
Luxembourg,Electricity,Industry (ktoe),21. Luxembourg,07. Electricity,10. Industry (ktoe),181.718,190.146,203.39,236.93,202.96,212.936,206.142,207.518,209.582,212.076,193.414,193.672,201.068,216.978,215.86,213.194,216.72,222.052,225.406,241.66,239.94,237.962,242.434,263.59,289.562,277.35,293.088,303.322,316.738,278.812,255.076,295.324,306.504,331.96,294.894,332.39,307.622,309.772,266.514,311.75,307.622,275.716,262.558,260.924,271.76,..,2018-04-07 11:40:33.896072
Luxembourg,Electricity,Transport (ktoe),21. Luxembourg,07. Electricity,11. Transport (ktoe),2.494,2.58,2.838,3.268,3.354,3.612,3.698,4.042,4.472,3.784,3.698,3.698,3.612,3.87,3.87,4.128,4.214,4.3,4.472,4.73,5.074,5.418,6.106,6.45,6.622,7.138,6.966,7.482,8.084,5.16,5.934,6.106,6.02,6.45,8.084,9.546,10.148,9.718,9.632,10.32,11.094,11.094,11.094,10.664,10.664,..,2018-04-07 11:40:33.896072
Luxembourg,Electricity,Other (ktoe),21. Luxembourg,07. Electricity,12. Other (ktoe),39.474,44.29,48.934,54.18,61.232,68.542,74.992,80.324,85.398,91.762,92.45,95.288,97.352,101.222,106.468,110.51,113.864,116.186,119.97,110.424,117.132,120.486,128.57,129.344,133.472,137.514,134.848,144.308,147.748,212.678,241.488,206.314,219.128,211.388,225.922,226.868,258,247.938,249.658,244.928,238.994,249.486,259.634,260.064,252.582,..,2018-04-07 11:40:33.896072
Luxembourg,Electricity,of which: Residential (ktoe),21. Luxembourg,07. Electricity,12.1. of which: Residential (ktoe),15.824,16.856,18.748,21.5,24.51,27.52,30.53,33.884,36.894,39.99,43.86,45.15,45.58,47.73,49.88,51.944,53.578,53.75,54.352,49.45,51.686,52.89,55.556,55.814,56.846,56.846,54.524,56.674,56.674,68.112,68.886,69.488,70.692,72.154,72.67,71.466,72.584,66.736,77.744,70.09,73.272,78.862,84.28,86.946,77.4,..,2018-04-07 11:40:33.896072
Luxembourg,Electricity,of which: Commerce and public services (ktoe),21. Luxembourg,07. Electricity,12.2. of which: Commerce and public services (ktoe),0,0,0,0,0,0,0,0,0,44.634,41.108,42.57,44.29,45.752,48.848,50.31,52.46,55.212,58.566,54.696,59.082,61.146,66.65,67.166,70.348,74.39,74.39,81.7,85.226,141.642,169.248,134.16,145.512,135.966,150.5,152.822,182.836,178.622,168.732,171.484,161.766,167.356,171.914,169.764,172,..,2018-04-07 11:40:33.896072
Luxembourg,Heat,Production (ktoe),21. Luxembourg,08. Heat,01. Production (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-04-07 11:40:33.896072
Luxembourg,Heat,Imports (ktoe),21. Luxembourg,08. Heat,02. Imports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-04-07 11:40:33.896072
Luxembourg,Heat,Exports (ktoe),21. Luxembourg,08. Heat,03. Exports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-04-07 11:40:33.896072
Luxembourg,Heat,Total primary energy supply (ktoe),21. Luxembourg,08. Heat,04. Total primary energy supply (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-04-07 11:40:33.896072
Luxembourg,Heat,Electricity plants (ktoe),21. Luxembourg,08. Heat,05. Electricity plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Heat,CHP plants (ktoe),21. Luxembourg,08. Heat,06. CHP plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.203,15.212,25.933,67.485,73.336,73.288,76.966,61.228,69.276,57.861,70.9,71.138,69.634,72.667,55.616,50.816,..,2018-04-07 11:40:33.896072
Luxembourg,Heat,Heat plants (ktoe),21. Luxembourg,08. Heat,07. Heat plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.597,0.645,1.409,1.695,1.528,2.101,2.101,2.412,2.627,3.152,3.343,4.346,4.227,5.086,4.68,5.086,..,2018-04-07 11:40:33.896072
Luxembourg,Heat,"Oil refineries, transformation (ktoe)",21. Luxembourg,08. Heat,"08. Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Heat,Total final consumption (ktoe),21. Luxembourg,08. Heat,09. Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,12.036,14.853,25.814,67.055,72.141,72.571,76.153,60.966,68.798,57.837,70.494,71.521,69.539,73.264,55.617,50.745,..,2018-04-07 11:40:33.896072
Luxembourg,Heat,Industry (ktoe),21. Luxembourg,08. Heat,10. Industry (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.645,11.844,11.606,14.567,11.415,11.343,9.385,12.418,8.907,11.582,12.227,13.397,0.239,..,2018-04-07 11:40:33.896072
Luxembourg,Heat,Transport (ktoe),21. Luxembourg,08. Heat,11. Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Heat,Other (ktoe),21. Luxembourg,08. Heat,12. Other (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,12.036,14.853,25.814,58.41,60.297,60.966,61.587,49.551,57.455,48.453,58.076,62.613,57.957,61.037,42.22,50.506,..,2018-04-07 11:40:33.896072
Luxembourg,Heat,of which: Residential (ktoe),21. Luxembourg,08. Heat,12.1. of which: Residential (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Luxembourg,Heat,of which: Commerce and public services (ktoe),21. Luxembourg,08. Heat,12.2. of which: Commerce and public services (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,12.036,14.853,25.814,58.41,60.297,60.966,61.587,49.551,57.455,48.453,58.076,62.613,57.957,61.037,42.22,50.506,..,2018-04-07 11:40:33.896072
Luxembourg,Total,Production (ktoe),21. Luxembourg,11. Total,01. Production (ktoe),4.73,5.59,4.042,7.138,6.106,3.956,24.256,24.202,26.118,29.418,30.278,28.66,28.402,30.908,30.67,26.104,33.736,36.564,35.154,28.802,30.507,45.589,44.185,45.318,44.559,37.375,42.5,53.08,53.49,63.636,72.031,72.714,74.213,86.264,106.686,114.296,117.74,123.748,110.987,118.268,112.89,122.759,131.579,152.12,146.92,145.015,2018-04-07 11:40:33.896072
Luxembourg,Total,Imports (ktoe),21. Luxembourg,11. Total,02. Imports (ktoe),4193.104,4291.67,4569.51,4689.829,3918.401,4003.657,3689.075,4102.387,3968.367,3680.486,3155.638,3015.279,2843.777,3038.863,3181.035,3132.687,3090.871,3175.577,3437.923,3580.944,3766.302,3792.732,3786.916,3730.933,3329.32,3454.25,3392.593,3365.796,3443.152,3739.565,3893.958,4255.293,4443.027,4915.039,4978.337,4951.805,4753.788,4761.854,4514.005,4807.525,4690.024,4599.171,4398.452,4272.418,4209.001,4185.807,2018-04-07 11:40:33.896072
Luxembourg,Total,Exports (ktoe),21. Luxembourg,11. Total,03. Exports (ktoe),-103.564,-81.742,-80.288,-80.027,-58.309,-85.333,-34.244,-50.92,-57.431,-64.941,-66.687,-56.054,-52.734,-48.004,-59.398,-56.666,-54.942,-77.707,-89.407,-78.372,-62.837,-46.855,-35.952,-54.743,-67.796,-75.664,-84.249,-99.288,-83.812,-84.061,-123.805,-276.266,-259.511,-289.094,-286.362,-298.478,-261.408,-232.745,-245.668,-290.267,-235.661,-238.317,-177.428,-189.153,-192.487,-153.428,2018-04-07 11:40:33.896072
Luxembourg,Total,Total primary energy supply (ktoe),21. Luxembourg,11. Total,04. Total primary energy supply (ktoe),4062.171,4162.517,4432.688,4624.132,3770.763,3848.483,3714.239,4016.831,3794.789,3559.439,3113.922,2945.331,2770.028,2969.223,3060.868,3007.084,2944.848,3046.767,3280.746,3388.577,3619.774,3632.357,3683.378,3555.109,3148.622,3194.163,3108.062,3001.306,3128.25,3349.404,3524.628,3660.744,3861.212,4300.338,4385.887,4334.333,4211.409,4208.368,3958.233,4222.582,4175.918,4099.66,3970.696,3823.608,3725.061,3680.296,2018-04-07 11:40:33.896072
Luxembourg,Total,Electricity plants (ktoe),21. Luxembourg,11. Total,05. Electricity plants (ktoe),-297.018,-307.322,-319.269,-276.81,-226.944,-233.887,-228.364,-243.283,-227.749,-197.797,-152.122,-110.485,-95.326,-111.813,-111.459,-112.249,-112.218,-125.687,-137.911,-139.939,-148.309,-148.677,-142.431,-118.095,-84.217,-74.586,-51.249,-21.347,-24.447,-23.611,-52.42,-186.807,-183.725,-220.049,-215.161,-225.717,-208.223,-170.672,-203.991,-203.723,-162.925,-171.745,-100.102,-105.622,-66.158,..,2018-04-07 11:40:33.896072
Luxembourg,Total,CHP plants (ktoe),21. Luxembourg,11. Total,06. CHP plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.135,-13.706,-14.05,-24.087,-27.445,-36.704,-43.437,-44.349,-12.152,-14.879,-13.884,-15.002,-13.78,-15.086,-13.179,-16.108,-17.849,-18.526,-20.409,-19.65,-21.161,..,2018-04-07 11:40:33.896072
Luxembourg,Total,Heat plants (ktoe),21. Luxembourg,11. Total,07. Heat plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024,0.048,0.075,-0.028,-0.224,-0.077,-0.203,-0.191,-0.208,-0.329,-0.558,-0.581,-0.675,-0.489,-0.743,-0.743,-0.879,..,2018-04-07 11:40:33.896072
Luxembourg,Total,"Oil refineries, transformation (ktoe)",21. Luxembourg,11. Total,"08. Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
