Country,Product,Flow,NoCountry,NoProduct,NoFlow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016 Provisional,Download Timestamp
Denmark,Renewables and waste,Total primary energy supply (ktoe),07. Denmark,06. Renewables and waste,04. Total primary energy supply (ktoe),329.22,356.444,356.444,356.444,375.094,398.089,399.04,436.016,531.011,648.023,770.165,827.253,866.694,909.874,938.811,1016.505,1150.54,1160.818,1179.08,1198.027,1305.45,1383.393,1454.356,1459.861,1544.425,1642.607,1765.076,1832.147,1941.362,2123.117,2298.398,2456.847,2805.083,3067.117,3245.302,3301.613,3632.085,3693.077,3723.061,4324.888,4413.214,4584.254,4718.739,4882.998,5187.866,5365.673,2018-04-07 11:40:33.896072
Denmark,Renewables and waste,Electricity plants (ktoe),07. Denmark,06. Renewables and waste,05. Electricity plants (ktoe),-2.064,-2.064,-2.064,-2.064,-2.064,-2.064,-1.892,-2.236,-2.666,-3.526,-3.784,-4.3,-5.246,-5.418,-6.966,-13.33,-17.458,-27.95,-38.786,-54.868,-65.79,-81.098,-91.332,-101.36,-107.79,-122.296,-186.035,-245.32,-263.915,-368.037,-373.717,-422.451,-480.845,-569.133,-571.432,-527.844,-619.716,-598.66,-580.103,-674.278,-843.865,-894.127,-1002.578,-1177.531,-1269.24,..,2018-04-07 11:40:33.896072
Denmark,Renewables and waste,CHP plants (ktoe),07. Denmark,06. Renewables and waste,06. CHP plants (ktoe),-66.864,-3.177,-3.177,-3.177,-2.078,-2.341,-2.603,-2.866,-3.153,-3.439,-4.8,-6.162,-7.546,-7.594,-9.194,-12.49,-14.566,-21.276,-33.168,-64.788,-142.397,-207.517,-292.124,-314.858,-374.463,-476.335,-499.427,-561.849,-657.44,-698.18,-781.259,-901.852,-1073.192,-1209.307,-1340.076,-1335.035,-1379.022,-1368.777,-1458.066,-1819.752,-1770.224,-1832.695,-1857.602,-1884.274,-1878.09,..,2018-04-07 11:40:33.896072
Denmark,Renewables and waste,Heat plants (ktoe),07. Denmark,06. Renewables and waste,07. Heat plants (ktoe),-202.98,-190.3,-190.3,-190.3,-211.409,-231.469,-232.567,-233.69,-248.496,-253.056,-267.049,-280.949,-302.37,-325.341,-352.397,-403.212,-519.699,-530.184,-545.848,-512.464,-496.274,-484.621,-444.742,-442.321,-466.772,-440.671,-466.473,-456.395,-431.388,-398.791,-417.973,-410.126,-445.215,-449.438,-389.89,-401.907,-441.179,-506.561,-482.508,-548.094,-501.813,-541.555,-534.262,-529.906,-564.717,..,2018-04-07 11:40:33.896072
Denmark,Renewables and waste,"Oil refineries, transformation (ktoe)",07. Denmark,06. Renewables and waste,"08. Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Denmark,Renewables and waste,Total final consumption (ktoe),07. Denmark,06. Renewables and waste,09. Total final consumption (ktoe),57.312,160.904,160.904,160.904,159.542,162.217,161.978,197.225,276.698,388.002,494.53,535.843,551.533,571.521,570.254,587.471,598.814,581.406,561.275,565.932,600.939,610.11,626.134,601.084,594.492,602.302,612.093,566.959,587.52,656.556,724.472,721.629,805.114,838.594,943.833,1036.851,1192.242,1219.973,1203.402,1290.609,1304.477,1327.187,1322.506,1275.809,1467.984,..,2018-04-07 11:40:33.896072
Denmark,Renewables and waste,Industry (ktoe),07. Denmark,06. Renewables and waste,10. Industry (ktoe),0,58.339,58.339,58.339,75.126,81.431,86.111,86.374,87.783,78.875,90.433,93.203,100.391,107.054,113.716,117.466,112.833,112.403,113.383,113.859,110.946,112.81,114.72,107.197,103.807,99.961,101.945,103.686,102.302,110.326,125.68,93.108,111.209,116.391,121.0,125.561,147.459,200.831,195.912,201.093,206.634,158.922,141.131,133.871,157.154,..,2018-04-07 11:40:33.896072
Denmark,Renewables and waste,Transport (ktoe),07. Denmark,06. Renewables and waste,11. Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.826,5.739,5.102,8.685,26.784,130.489,226.605,226.605,231.083,232.003,..,2018-04-07 11:40:33.896072
Denmark,Renewables and waste,Other (ktoe),07. Denmark,06. Renewables and waste,12. Other (ktoe),57.312,102.565,102.565,102.565,84.416,80.786,75.866,110.851,188.915,309.126,404.097,442.64,451.142,464.467,456.538,470.006,485.981,469.003,447.893,452.073,489.992,497.3,511.415,493.886,490.685,502.339,510.148,463.273,485.217,546.232,598.791,628.521,693.905,722.203,822.833,907.465,1039.043,1014.041,998.805,1062.731,967.355,941.661,954.771,910.855,1078.827,..,2018-04-07 11:40:33.896072
Denmark,Renewables and waste,of which: Residential (ktoe),07. Denmark,06. Renewables and waste,12.1. of which: Residential (ktoe),54.924,82.004,82.004,82.004,62.733,57.718,49.097,80.619,151.089,248.376,325.007,355.239,356.577,357.914,351.37,359.394,375.322,357.914,336.207,337.209,372.432,380.169,399.775,385.185,382.367,394.355,398.414,361.782,365.627,429.864,493.265,507.331,574.027,608.2,707.159,779.969,925.828,903.094,900.491,962.937,867.011,843.777,851.919,803.848,978.579,..,2018-04-07 11:40:33.896072
Denmark,Renewables and waste,of which: Commerce and public services (ktoe),07. Denmark,06. Renewables and waste,12.2. of which: Commerce and public services (ktoe),2.388,13.636,13.636,13.636,14.758,16.143,16.381,16.381,17.05,17.289,18.363,19.438,20.37,21.373,22.638,27.676,27.676,27.485,28.154,31.809,34.506,34.077,34.388,36.727,41.694,44.918,46.851,35.104,58.554,60.966,53.92,69.203,67.795,61.42,65.408,71.545,58.53,52.727,44.01,43.915,45.42,44.129,49.48,53.42,45.302,..,2018-04-07 11:40:33.896072
Denmark,Electricity,Production (ktoe),07. Denmark,07. Electricity,01. Production (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-04-07 11:40:33.896072
Denmark,Electricity,Imports (ktoe),07. Denmark,07. Electricity,02. Imports (ktoe),62.866,72.842,86.172,57.878,136.224,185.932,217.494,377.11,378.916,170.28,676.562,379.948,699.61,605.784,271.33,186.19,358.792,503.874,1002.76,1029.678,264.45,743.642,539.994,153.166,345.118,325.166,326.456,282.08,426.818,723.862,705.114,768.754,603.978,745.878,1113.098,581.962,896.722,1102.09,963.888,911.514,1005.684,1369.12,985.474,1092.372,1345.47,1287.936,2018-04-07 11:40:33.896072
Denmark,Electricity,Exports (ktoe),07. Denmark,07. Electricity,03. Exports (ktoe),-231.426,-267.89,-105.436,-65.016,-58.824,-114.552,-163.4,-60.716,-111.198,-276.232,-200.466,-205.54,-337.808,-185.76,-231.77,-179.138,-151.102,-141.642,-189.372,-423.55,-434.042,-421.486,-438.084,-569.406,-413.402,-1649.652,-950.128,-653.6,-625.736,-666.672,-754.564,-946.86,-1338.848,-992.87,-995.364,-1178.372,-978.422,-976.96,-935.164,-1009.124,-892.164,-920.716,-892.422,-846.842,-837.124,-853.034,2018-04-07 11:40:33.896072
Denmark,Electricity,Total primary energy supply (ktoe),07. Denmark,07. Electricity,04. Total primary energy supply (ktoe),-168.56,-195.048,-19.264,-7.138,77.4,71.38,54.094,316.394,267.718,-105.952,476.096,174.408,361.802,420.024,39.56,7.052,207.69,362.232,813.388,606.128,-169.592,322.156,101.91,-416.24,-68.284,-1324.486,-623.672,-371.52,-198.918,57.19,-49.45,-178.106,-734.87,-246.992,117.734,-596.41,-81.7,125.13,28.724,-97.61,113.52,448.404,93.052,245.53,508.346,434.902,2018-04-07 11:40:33.896072
Denmark,Electricity,Electricity plants (ktoe),07. Denmark,07. Electricity,05. Electricity plants (ktoe),2.064,2.064,2.064,2.064,2.064,2.064,1.892,2.236,2.666,3.526,3.784,4.3,380.636,505.594,446.856,296.528,315.362,300.57,205.97,234.264,232.63,198.402,240.456,455.026,465.26,632.702,396.804,466.206,460.53,579.554,502.584,529.158,491.834,573.018,572.33,530.706,626.08,603.462,584.8,682.066,849.422,899.216,1006.888,1179.404,1270.22,..,2018-04-07 11:40:33.896072
Denmark,Electricity,CHP plants (ktoe),07. Denmark,07. Electricity,06. CHP plants (ktoe),1599.6,1767.3,1642.256,1571.994,1568.64,1761.71,1895.612,1753.712,1898.88,2298.264,1695.834,2036.136,1526.758,1444.198,2059.528,2350.81,2220.692,2113.45,1766.268,2000.188,2910.24,2445.066,2681.308,3034.682,2695.928,3975.35,3414.286,3069.512,2886.59,2521.004,2742.11,2849.524,3480.162,2904.478,2544.826,3391.84,2755.096,2545.514,2544.138,2660.066,2180.272,1741.07,1981.01,1588.42,1219.222,..,2018-04-07 11:40:33.896072
Denmark,Electricity,Heat plants (ktoe),07. Denmark,07. Electricity,07. Heat plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Denmark,Electricity,"Oil refineries, transformation (ktoe)",07. Denmark,07. Electricity,"08. Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Denmark,Electricity,Total final consumption (ktoe),07. Denmark,07. Electricity,09. Total final consumption (ktoe),1195.4,1305.222,1384.6,1316.058,1363.186,1519.878,1609.662,1757.238,1850.462,1859.922,1877.294,1913.156,1926.744,2027.278,2157.74,2263.09,2349.52,2386.156,2408.602,2439.82,2516.102,2558.5,2594.018,2645.016,2656.11,2726.974,2742.11,2756.902,2767.996,2791.302,2800.676,2796.204,2783.476,2835.678,2877.732,2905.596,2878.936,2848.578,2704.27,2756.988,2722.674,2681.566,2675.116,2625.58,2640.2,..,2018-04-07 11:40:33.896072
Denmark,Electricity,Industry (ktoe),07. Denmark,07. Electricity,10. Industry (ktoe),365.5,391.3,395.6,360.598,367.822,397.062,422.26,472.398,476.612,497.338,542.144,561.924,547.39,583.166,618.254,658.674,674.756,693.418,707.264,723.174,740.374,751.984,756.284,781.482,806.766,819.752,845.724,847.358,846.584,859.398,859.828,847.874,830.502,857.85,882.446,871.868,850.884,822.504,722.228,732.204,743.728,734.698,718.874,706.748,722.142,..,2018-04-07 11:40:33.896072
Denmark,Electricity,Transport (ktoe),07. Denmark,07. Electricity,11. Transport (ktoe),8.342,8.514,9.202,8.17,8.6,10.234,10.32,10.75,11.18,12.04,12.04,12.04,11.352,11.18,11.782,11.868,12.9,13.588,17.63,17.544,17.114,16.77,18.232,19.436,20.382,22.102,24.252,27.95,29.326,29.928,29.928,31.304,30.358,31.82,32.25,32.336,30.616,32.508,33.97,34.744,34.142,33.11,33.196,33.11,34.142,..,2018-04-07 11:40:33.896072
Denmark,Electricity,Other (ktoe),07. Denmark,07. Electricity,12. Other (ktoe),821.558,905.408,979.798,947.29,986.764,1112.582,1177.082,1274.09,1362.67,1350.544,1323.11,1339.192,1368.002,1432.932,1527.704,1592.548,1661.864,1679.15,1683.708,1699.102,1758.614,1789.746,1819.502,1844.098,1828.962,1885.12,1872.134,1881.594,1892.086,1901.976,1910.92,1917.026,1922.616,1946.008,1963.036,2001.392,1997.436,1993.566,1948.072,1990.04,1944.804,1913.758,1923.046,1885.722,1883.916,..,2018-04-07 11:40:33.896072
Denmark,Electricity,of which: Residential (ktoe),07. Denmark,07. Electricity,12.1. of which: Residential (ktoe),0,0,567.6,538.618,565.02,576.2,593.4,625.22,660.48,639.84,633.992,638.12,691.44,727.732,785.696,823.966,856.99,855.012,851.486,831.62,871.61,877.974,888.552,896.808,885.37,911.256,887.262,882.618,884.424,878.49,873.674,876.34,882.532,888.552,898.614,909.278,890.014,884.08,868.256,893.454,869.546,859.054,886.402,868.944,875.222,..,2018-04-07 11:40:33.896072
Denmark,Electricity,of which: Commerce and public services (ktoe),07. Denmark,07. Electricity,12.2. of which: Commerce and public services (ktoe),0,0,299.194,288.1,317.512,370.316,412.972,475.924,516,525.804,508.174,514.882,543.52,570.524,604.15,632.616,667.962,685.936,692.816,721.798,739.6,754.822,767.206,785.868,788.878,809.174,816.742,836.264,841.08,856.044,875.394,881.242,876.254,894.314,900.592,923.382,945.054,943.936,918.48,931.81,916.416,901.366,879.522,863.354,855.27,..,2018-04-07 11:40:33.896072
Denmark,Heat,Production (ktoe),07. Denmark,08. Heat,01. Production (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,1.848,1.542,0.811,0.272,0.148,0.057,0.109,0.081,0.042,0.018,0.085,0.042,0.061,0.066,0.071,0.047,0.114,0.511,1.695,1.485,2.655,1.963,2018-04-07 11:40:33.896072
Denmark,Heat,Imports (ktoe),07. Denmark,08. Heat,02. Imports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,3.009,3.009,3.009,3.009,3.009,2.913,2.913,2.913,2.913,2.913,3.367,3.367,3.797,3.463,4.37,3.486,3.439,3.63,3.63,3.63,3.701,3.654,3.654,3.534,3.654,3.654,4.155,3.63,3.821,3.701,3.367,3.606,3.606,2018-04-07 11:40:33.896072
Denmark,Heat,Exports (ktoe),07. Denmark,08. Heat,03. Exports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-04-07 11:40:33.896072
Denmark,Heat,Total primary energy supply (ktoe),07. Denmark,08. Heat,04. Total primary energy supply (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,3.009,3.009,3.009,3.009,3.009,2.913,2.913,2.913,2.913,2.913,6.07,5.215,5.339,4.274,4.642,3.634,3.495,3.739,3.71,3.672,3.72,3.739,3.696,3.596,3.72,3.725,4.203,3.744,4.331,5.397,4.852,6.261,5.568,2018-04-07 11:40:33.896072
Denmark,Heat,Electricity plants (ktoe),07. Denmark,08. Heat,05. Electricity plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Denmark,Heat,CHP plants (ktoe),07. Denmark,08. Heat,06. CHP plants (ktoe),0,0,0,0,0,589.884,589.884,642.873,704.364,735.647,752.769,803.849,896.575,933.015,1094.229,1146.837,1249.569,1275.12,1218.668,1297.926,1535.508,1597.978,1841.96,1910.52,2094.061,2447.198,2334.342,2424.154,2383.51,2318.939,2506.922,2511.507,2524.976,2525.596,2527.627,2499.472,2338.162,2378.066,2401.707,2770.486,2416.513,2361.302,2347.237,1997.682,2054.015,..,2018-04-07 11:40:33.896072
Denmark,Heat,Heat plants (ktoe),07. Denmark,08. Heat,07. Heat plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,1058.41,1084.678,1204.435,1181.225,1176.711,1032.619,970.053,908.323,970.769,905.266,816.744,790.714,746.154,691.971,623.197,604.26,560.679,525.026,565.646,528.369,593.131,584.75,551.652,564.189,652.019,694.383,736.149,857.125,755.348,887.31,881.577,908.825,981.802,..,2018-04-07 11:40:33.896072
Denmark,Heat,"Oil refineries, transformation (ktoe)",07. Denmark,08. Heat,"08. Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Denmark,Heat,Total final consumption (ktoe),07. Denmark,08. Heat,09. Total final consumption (ktoe),0,0,0,0,0,471.917,471.917,514.399,563.592,588.57,602.182,644.473,1455.558,1504.536,1738.798,1786.917,1886.21,1815.811,1743.359,1757.592,1998.541,1998.995,2122.335,2130.192,2240.804,2477.12,2334.748,2397.815,2324.049,2253.579,2433.73,2405.05,2472.87,2460.906,2422.172,2405.6,2344.92,2396.334,2450.518,2839.451,2505.299,2572.163,2547.16,2289.614,2414.841,..,2018-04-07 11:40:33.896072
Denmark,Heat,Industry (ktoe),07. Denmark,08. Heat,10. Industry (ktoe),0,0,0,0,0,61.3,61.3,66.888,70.78,73.98,73.98,73.98,82.72,84.702,85.347,84.941,84.177,77.873,69.825,71.067,74.171,87.759,108.941,107.985,106.242,138.504,137.955,132.438,146.981,159.375,162.647,166.229,171.029,162.48,152.163,145.764,126.731,120.236,112.929,111.997,107.269,119.376,99.771,80.141,80.141,..,2018-04-07 11:40:33.896072
Denmark,Heat,Transport (ktoe),07. Denmark,08. Heat,11. Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,..,2018-04-07 11:40:33.896072
Denmark,Heat,Other (ktoe),07. Denmark,08. Heat,12. Other (ktoe),0,0,0,0,0,410.617,410.617,447.511,492.812,514.59,528.202,570.493,1372.837,1419.833,1653.451,1701.975,1802.033,1737.939,1673.534,1686.525,1924.37,1911.236,2013.394,2022.206,2134.562,2338.616,2196.793,2265.376,2177.068,2094.204,2271.084,2238.822,2301.841,2298.426,2270.009,2259.836,2218.189,2276.098,2337.589,2727.454,2398.03,2452.786,2447.39,2209.473,2334.7,..,2018-04-07 11:40:33.896072
Denmark,Heat,of which: Residential (ktoe),07. Denmark,08. Heat,12.1. of which: Residential (ktoe),0,0,0,0,0,277.151,277.151,299.837,330.141,344.732,353.925,382.223,938.842,963.415,1119.614,1140.724,1207.97,1164.198,1122.885,1134.634,1305.09,1301.197,1372.766,1380.36,1459.737,1596.832,1498.422,1545.418,1482.829,1417.708,1537.442,1502.792,1539.973,1535.293,1515.711,1508.285,1479.032,1520.535,1563.519,1830.115,1611.542,1648.914,1645.595,1483.235,1568.868,..,2018-04-07 11:40:33.896072
Denmark,Heat,of which: Commerce and public services (ktoe),07. Denmark,08. Heat,12.2. of which: Commerce and public services (ktoe),0,0,0,0,0,133.465,133.465,147.674,162.671,169.858,174.276,188.27,426.688,437.84,508.811,518.435,549.001,529.085,505.993,507.235,574.624,565.383,595.925,598.672,632.868,693.284,653.357,674.944,649.226,631.483,688.628,691.016,716.854,715.731,706.896,704.15,691.756,708.161,726.668,849.937,748.638,766.023,763.945,688.389,727.982,..,2018-04-07 11:40:33.896072
Denmark,Total,Production (ktoe),07. Denmark,11. Total,01. Production (ktoe),329.22,434.147,426.16,447.428,526.4,596.202,912.53,877.031,972.047,952.353,1562.655,2576.993,3099.001,3534.249,4978.662,6507.83,8156.036,8307.663,9531.944,10080.169,11916.689,12917.658,13890.065,15100.129,15593.314,17667.235,20242.943,20386.661,23783.318,27734.44,27140.202,28586.36,28479.062,31119.432,31317.807,29567.633,27103.742,26683.195,23988.375,23345.272,20610.672,18741.488,16624.669,16001.342,15953.669,14928.284,2018-04-07 11:40:33.896072
Denmark,Total,Imports (ktoe),07. Denmark,11. Total,02. Imports (ktoe),22454.146,23338.132,23423.393,22409.328,21538.909,21509.034,22671.405,22589.155,23148.471,21082.862,19319.831,17854.286,17533.812,18137.908,19467.72,18791.36,17925.232,16819.546,16897.41,15847.418,17542.517,17748.482,17014.626,18389.325,18387.072,18887.344,18869.152,16271.924,15096.753,14552.074,14051.274,13207.041,14898.409,14348.718,13829.111,14545.52,14140.452,15627.321,14360.516,14078.146,15843.108,15855.004,18617.173,17480.141,18679.257,18230.36,2018-04-07 11:40:33.896072
Denmark,Total,Exports (ktoe),07. Denmark,11. Total,03. Exports (ktoe),-2515.657,-2738.257,-2999.871,-2531.259,-2417.046,-2638.974,-2340.341,-2217.181,-2644.179,-1892.635,-1685.701,-2096.049,-3297.655,-3477.904,-3806.443,-4126.35,-5070.035,-5607.855,-6435.128,-7201.877,-9310.497,-10343.597,-11318.404,-12465.993,-11114.766,-13557.944,-15327.641,-15036.274,-18694.789,-22017.262,-20133.819,-21979.35,-21821.405,-24345.685,-24293.342,-22507.638,-19512.339,-20228.014,-18385.471,-17525.133,-17081.79,-16361.355,-16420.864,-15390.406,-16406.898,-15624.373,2018-04-07 11:40:33.896072
Denmark,Total,Total primary energy supply (ktoe),07. Denmark,11. Total,04. Total primary energy supply (ktoe),18505.204,19260.533,18991.459,17606.101,17472.752,18999.722,19489.173,19879.197,20569.727,19135.244,17318.26,17515.064,16535.341,17141.616,19299.587,19578.371,19584.371,18682.311,17523.762,17359.837,19250.367,18419.853,18915.223,19578.242,19397.184,21948.345,20337.469,20008.099,19172.689,18633.203,19205.641,19004.443,20095.166,19441.004,18900.984,20271.08,19784.588,19235.99,18387.549,19476.788,17993.995,17286.825,17146.697,16109.165,16096.127,16537.024,2018-04-07 11:40:33.896072
Denmark,Total,Electricity plants (ktoe),07. Denmark,11. Total,05. Electricity plants (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,-341.016,-385.783,-619.455,-364.616,-420.755,-388.689,-218.066,-304.713,-272.981,-207.09,-242.257,-496.606,-504.242,-775.387,-328.731,-306.647,-267.946,-295.447,-186.278,-159.686,-33.083,-19.168,-3.109,-6.878,-17.124,-16.565,-17.625,-19.436,-15.81,-13.163,-11.783,-5.249,-4.107,..,2018-04-07 11:40:33.896072
Denmark,Total,CHP plants (ktoe),07. Denmark,11. Total,06. CHP plants (ktoe),-2825.078,-3073.773,-2752.091,-2673.371,-2847.528,-2555.971,-2889.596,-2751.836,-3120.755,-3768.151,-2670.109,-4076.074,-3110.242,-2987.806,-3311.272,-3370.805,-3003.392,-2660.03,-2198.993,-2235.387,-3422.673,-2797.229,-2817.76,-3167.563,-2611.973,-4047.103,-3307.046,-2876.898,-2506.737,-2124.303,-2313.789,-2437.761,-3285.135,-2498.245,-2046.994,-3185.543,-2577.774,-2212.359,-2220.39,-2161.855,-1726.549,-1257.201,-1581.194,-1312.3,-834.751,..,2018-04-07 11:40:33.896072
Denmark,Total,Heat plants (ktoe),07. Denmark,11. Total,07. Heat plants (ktoe),-202.98,-190.3,-190.3,-190.3,-211.409,-231.469,-232.567,-233.69,-248.496,-253.056,-267.049,-280.949,634.969,531.418,404.441,204.94,65.699,-36.844,-78.815,-104.859,-83.814,-43.756,-30.575,-16.04,-17.457,-6.104,-20.043,-5.89,1.829,6.693,13.586,14.08,11.595,19.373,19.638,22.925,15.474,-9.032,4.58,-7.99,4.989,-0.383,2.454,14.102,23.681,..,2018-04-07 11:40:33.896072
Denmark,Total,"Oil refineries, transformation (ktoe)",07. Denmark,11. Total,"08. Oil refineries, transformation (ktoe)",-544.239,-612.899,-546.609,-561.134,-195.014,-292.426,-310.367,-693.457,-148.513,-103.021,-64.472,-99.235,-106.005,-107.108,-91.08,-83.937,-114.948,-110.761,-111.585,-124.449,-76.107,-125.903,-96.284,-83.2,-100.979,-69.434,-70.985,-64.527,-64.727,-98.54,-128.881,-68.784,-130.348,-139.214,-261.467,-149.928,-205.985,-497.878,-305.478,-292.326,-277.223,-232.52,-204.399,-249.917,-257.822,..,2018-04-07 11:40:33.896072
Denmark,Total,Total final consumption (ktoe),07. Denmark,11. Total,09. Total final consumption (ktoe),14667.437,15000.739,15311.785,13392.75,13597.3,15446.851,15514.385,15596.492,16105.049,14735.868,13543.752,12308.404,12689.482,13165.877,14233.228,14499.84,14516.768,13926.53,13520.37,13173.585,13962.369,13758.031,14246.311,14219.051,14507.369,15092.421,14727.396,14618.022,14548.005,14227.525,14584.114,14363.459,14680.648,14840.207,14915.741,15083.608,15129.431,14887.402,14256.082,14960.397,14249.97,13664.334,13495.286,12862.149,13311.252,..,2018-04-07 11:40:33.896072
Denmark,Total,Industry (ktoe),07. Denmark,11. Total,10. Industry (ktoe),3430.689,3612.671,3350.557,2595.873,2694.173,3076.842,3132.261,3341.656,3354.9,3154.75,2745.991,2556.034,2400.762,2639.086,2750.717,2884.423,2807.751,2761.942,2668.499,2675.398,2829.085,2819.607,2834.29,2890.02,3000.647,3006.067,3014.211,2963.329,3004.31,2921.554,3012.733,2832.93,2841.865,2883.703,2849.094,2886.451,2804.702,2686.8,2321.051,2412.154,2407.06,2266.299,2141.415,2096.431,2112.863,..,2018-04-07 11:40:33.896072
Denmark,Total,Transport (ktoe),07. Denmark,11. Total,11. Transport (ktoe),2517.689,2594.206,2703.456,2667.767,2914.27,2988.27,3059.293,3142.761,3135.356,3027.207,2939.89,2965.948,2942.87,3124.168,3603.446,3741.389,3681.63,3684.625,3783.293,3447.839,3642.274,3634.497,3727.57,3877.203,3919.097,3960.829,4007.667,4031.648,4046.938,4029.191,4040.461,4099.324,4250.32,4375.535,4455.954,4519.567,4711.939,4635.647,4405.042,4362.145,4368.864,4019.317,3964.84,3997.588,4065.982,..,2018-04-07 11:40:33.896072
Denmark,Total,Other (ktoe),07. Denmark,11. Total,12. Other (ktoe),8236.024,8319.81,8545.184,7477.755,7438.982,8754.296,8658.772,8655.904,9173.706,8142.155,7503.767,6432.198,6990.609,7023.433,7510.916,7496.174,7665.045,7125.893,6702.725,6745.98,7191.261,7000.746,7372.735,7141.226,7272.047,7789.941,7378.151,7326.741,7187.477,6979.863,7269.161,7166.767,7315.286,7277.913,7325.608,7384.514,7307.596,7305.835,7283.156,7927.155,7183.434,7108.598,7114.965,6519.435,6883.819,..,2018-04-07 11:40:33.896072
Denmark,Total,of which: Residential (ktoe),07. Denmark,11. Total,12.1. of which: Residential (ktoe),6601.16,6537.533,6929.547,6014.186,5598.926,6402.364,6269.881,6086.091,6392.379,5576.857,5081.055,3835.491,4203.56,4216.558,5106.276,5075.74,5168.875,4613.501,4271.68,4002.78,4351.906,4185.054,4541.752,4377.674,4476.078,4781.93,4469.732,4451.087,4332.728,4159.939,4408.026,4301.691,4411.255,4399.091,4449.935,4442.95,4444.39,4422.39,4424.971,4913.277,4397.574,4339.452,4353.36,3955.648,4253.309,..,2018-04-07 11:40:33.896072
Denmark,Total,of which: Commerce and public services (ktoe),07. Denmark,11. Total,12.2. of which: Commerce and public services (ktoe),11.199,22.189,320.932,310.01,492.29,1036.22,1049.48,1161.828,1257.694,1226.065,1153.682,1138.963,1370.119,1507.691,1658.778,1643.655,1717.419,1762.028,1679.316,1738.931,1792.911,1768.533,1841.966,1787.411,1837.466,1989.846,1897.016,1889.381,1873.542,1842.831,1903.945,1927.464,1985.522,1999.919,2001.825,2035.412,2005.614,2014.241,1995.421,2128.019,1947.738,1978.282,1964.85,1814.512,1866.523,..,2018-04-07 11:40:33.896072
Estonia,"Coal, peat and oil shale",Production (ktoe),08. Estonia,"01. Coal, peat and oil shale",01. Production (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5226.844,4657.375,4232.648,3311.658,3269.741,3055.678,3352.356,3248.506,2731.372,2466.659,2668.842,2618.085,2806.923,3239.299,3029.504,3176.107,3101.155,3663.412,3470.14,3293.15,3942.823,4061.447,4035.167,4425.719,4528.105,4199.952,4347.982,2018-04-07 11:40:33.896072
Estonia,"Coal, peat and oil shale",Imports (ktoe),08. Estonia,"01. Coal, peat and oil shale",02. Imports (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,725.569,713.541,558.627,378.714,421.191,351.546,220.625,332.777,312.419,321.035,326.883,281.647,176.954,250.813,257.789,69.556,61.618,114.155,85.726,23.856,46.051,43.463,53.194,38.268,53.194,4.539,5.836,2018-04-07 11:40:33.896072
