Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2021-04-12,00:30,30.5,30.1,99.8,0.0,0,NE,1.5,3.9,0.91,45.4,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,00:45,30.4,30.0,99.9,0.0,0,E,0.7,3.1,0.92,45.4,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,01:00,31.4,31.1,99.9,0.0,0,E,0.7,2.4,0.92,45.4,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,01:15,31.4,31.2,99.9,0.0,0,N,0.1,1.7,0.39,45.3,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,01:30,31.4,31.2,99.9,0.0,0,NE,0.3,2.1,0.1,45.3,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,01:45,30.4,30.1,99.9,0.0,0,NE,0.3,2.4,0.1,45.3,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,02:00,30.4,30.0,99.9,0.0,0,N ,0.0,0.0,0.08,45.2,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,02:15,29.8,29.4,99.9,0.0,0,N ,0.0,0.0,0.07,45.2,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,02:30,29.9,29.4,99.9,0.0,0,N ,0.0,0.0,0.08,45.2,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,02:45,32.1,32.1,99.9,0.0,0,N ,0.0,0.0,0.21,45.1,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,03:00,33.5,33.4,99.7,0.0,0,E,2.3,3.9,0.33,45.1,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,03:15,32.7,32.6,99.6,0.0,0,NE,1.2,2.8,0.16,45.1,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,03:30,31.7,31.5,99.7,0.0,0,NE,0.1,2.1,0.11,45.0,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,03:45,31.9,31.7,99.7,0.0,0,E,0.0,1.7,0.13,45.0,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,04:00,31.2,30.9,99.7,0.0,0,N ,0.0,0.0,0.08,44.9,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,04:15,32.4,32.3,99.7,0.0,0,N,0.1,2.1,0.14,44.9,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,04:30,32.5,32.4,99.6,0.0,0,N ,0.0,0.0,0.11,44.8,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,04:45,32.3,32.2,99.6,0.0,0,N ,0.0,0.0,0.08,44.8,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,05:00,31.0,30.6,99.6,0.0,0,N ,0.0,0.0,0.06,44.7,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,05:15,30.3,29.9,99.7,0.0,0,N ,0.0,0.0,0.05,44.6,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,05:30,29.5,29.0,99.7,0.0,0,N ,0.0,0.0,0.05,44.6,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,05:45,28.8,28.2,99.8,0.0,0,N ,0.0,0.0,0.04,44.5,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,06:00,28.8,28.2,99.8,0.0,0,N ,0.0,0.0,0.05,44.5,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,06:15,29.3,28.7,99.8,0.0,1,N ,0.0,0.0,0.05,44.4,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,06:30,28.7,28.0,99.8,0.0,4,N ,0.0,0.0,0.04,44.4,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,06:45,28.7,28.0,99.8,0.0,12,N ,0.0,0.0,0.04,44.3,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
2021-04-12,07:00,30.1,29.7,99.8,0.0,55,N ,0.0,0.0,0.07,44.3,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:14:49.647605
