Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2021-02-22,23:15,42.0,41.7,98.7,0.0,0,SW,3.3,5.3,0.0,39.1,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-22,23:30,41.9,41.7,99.3,0.0,0,S,4.7,7.4,0.0,39.1,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-22,23:45,41.8,41.6,99.3,0.0,0,S,4.3,7.1,0.0,39.1,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-22,24:00,41.4,41.3,99.3,0.0,0,S,3.9,5.7,0.0,39.1,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,00:15,41.5,41.3,99.3,0.0,0,SW,3.9,5.7,0.0,39.0,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,00:30,41.1,40.9,99.4,0.0,0,SW,3.4,5.3,0.0,39.0,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,00:45,41.0,40.9,99.4,0.0,0,SW,2.0,4.6,0.0,39.0,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,01:00,41.2,41.0,99.5,0.0,0,S,2.9,4.9,0.0,39.0,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,01:15,40.8,40.7,99.4,0.0,0,S,3.2,4.6,0.0,39.0,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,01:30,40.2,40.1,99.5,0.0,0,S,2.8,4.9,0.0,39.0,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,01:45,40.4,40.3,99.4,0.0,0,S,3.2,5.3,0.0,39.0,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,02:00,39.5,39.4,99.5,0.0,0,S,2.4,3.1,0.0,39.0,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,02:15,38.3,38.2,99.6,0.0,0,S,2.3,3.1,0.01,38.9,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,02:30,37.5,37.4,99.6,0.0,0,N ,0.0,0.0,0.03,38.9,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,02:45,37.4,37.3,99.6,0.0,0,N ,0.0,0.0,0.08,38.9,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,03:00,37.5,37.4,99.6,0.0,0,N ,0.0,0.0,0.12,38.9,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,03:15,37.3,37.2,99.5,0.0,0,N ,0.0,0.0,0.13,38.9,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,03:30,36.8,36.7,99.6,0.0,0,N ,0.0,0.0,0.12,38.8,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,03:45,37.1,37.0,99.6,0.0,0,N ,0.0,0.0,0.08,38.8,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,04:00,38.0,37.9,99.5,0.0,0,S,2.7,4.2,0.03,38.8,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,04:15,38.1,37.9,99.5,0.0,0,S,2.9,3.9,0.0,38.8,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,04:30,37.4,37.2,99.5,0.0,0,S,2.8,3.5,0.0,38.7,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,04:45,37.0,36.9,99.6,0.0,0,S,2.4,3.1,0.01,38.7,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,05:00,36.5,36.4,99.6,0.0,0,S,2.7,3.5,0.01,38.7,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,05:15,37.0,36.9,99.6,0.0,0,S,3.2,3.9,0.01,38.6,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
2021-02-23,05:30,37.4,37.3,99.6,0.0,0,S,3.1,3.9,0.0,38.6,"Ten Mile, Laurel, Whatcom County",330025,Ten Mile,2021-04-15 13:13:51.071823
