Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-05-24,00:15,53.5,37.2,53.7,0.0,0,N ,7.3,8.5,0.0,62.4,67.2,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,00:30,54.0,37.0,52.5,0.0,0,N ,6.9,8.2,0.0,62.2,67.1,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,00:45,53.4,37.0,53.6,0.0,0,N ,5.6,7.4,0.0,62.0,67.0,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,01:00,53.8,37.0,52.9,0.0,0,S,0.6,3.9,0.0,61.8,66.9,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,01:15,53.6,36.8,52.8,0.0,0,NE,0.6,3.1,0.0,61.6,66.8,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,01:30,53.7,36.8,52.6,0.0,0,NE,2.7,3.5,0.0,61.4,66.7,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,01:45,52.8,36.9,54.7,0.0,0,N ,4.1,4.9,0.01,61.2,66.6,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,02:00,51.7,37.2,57.3,0.0,0,N ,6.6,8.5,0.01,61.0,66.5,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,02:15,51.4,37.4,58.6,0.0,0,N ,7.1,8.5,0.01,60.8,66.4,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,02:30,51.8,37.5,58.0,0.0,0,N ,7.6,9.2,0.0,60.6,66.3,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,02:45,52.8,37.4,55.7,0.0,0,N ,6.1,8.2,0.0,60.5,66.1,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,03:00,52.6,37.9,57.1,0.0,0,NE,4.6,7.4,0.01,60.4,66.0,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,03:15,50.9,39.2,63.9,0.0,0,E,0.5,3.1,0.03,60.3,65.9,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,03:30,49.9,39.6,67.4,0.0,0,NE,0.8,4.2,0.03,60.1,65.8,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,03:45,50.6,39.2,64.7,0.0,0,E,3.4,4.9,0.02,59.9,65.7,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,04:00,50.4,38.7,64.2,0.0,0,N ,1.4,3.1,0.02,59.8,65.5,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
2020-05-24,04:15,50.6,38.6,63.2,0.0,2,NE,0.6,2.8,0.02,59.6,65.4,"Outlook, Yakima County",310135,Outlook,2020-12-14 03:56:00.722137
