Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2018-08-04,00:15,63.9,63.9,43.9,48.0,0.0,W@5.3,10.3,88.3,90.0,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,00:30,63.5,63.4,43.6,48.2,0.0,W@3.7,7.1,87.8,89.9,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,00:45,62.3,62.2,43.9,50.9,0.0,NW@2.8,5.7,87.3,89.9,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,01:00,61.2,61.2,44.1,53.1,0.0,NW@2.7,4.6,86.8,89.8,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,01:15,60.9,60.7,43.7,53.0,0.0,NW@4.7,6.4,86.3,89.8,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,01:30,59.5,59.4,43.3,54.8,0.0,NW@4.3,6.0,85.8,89.7,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,01:45,58.2,58.2,43.2,57.3,0.0,N@5.6,6.4,85.4,89.6,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,02:00,58.4,58.4,43.4,57.4,0.0,NW@6.0,7.1,84.9,89.6,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,02:15,58.0,58.1,43.5,58.5,0.0,N@5.6,6.7,84.5,89.5,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,02:30,57.4,57.5,43.7,60.0,0.0,N@5.0,6.4,84.1,89.4,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,02:45,57.8,57.7,43.7,59.1,0.0,N@4.8,6.7,83.7,89.3,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,03:00,59.1,58.8,43.6,56.4,0.0,NE@3.2,5.7,83.4,89.2,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,03:15,57.5,57.2,43.3,59.0,0.0,N@4.0,7.1,83.0,89.1,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,03:30,57.4,57.1,43.2,58.9,0.0,N@4.7,6.4,82.6,89.0,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,03:45,57.5,57.3,43.4,59.3,0.0,NE@3.9,6.0,82.3,88.9,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,04:00,58.8,58.4,43.6,56.9,0.0,N@3.7,5.7,81.9,88.8,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,04:15,57.8,57.8,43.8,59.5,0.0,NE@3.0,4.2,81.6,88.7,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,04:30,57.8,57.7,43.7,59.3,0.0,NE@1.9,4.2,81.3,88.6,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,04:45,57.0,56.8,43.4,60.3,0.0,N@2.3,5.7,80.9,88.5,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,05:00,57.1,57.0,43.4,60.0,0.0,NE@3.1,4.6,80.6,88.4,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,05:15,55.3,55.0,43.0,63.1,0.0,N@4.5,6.4,80.2,88.3,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,05:30,55.5,55.2,42.9,62.3,0.0,N@4.5,6.0,79.9,88.2,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,05:45,55.8,55.4,43.1,62.2,0.0,N@4.1,5.7,79.6,88.1,0.0,2,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,06:00,55.3,55.0,43.2,63.5,0.0,N@3.3,6.0,79.3,88.0,0.0,7,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,06:15,55.4,55.2,43.1,63.2,0.0,N@3.7,5.3,79.1,87.9,0.0,24,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,06:30,55.9,55.8,43.4,62.8,0.0,N@4.3,6.4,78.8,87.7,0.0,52,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,06:45,57.7,57.8,44.0,60.1,0.0,N@2.8,4.2,78.6,87.6,0.0,84,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,07:00,59.8,59.9,44.5,56.8,0.0,N@1.1,4.2,78.4,87.5,0.0,118,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,07:15,61.1,60.9,45.0,55.3,0.0,S@2.0,3.5,78.3,87.4,0.0,153,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,07:30,61.3,60.8,45.6,56.3,0.0,W@1.5,3.5,78.4,87.3,0.0,191,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,07:45,64.0,63.1,45.3,50.5,0.0,S@0.2,2.1,78.5,87.2,0.0,231,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,08:00,64.8,64.3,45.5,49.6,0.0,SE@1.2,3.9,78.8,87.0,0.0,272,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,08:15,64.3,63.9,46.6,52.5,0.0,SE@2.1,3.5,79.1,86.9,0.0,313,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,08:30,65.1,64.6,47.4,52.7,0.0,S@2.2,4.9,79.7,86.8,0.0,355,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,08:45,64.7,64.3,48.3,55.3,0.0,S@3.4,5.3,80.3,86.7,0.0,398,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,09:00,65.3,64.9,49.0,55.6,0.0,S@2.8,5.3,81.2,86.6,0.0,442,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,09:15,66.1,65.7,49.8,55.6,0.0,S@2.9,4.9,82.2,86.5,0.0,483,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,09:30,67.3,66.7,50.7,55.3,0.0,S@3.2,5.3,83.2,86.4,0.0,523,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,09:45,68.1,67.7,51.2,54.8,0.0,S@3.6,6.0,84.4,86.2,0.0,562,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,10:00,69.3,68.9,51.9,53.8,0.0,S@4.0,7.1,85.6,86.1,0.0,598,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,10:15,70.3,69.9,51.6,51.4,0.0,SW@4.0,6.0,86.8,86.0,0.0,632,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,10:30,71.4,70.9,51.3,49.1,0.0,SW@4.3,7.4,88.1,85.9,0.0,666,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,10:45,72.2,71.7,50.9,47.0,0.0,S@4.3,6.4,89.4,85.9,0.0,699,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,11:00,73.3,72.9,50.1,44.0,0.0,SW@4.7,7.1,90.7,85.8,0.0,727,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,11:15,74.3,74.0,49.7,41.8,0.0,SW@4.1,7.4,91.9,85.7,0.0,754,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,11:30,75.5,75.1,49.3,39.6,0.0,SW@4.1,8.9,93.2,85.7,0.0,778,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,11:45,76.0,75.5,49.2,38.8,0.0,SW@4.4,8.5,94.5,85.6,0.0,798,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,12:00,76.2,75.9,48.3,37.3,0.0,S@5.2,8.5,95.8,85.5,0.0,818,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,12:15,76.5,76.0,47.0,35.1,0.0,S@5.2,8.5,97.0,85.5,0.0,835,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,12:30,77.2,76.7,48.2,35.9,0.0,S@5.3,8.5,98.3,85.5,0.0,848,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,12:45,77.4,77.0,48.1,35.6,0.0,S@5.1,8.2,99.4,85.5,0.0,859,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,13:00,78.1,77.7,49.1,36.1,0.0,S@5.4,8.9,100.5,85.5,0.0,865,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,13:15,78.8,78.4,48.7,34.7,0.0,S@4.8,8.2,101.6,85.5,0.0,871,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
2018-08-04,13:30,78.9,78.5,48.6,34.6,0.0,SE@4.4,8.5,102.6,85.6,0.0,873,"Outlook, Yakima County",310135,Outlook,2018-10-02 14:52:27.419217
