Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2018-04-18,00:15,38.0,37.8,32.0,78.6,0.0,N@6.8,8.9,49.2,51.8,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,00:30,37.6,37.4,32.0,80.0,0.0,N@6.4,8.5,49.0,51.7,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,00:45,37.3,37.1,32.2,81.6,0.0,N@6.0,7.4,48.8,51.7,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,01:00,38.2,38.1,31.9,77.9,0.0,NW@2.9,4.2,48.6,51.6,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,01:15,39.1,38.9,31.8,74.8,0.0,S@1.9,3.5,48.4,51.5,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,01:30,39.9,39.8,31.4,71.2,0.0,N@1.9,3.9,48.3,51.5,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,01:45,38.6,38.5,31.6,75.6,0.0,NE@3.0,5.3,48.1,51.4,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,02:00,38.2,38.1,31.9,77.7,0.0,NE@3.7,4.6,48.0,51.3,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,02:15,38.4,38.3,32.0,77.3,0.0,NE@4.1,4.9,47.8,51.3,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,02:30,37.2,37.1,32.1,81.7,0.01,N@5.4,7.1,47.7,51.2,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,02:45,35.8,35.6,32.6,87.8,0.01,N@6.5,7.4,47.5,51.1,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,03:00,35.5,35.3,32.4,88.4,0.01,N@5.7,7.1,47.3,51.1,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,03:15,35.1,34.9,32.4,89.7,0.02,N@6.0,7.8,47.2,51.0,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,03:30,36.4,36.2,32.4,85.2,0.01,N@7.4,8.9,47.0,50.9,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,03:45,36.7,36.5,32.4,84.4,0.0,N@7.3,9.6,46.8,50.8,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,04:00,36.1,35.9,32.7,87.5,0.01,N@6.4,7.4,46.7,50.8,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,04:15,36.4,36.0,32.7,86.4,0.01,N@4.3,6.4,46.6,50.7,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,04:30,37.1,36.9,32.3,82.8,0.01,N@4.8,7.1,46.4,50.6,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,04:45,36.1,35.8,32.5,86.8,0.01,N@6.6,7.8,46.3,50.6,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,05:00,35.9,35.7,32.3,86.4,0.01,N@6.8,8.2,46.2,50.5,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,05:15,36.0,35.8,32.3,86.2,0.01,N@6.3,7.8,46.0,50.4,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,05:30,36.0,35.8,32.4,86.8,0.01,N@6.1,7.4,45.9,50.3,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,05:45,35.2,35.0,32.6,89.9,0.01,N@6.0,7.1,45.8,50.3,0.0,0,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,06:00,35.5,35.2,32.2,87.8,0.01,N@5.8,7.1,45.7,50.2,0.0,1,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,06:15,34.6,34.4,31.8,89.4,0.01,N@5.5,6.7,45.6,50.1,0.0,3,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,06:30,34.9,34.6,32.0,89.2,0.01,N@6.1,7.1,45.4,50.1,0.0,12,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,06:45,35.5,35.3,32.4,88.4,0.01,N@6.1,7.8,45.3,50.0,0.0,25,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,07:00,36.7,36.4,33.1,86.7,0.0,N@5.5,7.4,45.2,49.9,0.0,42,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,07:15,38.0,37.7,33.7,84.5,0.0,N@4.9,6.0,45.2,49.8,0.0,71,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,07:30,39.7,39.6,34.5,81.5,0.0,N@4.4,5.7,45.2,49.8,0.0,97,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,07:45,41.7,41.4,35.6,78.9,0.0,NE@1.8,3.9,45.3,49.7,0.0,132,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,08:00,41.7,41.4,34.1,74.2,0.0,SE@3.3,4.6,45.5,49.6,0.0,155,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
2018-04-18,08:15,42.5,42.2,34.5,73.1,0.0,S@1.2,3.5,45.7,49.6,0.0,199,"Outlook, Yakima County",310135,Outlook,2018-09-17 09:55:19.068167
