Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
1996-12-31,00:15,31.7,,31.7,100.0,,N@0.4,99999.0,,31.8,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,00:30,31.7,,31.7,100.0,,E@0.4,99999.0,,31.8,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,00:45,31.7,,31.7,100.0,,E@0.4,99999.0,,31.8,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,01:00,31.6,,31.6,100.0,,NE@0.4,99999.0,,31.8,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,01:15,31.6,,31.6,100.0,,N@0.4,99999.0,,31.8,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,01:30,31.9,,31.9,100.0,,SE@0.4,99999.0,,31.8,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,01:45,31.8,,31.8,100.0,,E@0.4,99999.0,,31.8,43.4,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,02:00,31.8,,31.8,100.0,,NE@0.4,99999.0,,31.8,43.4,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,02:15,32.1,,32.1,100.0,,N@0.4,99999.0,,31.9,43.4,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,02:30,32.8,,32.8,100.0,,NE@0.4,99999.0,,31.9,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,02:45,36.6,,36.0,97.8,,NW@1.2,99999.0,,32.0,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,03:00,38.2,,38.0,99.2,,W@4.2,99999.0,,32.2,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,03:15,38.6,,38.4,99.3,,W@9.6,99999.0,,32.3,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,03:30,38.9,,38.5,98.5,,SW@9.4,99999.0,,32.2,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,03:45,40.1,,39.0,95.7,,W@10.3,99999.0,,32.2,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,04:00,39.5,,38.0,94.3,,W@7.1,99999.0,,32.2,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,04:15,43.7,,39.2,84.0,,SW@13.5,99999.0,,32.3,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,04:30,43.6,,38.3,81.4,0.0,SW@14.6,99999.0,,32.5,43.3,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
1996-12-31,04:45,44.5,,38.4,78.8,0.0,SW@17.2,99999.0,,32.5,43.3,0.07,0,,"Benton City, Benton County",100114,Benton City,2017-12-10 01:46:36.860329
