Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
1997-10-13,00:15,49.7,,43.2,78.4,0.0,W@3.5,99999.0,,58.5,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,00:30,49.1,,43.3,80.2,0.0,W@2.5,99999.0,,58.5,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,00:45,50.0,,43.6,78.3,0.0,SW@2.3,99999.0,,58.4,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,01:00,49.0,,43.4,80.7,0.0,SW@3.0,99999.0,,58.4,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,01:15,48.1,,43.3,83.4,0.0,W@2.6,99999.0,,58.3,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,01:30,49.4,,44.0,81.6,0.0,SW@5.8,99999.0,,58.3,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,01:45,50.0,,44.5,81.0,0.0,SW@7.4,99999.0,,58.4,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,02:00,50.0,,44.7,82.0,0.0,SW@8.8,99999.0,,58.4,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,02:15,50.1,,44.9,82.2,0.0,SW@8.7,99999.0,,58.4,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,02:30,49.8,,45.1,83.9,0.0,SW@8.5,99999.0,,58.3,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,02:45,49.7,,45.3,84.7,0.0,SW@7.4,99999.0,,58.2,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,03:00,50.4,,45.5,82.9,0.0,SW@7.5,99999.0,,58.2,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,03:15,50.4,,45.6,83.4,0.0,SW@6.8,99999.0,,58.2,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,03:30,50.2,,45.8,84.5,0.0,SW@7.7,99999.0,,58.0,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,03:45,50.3,,45.6,84.0,0.0,SW@4.9,99999.0,,58.0,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,04:00,50.0,,45.2,83.4,0.0,SW@2.7,99999.0,,57.9,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,04:15,49.7,,44.8,83.0,0.0,SW@3.1,99999.0,,57.7,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,04:30,49.7,,44.6,82.3,0.0,W@3.1,99999.0,,57.7,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,04:45,49.7,,44.1,81.0,0.0,SW@3.3,99999.0,,57.7,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,05:00,49.3,,43.9,81.7,0.0,SW@4.8,99999.0,,57.6,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,05:15,48.6,,44.0,83.9,0.0,SW@5.4,99999.0,,57.5,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,05:30,48.1,,44.0,85.7,0.0,SW@4.2,99999.0,,57.4,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,05:45,46.8,,43.5,88.2,0.0,W@2.1,99999.0,,57.2,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,06:00,46.5,,43.9,90.6,,SW@2.9,99999.0,,57.1,0.0,0.0,0,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,06:15,47.2,,44.3,89.7,,SW@4.3,99999.0,,57.1,0.0,0.0,3,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,06:30,47.7,,44.6,89.1,0.0,SW@5.0,99999.0,,57.1,0.0,0.0,12,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,06:45,48.5,,45.1,87.7,0.0,SW@4.0,99999.0,,57.1,0.0,0.0,37,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,07:00,48.8,,44.7,85.6,0.0,SW@4.0,99999.0,,57.1,0.0,0.0,74,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,07:15,49.5,,44.8,84.0,0.0,SW@5.9,99999.0,,57.1,0.0,0.0,117,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,07:30,50.8,,45.1,80.6,0.0,SW@3.3,99999.0,,57.1,0.0,0.0,155,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,07:45,52.0,,45.4,78.0,0.0,SW@3.7,99999.0,,57.2,0.0,0.0,193,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,08:00,53.1,,45.6,75.5,0.0,W@3.7,99999.0,,57.1,0.0,0.0,233,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,08:15,53.7,,45.6,74.0,0.0,SW@6.5,99999.0,,57.1,0.0,0.0,272,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,08:30,54.3,,45.5,72.1,0.0,SW@5.3,99999.0,,57.1,0.0,0.0,310,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,08:45,55.0,,45.6,70.5,0.0,SW@6.5,99999.0,,57.0,0.0,0.0,348,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,09:00,55.9,,45.4,67.7,0.0,SW@7.6,99999.0,,56.9,0.0,0.0,384,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,09:15,56.8,,45.1,64.8,0.0,SW@5.9,99999.0,,56.9,0.0,0.0,416,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,09:30,57.7,,45.2,63.0,0.0,SW@6.7,99999.0,,56.9,0.0,0.0,448,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,09:45,58.5,,45.1,60.9,0.0,SW@7.9,99999.0,,56.8,0.0,0.0,471,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,10:00,59.1,,45.3,60.0,0.0,SW@6.3,99999.0,,56.8,0.0,0.0,500,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,10:15,60.0,,45.5,58.4,0.0,SW@6.8,99999.0,,56.8,0.0,0.0,522,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,10:30,60.7,,45.4,57.0,0.0,W@5.8,99999.0,,56.8,0.0,0.0,531,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,10:45,61.7,,44.5,53.1,0.0,SW@6.5,99999.0,,56.8,0.0,0.0,562,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,11:00,62.4,,43.6,50.2,0.0,SW@7.0,99999.0,,56.8,0.0,0.0,553,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,11:15,62.5,,44.0,50.7,0.0,SW@8.6,99999.0,,56.7,0.0,0.0,583,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,11:30,63.2,,43.8,49.1,0.0,SW@7.7,99999.0,,56.7,0.0,0.0,577,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,11:45,63.8,,43.8,48.0,0.0,SW@7.4,99999.0,,56.8,0.0,0.0,583,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,12:00,63.9,,43.3,47.1,0.0,SW@7.5,99999.0,,56.8,0.0,0.0,584,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,12:15,64.7,,42.9,45.1,0.0,SW@7.0,99999.0,,56.8,0.0,0.0,585,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,12:30,65.2,,43.1,44.5,0.0,SW@7.0,99999.0,,56.9,0.0,0.0,576,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,12:45,65.6,,42.8,43.5,0.0,SW@6.7,99999.0,,56.9,0.0,0.0,567,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,13:00,66.2,,42.9,42.7,0.0,SW@5.7,99999.0,,57.0,0.0,0.0,554,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,13:15,66.9,,43.0,41.8,0.0,SW@6.2,99999.0,,57.1,0.0,0.0,536,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,13:30,67.1,,42.2,40.3,0.0,SW@5.7,99999.0,,57.2,0.0,0.0,511,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
1997-10-13,13:45,67.1,,42.1,40.2,0.0,SW@6.4,99999.0,,57.3,0.0,0.0,488,,"Benton City, Benton County",100114,Benton City,2017-12-15 02:07:38.597051
