Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2016-01-27,00:15,35.3,35.3,35.1,99.3,0.21,NW@3.5,4.9,38.6,39.3,20.4,0.0,0,30.35,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,00:30,34.8,34.8,34.7,99.3,0.26,NW@3.7,4.9,38.5,39.3,20.4,0.0,0,30.35,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,00:45,34.8,34.8,34.7,99.3,0.29,NW@2.7,3.5,38.5,39.3,20.4,0.0,0,30.35,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,01:00,34.9,34.9,34.7,99.3,0.32,NW@2.0,3.5,38.5,39.2,20.4,0.0,0,30.34,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,01:15,35.0,35.0,34.8,99.3,0.34,N@0.0,0.0,38.5,39.2,20.4,0.0,0,30.34,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,01:30,34.9,34.8,34.7,99.3,0.36,SW@0.6,2.4,38.5,39.2,20.4,0.0,0,30.34,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,01:45,34.7,34.7,34.6,99.3,0.38,E@0.6,2.4,38.4,39.2,20.3,0.0,0,30.33,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,02:00,34.8,34.7,34.6,99.3,0.39,W@0.3,3.1,38.4,39.2,20.3,0.0,0,30.33,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,02:15,34.9,34.9,34.7,99.3,0.39,W@3.2,4.2,38.4,39.2,20.3,0.0,0,30.34,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,02:30,34.7,34.7,34.6,99.3,0.4,NW@3.9,4.9,38.4,39.2,20.3,0.0,0,30.33,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,02:45,34.6,34.6,34.5,99.3,0.41,NW@3.6,4.6,38.4,39.2,20.3,0.0,0,30.33,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,03:00,34.7,34.7,34.5,99.3,0.42,NW@4.3,5.3,38.4,39.2,20.3,0.0,0,30.33,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,03:15,34.8,34.8,34.6,99.3,0.43,NW@4.3,5.3,38.4,39.2,20.3,0.0,0,30.33,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,03:30,34.8,34.8,34.7,99.3,0.53,NW@3.5,4.6,38.4,39.2,20.3,0.0,0,30.32,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,03:45,35.0,35.0,34.8,99.3,0.59,W@3.4,4.9,38.3,39.2,20.3,0.0,0,30.32,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,04:00,35.1,35.1,35.0,99.3,0.62,W@1.1,2.8,38.3,39.2,20.3,0.0,0,30.32,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,04:15,35.1,35.1,35.0,99.3,0.64,W@1.9,3.9,38.3,39.2,20.3,0.0,0,30.32,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,04:30,35.2,35.1,35.0,99.3,0.6,S@0.4,2.4,38.3,39.1,20.3,0.0,0,30.32,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,04:45,35.2,35.2,35.1,99.3,0.55,E@1.0,3.1,38.3,39.1,20.2,0.0,0,30.31,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,05:00,34.9,34.8,34.7,99.3,0.52,NE@4.1,5.3,38.3,39.1,20.2,0.0,0,30.31,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,05:15,34.8,34.8,34.6,99.3,0.58,E@3.9,4.9,38.3,39.1,20.2,0.0,0,30.31,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,05:30,34.8,34.8,34.6,99.3,0.62,E@4.1,5.7,38.3,39.1,20.2,0.0,0,30.31,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,05:45,34.8,34.8,34.7,99.4,0.65,SE@4.4,6.4,38.2,39.1,20.2,0.0,0,30.32,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,06:00,34.8,34.8,34.6,99.4,0.68,E@5.0,6.4,38.2,39.1,20.2,0.0,0,30.32,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,06:15,34.7,34.7,34.5,99.4,0.71,E@5.7,7.8,38.2,39.1,20.2,0.0,0,30.33,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,06:30,34.6,34.6,34.4,99.4,0.72,E@6.1,7.8,38.2,39.1,20.2,0.0,0,30.32,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,06:45,34.5,34.6,34.4,99.4,0.73,E@7.2,9.2,38.2,39.1,20.2,0.0,0,30.32,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,07:00,34.3,34.4,34.2,99.4,0.74,E@6.4,8.2,38.2,39.1,20.2,0.0,0,30.33,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,07:15,34.1,34.1,33.9,99.4,0.75,E@4.8,6.4,38.2,39.1,20.2,0.0,0,30.34,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,07:30,34.2,34.2,34.0,99.4,0.75,E@4.6,6.7,38.2,39.1,20.2,0.0,0,30.34,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
2016-01-27,07:45,34.1,34.1,33.9,99.4,0.77,E@7.0,9.6,38.1,39.0,20.2,0.0,1,30.33,"Snipes Mountain, Sunnyside, Yakima County",310121,Snipes Mountain,2017-12-07 11:48:50.701736
