Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-05-20,00:15,60.0,44.6,56.8,0.0,NW@9.2,17.5,0.0,0,70.2,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,00:30,60.0,44.7,56.7,0.0,NW@9.1,15.3,0.0,0,70.1,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,00:45,60.0,45.0,57.5,0.0,NW@12.0,19.2,0.0,0,70.0,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,01:00,60.1,45.0,57.3,0.0,NW@11.9,18.5,0.0,0,69.9,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,01:15,60.3,44.9,56.7,0.0,NW@11.3,20.3,0.0,0,69.8,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,01:30,60.6,44.9,56.2,0.0,NW@10.2,18.2,0.0,0,69.7,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,01:45,60.6,44.9,56.3,0.0,NW@7.9,14.6,0.0,0,69.6,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,02:00,60.5,44.9,56.4,0.0,W@7.8,13.5,0.0,0,69.5,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,02:15,60.6,44.9,56.1,0.0,NW@8.5,15.7,0.0,0,69.4,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,02:30,60.3,45.1,57.1,0.0,W@6.0,11.7,0.0,0,69.3,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,02:45,60.0,45.1,57.7,0.0,NW@6.4,12.4,0.0,0,69.2,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,03:00,60.0,44.7,57.0,0.0,NW@5.7,9.6,0.0,0,69.1,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,03:15,60.2,44.4,56.0,0.0,W@7.9,14.2,0.0,0,69.0,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,03:30,60.1,44.3,55.9,0.0,NW@9.6,16.0,0.0,0,68.9,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,03:45,60.2,44.0,54.9,0.0,NW@10.9,15.7,0.0,0,68.8,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,04:00,60.2,43.7,54.4,0.0,NW@9.8,14.6,0.0,0,68.7,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,04:15,60.6,43.0,52.2,0.0,NW@10.3,17.5,0.0,0,68.6,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,04:30,61.0,42.5,50.5,0.0,NW@10.6,18.5,0.0,0,68.5,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,04:45,60.9,42.3,50.2,0.0,NW@9.8,17.8,0.0,0,68.4,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,05:00,60.7,42.1,50.3,0.0,NW@8.1,13.9,0.0,0,68.3,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,05:15,60.6,41.9,50.1,0.0,NW@10.2,17.1,0.0,0,68.2,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,05:30,60.6,42.0,50.3,0.0,NW@10.5,20.3,0.0,3,68.1,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,05:45,60.8,42.3,50.5,0.0,NW@11.8,21.0,0.0,5,68.0,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,06:00,60.8,42.5,50.8,0.0,NW@12.0,17.8,0.0,11,67.9,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,06:15,60.8,42.8,51.4,0.0,NW@13.0,19.6,0.0,19,67.8,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,06:30,60.9,42.9,51.4,0.0,NW@12.9,20.3,0.0,24,67.8,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,06:45,60.7,43.1,52.1,0.0,NW@10.7,16.7,0.0,39,67.7,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,07:00,60.6,43.2,52.7,0.0,NW@10.0,17.5,0.0,42,67.6,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,07:15,60.9,42.9,51.6,0.0,NW@10.2,15.7,0.0,61,67.5,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,07:30,61.1,42.6,50.5,0.0,NW@12.2,19.6,0.0,80,67.4,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,07:45,61.0,42.8,50.9,0.0,NW@10.8,16.4,0.0,84,67.4,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,08:00,61.0,42.8,51.2,0.0,NW@10.3,17.1,0.0,81,67.3,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
2020-05-20,08:15,61.2,42.8,50.8,0.0,NW@9.4,15.3,0.0,81,67.2,"DesertAire (Desert Aire), Grant County",330030,DesertAire,2020-06-01 23:35:50.104222
