Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2008-05-01,01:00,39.6,24.9,55.3,0.0,SW@2.9,5.0,,0,49.0,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,01:15,39.8,25.1,55.2,0.0,SW@1.6,3.8,,0,48.9,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,01:30,39.8,25.8,57.0,0.0,S@2.7,5.9,,0,48.8,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,01:45,39.0,26.9,61.7,0.0,S@2.0,4.5,,0,48.8,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,02:00,39.0,26.1,59.4,0.0,S@1.4,4.1,,0,48.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,02:15,37.7,26.7,64.2,0.0,NW@1.4,3.8,,0,48.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,02:30,34.8,25.9,69.8,0.0,NE@3.2,5.2,,0,48.5,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,02:45,32.3,25.4,75.4,0.0,N@3.2,6.4,,0,48.4,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,03:00,31.9,25.2,76.0,0.0,N@3.0,7.9,,0,48.4,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,03:15,33.2,26.9,77.4,0.0,N @3.4,5.0,,0,48.3,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,03:30,32.4,26.0,77.1,0.0,N@3.4,4.5,,0,48.2,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,03:45,32.7,26.0,76.3,0.0,N @3.2,6.6,,0,48.2,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,04:00,32.8,27.3,79.7,0.0,N @3.9,5.0,,0,48.1,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,04:15,32.0,26.1,78.6,0.0,N @3.6,5.2,,0,48.0,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,04:30,31.8,27.2,83.0,0.0,N @3.2,4.7,,0,48.0,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,04:45,31.0,27.0,85.4,0.0,N @3.8,7.5,,0,47.9,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,05:00,30.5,27.0,87.1,0.0,N@2.9,3.8,,0,47.7,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,05:15,30.0,26.7,88.3,0.0,N @3.2,4.5,,0,47.7,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,05:30,29.6,26.7,89.7,0.0,N @3.2,4.8,,0,47.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,05:45,29.6,26.8,90.3,0.0,N @3.2,4.1,,0,47.5,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,06:00,30.1,27.5,90.9,0.0,N @2.9,5.0,,6,47.5,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,06:15,31.2,28.5,90.3,0.0,N @2.5,5.2,,27,47.4,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,06:30,32.7,29.7,88.7,0.0,N @2.3,3.0,,67,47.3,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,06:45,35.0,31.5,86.7,0.0,N @2.1,3.2,,111,47.2,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,07:00,37.3,32.5,82.7,0.0,N @3.0,4.3,,157,47.2,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,07:15,38.8,33.1,79.9,0.0,N @3.2,5.0,,212,47.1,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,07:30,39.8,33.1,77.0,0.0,NE@3.6,5.4,,243,47.0,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,07:45,40.8,33.1,73.7,0.0,NE@3.6,5.9,,239,47.0,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,08:00,41.8,33.3,71.7,0.0,NE@3.9,8.8,,328,46.8,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,08:15,43.2,33.2,67.5,0.0,NE@3.9,12.2,,363,46.8,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,08:30,44.9,33.3,63.6,0.0,NE@3.6,5.9,,446,46.7,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,08:45,46.4,33.1,59.7,0.0,E@3.4,7.3,,488,46.7,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,09:00,47.0,32.4,56.7,0.0,SE@3.9,6.3,,515,46.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,09:15,47.6,32.3,55.1,0.0,SE@4.3,7.2,,580,46.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,09:30,48.4,32.3,53.4,0.0,SE@4.3,10.4,,623,46.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,09:45,49.0,30.9,49.5,0.0,SE@4.1,8.1,,671,46.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,10:00,50.2,31.3,48.0,0.0,S@4.7,9.3,,709,46.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,10:15,50.7,30.5,45.7,0.0,S@4.7,10.0,,745,46.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,10:30,51.3,31.9,47.2,0.0,S@4.8,12.7,,790,46.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,10:45,52.0,32.6,47.2,0.0,S@5.7,10.6,,822,46.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,11:00,52.9,32.1,45.0,0.0,S@7.2,12.3,,857,46.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,11:15,54.4,31.8,41.9,0.0,S@8.1,15.0,,874,46.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,11:30,54.4,30.8,40.2,0.0,S@9.3,15.4,,888,46.7,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,11:45,54.7,30.3,39.1,0.0,SW@9.3,20.4,,899,46.7,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,12:00,55.2,30.0,37.9,0.0,S@9.5,15.7,,911,46.8,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,12:15,55.5,29.9,37.5,0.0,S@9.7,13.4,,926,46.9,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,12:30,55.8,29.6,36.4,0.0,S@9.3,15.0,,934,47.0,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,12:45,56.1,29.4,35.8,0.0,S@10.2,18.6,,936,47.1,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,13:00,56.4,29.0,34.9,0.0,S@10.4,17.5,,938,47.2,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,13:15,57.3,28.9,33.6,0.0,S@8.4,14.3,,912,47.4,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,13:30,57.5,28.6,33.0,0.0,S@8.9,14.8,,929,47.5,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,13:45,57.8,28.4,32.4,0.0,S@8.2,13.2,,920,47.6,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,14:00,58.3,28.8,32.3,0.0,S@7.5,12.9,,896,47.8,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,14:15,58.5,28.8,32.1,0.0,S@6.1,10.9,,877,48.0,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,14:30,59.2,28.7,31.1,0.0,S@7.0,16.1,,862,48.1,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,14:45,59.1,28.2,30.5,0.0,S@6.4,12.2,,815,48.2,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
2008-05-01,15:00,59.6,28.2,30.1,0.0,S@7.2,17.7,,799,48.3,"Horrigan, Benton County",100129,Horrigan,2020-06-01 13:36:36.215342
