Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2008-10-30,00:15,47.4,46.0,94.7,0.0,0,,NW,3.1,3.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,00:30,46.6,45.7,96.6,0.0,0,,E,2.6,3.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,00:45,46.0,45.0,96.2,0.0,0,,N ,0.0,0.0,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,01:00,44.6,43.7,96.4,0.0,0,,W,0.4,1.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,01:15,44.8,44.2,97.9,0.0,0,,NW,0.6,2.8,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,01:30,46.4,45.9,98.0,0.0,0,,SE,3.3,4.6,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,01:45,47.3,45.7,94.4,0.0,0,,SW,1.6,3.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,02:00,46.1,44.8,95.1,0.0,0,,SE,0.2,1.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,02:15,45.8,44.7,95.7,0.0,0,,NW,3.0,4.6,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,02:30,46.2,45.4,97.0,0.0,0,,NW,3.2,5.3,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,02:45,46.5,45.9,97.6,0.0,0,,NW,5.8,10.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,03:00,47.2,46.4,97.0,0.0,0,,NW,4.0,6.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,03:15,47.9,47.2,97.4,0.0,0,,NW,5.4,7.8,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,03:30,47.2,46.7,98.2,0.0,0,,W,2.7,5.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,03:45,47.0,46.5,98.4,0.0,0,,SW,2.5,4.6,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,04:00,47.6,47.2,98.5,0.0,0,,S,2.9,5.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,04:15,47.7,46.9,97.1,0.0,0,,NW,3.0,4.6,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,04:30,47.8,46.9,96.7,0.0,0,,NW,2.0,3.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,04:45,48.1,47.3,96.9,0.0,0,,W,3.3,5.3,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,05:00,48.2,47.4,97.1,0.0,0,,NW,1.8,4.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,05:15,48.2,47.3,96.7,0.0,0,,E,1.5,3.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,05:30,47.8,46.9,96.7,0.0,0,,NE,1.8,4.2,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,05:45,47.2,46.4,97.2,0.0,0,,E,0.5,2.8,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,06:00,46.9,46.4,97.9,0.0,0,,E,0.7,2.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,06:15,47.0,46.5,98.1,0.0,0,,SE,0.5,2.4,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,06:30,47.1,46.6,98.1,0.0,0,,SE,0.7,2.8,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,06:45,46.5,46.0,98.2,0.0,0,,SW,1.1,2.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,07:00,46.4,46.0,98.6,0.0,0,,SW,0.8,2.8,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,07:15,46.4,46.0,98.7,0.0,2,,W,1.0,2.4,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,07:30,46.6,46.3,99.0,0.0,10,,S,1.8,3.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,07:45,46.6,46.2,98.5,0.0,16,,SE,1.6,3.5,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,08:00,46.6,46.1,98.1,0.0,21,,SE,2.1,3.5,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,08:15,47.0,46.6,98.1,0.0,23,,SE,1.7,3.5,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,08:30,47.2,46.6,97.8,0.0,28,,NE,1.9,4.2,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,08:45,47.7,46.9,97.0,0.0,37,,NE,2.6,4.2,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,09:00,48.3,47.4,96.4,0.0,60,,SE,2.5,3.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,09:15,49.0,47.7,95.3,0.0,60,,E,0.5,2.4,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,09:30,49.3,47.9,95.0,0.0,61,,E,1.1,3.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,09:45,49.6,48.4,95.4,0.0,64,,NE,1.9,4.2,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,10:00,50.0,48.3,93.7,0.0,62,,N ,0.0,0.0,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,10:15,50.5,48.6,93.4,0.0,57,,E,1.3,3.5,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,10:30,50.6,49.0,94.0,0.0,65,,E,2.9,3.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,10:45,51.1,49.1,92.6,0.0,72,,S,0.3,2.4,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,11:00,51.4,49.1,91.7,0.0,111,,NE,3.1,4.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,11:15,52.1,49.0,89.3,0.0,99,,S,1.2,3.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,11:30,52.5,49.4,89.2,0.0,71,,W,1.2,4.6,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,11:45,52.4,49.9,91.3,0.0,99,,NW,3.4,4.6,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,12:00,52.6,50.2,91.5,0.0,93,,SW,1.5,3.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
2008-10-30,12:15,53.4,50.8,91.0,0.0,78,,NE,3.5,7.4,"Sakuma, Skagit County",330159,Sakuma,2020-12-21 14:31:09.391819
