Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2010-11-04,00:15,43.5,42.1,94.7,0.0,0,,N,1.9,6.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,00:30,48.5,45.7,89.9,0.0,0,,NE,4.3,7.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,00:45,47.7,43.5,85.5,0.0,0,,E,1.3,3.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,01:00,46.3,42.9,87.6,0.0,0,,E,2.9,4.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,01:15,46.6,43.0,87.0,0.0,0,,S,1.6,3.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,01:30,48.7,43.7,82.9,0.0,0,,E,4.1,8.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,01:45,50.1,44.0,79.2,0.0,0,,E,6.7,9.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,02:00,51.2,44.2,76.8,0.0,0,,E,7.3,9.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,02:15,51.2,44.0,76.2,0.0,0,,E,5.2,8.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,02:30,52.8,43.9,71.7,0.0,0,,E,9.3,16.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,02:45,51.5,43.5,74.0,0.0,0,,E,6.3,8.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,03:00,53.2,43.6,69.6,0.0,0,,E,9.1,13.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,03:15,53.5,43.2,68.0,0.0,0,,E,9.6,13.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,03:30,49.4,42.4,76.5,0.0,0,,S,4.3,7.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
2010-11-04,03:45,45.3,41.2,85.6,0.0,0,,E,2.5,6.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:38.392575
