Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2018-11-01,00:15,54.2,54.2,99.9,0.01,0,,SE,2.4,4.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,00:30,53.8,53.8,99.9,0.0,0,,E,1.7,4.2,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,00:45,54.1,54.1,99.9,0.02,0,,SE,1.5,3.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,01:00,54.5,54.5,99.9,0.02,0,,SE,2.0,3.5,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,01:15,54.1,54.1,99.9,0.03,0,,E,2.4,3.5,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,01:30,53.2,53.2,99.9,0.02,0,,E,2.5,3.5,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,01:45,52.7,52.7,99.9,0.01,0,,E,3.8,5.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,02:00,52.1,52.1,99.9,0.03,0,,E,4.2,5.3,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,02:15,51.9,51.9,99.9,0.01,0,,NE,4.3,5.3,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,02:30,51.9,51.9,99.9,0.01,0,,NE,4.3,5.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,02:45,51.8,51.7,99.9,0.03,0,,NE,4.4,5.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,03:00,51.7,51.7,99.9,0.03,0,,NE,3.9,6.0,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,03:15,51.8,51.8,99.9,0.02,0,,NE,4.4,5.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,03:30,51.8,51.7,99.9,0.02,0,,E,4.4,6.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,03:45,51.6,51.6,99.9,0.02,0,,E,4.7,7.4,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,04:00,51.6,51.5,99.9,0.03,0,,NE,3.3,5.3,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,04:15,51.6,51.6,99.9,0.02,0,,NE,4.1,6.4,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,04:30,51.8,51.8,99.9,0.02,0,,NE,4.5,6.4,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,04:45,51.8,51.8,99.9,0.0,0,,E,5.5,7.8,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,05:00,52.1,52.1,99.9,0.01,0,,E,4.7,6.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,05:15,52.5,52.5,99.9,0.01,0,,E,4.0,6.4,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,05:30,52.6,52.6,99.9,0.02,0,,E,5.2,7.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,05:45,52.7,52.7,99.9,0.02,0,,E,4.8,6.4,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,06:00,53.2,53.1,99.9,0.02,0,,E,4.5,6.0,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,06:15,53.6,53.6,99.9,0.02,0,,E,4.9,6.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,06:30,54.0,54.0,99.9,0.01,0,,E,5.9,8.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,06:45,54.0,54.0,99.9,0.02,0,,E,6.7,9.2,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,07:00,53.9,53.9,99.9,0.01,0,,E,7.2,12.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,07:15,54.1,54.1,99.9,0.02,2,,E,6.0,9.2,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,07:30,53.9,53.9,99.9,0.03,4,,E,5.3,7.8,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,07:45,53.8,53.8,99.9,0.03,12,,E,5.8,8.2,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,08:00,54.1,54.1,99.9,0.03,14,,SE,3.9,6.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,08:15,54.3,54.3,99.9,0.04,12,,E,4.1,5.3,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,08:30,54.2,54.2,99.9,0.04,19,,E,5.2,8.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,08:45,54.2,54.2,99.9,0.03,23,,E,5.1,7.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,09:00,54.2,54.2,99.9,0.02,29,,E,6.0,7.8,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,09:15,54.4,54.4,99.9,0.02,26,,E,5.7,8.5,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,09:30,54.3,54.3,99.9,0.01,32,,E,6.1,8.5,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,09:45,54.1,54.1,99.9,0.02,30,,E,5.9,7.8,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,10:00,54.1,54.1,99.9,0.03,20,,NE,5.2,7.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,10:15,54.2,54.2,99.9,0.03,27,,E,5.8,7.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,10:30,54.2,54.2,99.9,0.01,33,,E,6.3,9.2,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,10:45,54.1,54.1,99.9,0.02,44,,E,7.1,9.2,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,11:00,54.1,54.1,99.9,0.01,51,,E,8.1,10.7,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,11:15,54.2,54.2,99.9,0.02,44,,E,7.0,9.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,11:30,54.3,54.3,99.9,0.01,43,,E,7.6,11.4,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,11:45,54.3,54.3,99.9,0.01,46,,E,8.3,11.0,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,12:00,54.4,54.4,99.9,0.05,49,,E,7.6,9.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,12:15,54.4,54.4,99.9,0.02,44,,E,7.8,11.0,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,12:30,54.5,54.5,99.9,0.03,37,,E,7.7,10.3,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,12:45,54.7,54.7,99.9,0.03,26,,E,5.9,8.5,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,13:00,55.1,55.1,99.9,0.01,33,,E,5.9,9.9,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
2018-11-01,13:15,55.6,55.6,99.9,0.01,29,,E,6.1,12.1,"Sakuma, Skagit County",330159,Sakuma,2020-12-16 09:44:48.687713
