Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2009-10-29,00:15,44.4,42.8,94.0,0.01,0,,SE,7.3,11.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,00:30,44.1,42.9,95.6,0.01,0,,SE,6.7,10.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,00:45,44.3,42.6,93.8,0.0,0,,SE,7.5,12.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,01:00,44.2,42.6,93.7,0.0,0,,SE,6.3,11.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,01:15,43.8,42.6,95.6,0.0,0,,SE,5.6,8.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,01:30,44.1,42.9,95.4,0.0,0,,SE,5.7,8.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,01:45,44.1,43.0,96.1,0.0,0,,SE,5.6,7.8,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,02:00,43.8,42.8,96.4,0.0,0,,SE,5.3,8.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,02:15,43.8,43.0,97.0,0.01,0,,SE,4.9,6.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,02:30,43.9,43.1,96.7,0.0,0,,SE,5.7,9.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,02:45,44.3,43.1,95.5,0.0,0,,SE,7.1,9.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,03:00,44.3,42.8,94.7,0.0,0,,SE,7.3,11.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,03:15,44.3,42.7,94.2,0.0,0,,SE,7.3,11.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,03:30,44.5,42.6,93.1,0.01,0,,SE,7.4,11.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,03:45,44.3,42.5,93.4,0.0,0,,SE,7.2,10.3,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,04:00,43.9,42.6,94.9,0.01,0,,SE,6.7,9.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,04:15,43.8,42.8,96.2,0.0,0,,SE,7.4,10.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,04:30,43.8,42.7,95.8,0.01,0,,SE,7.7,11.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,04:45,43.8,42.7,95.7,0.01,0,,SE,7.7,11.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,05:00,43.8,42.6,95.4,0.0,0,,E,7.8,12.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,05:15,43.8,42.8,96.2,0.0,0,,E,6.7,9.9,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,05:30,43.6,42.5,96.0,0.01,0,,E,8.1,13.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,05:45,43.4,42.1,95.2,0.03,0,,E,11.1,16.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,06:00,43.3,42.3,96.2,0.01,0,,E,11.3,16.4,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,06:15,43.6,42.4,95.3,0.0,0,,E,10.9,14.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,06:30,43.7,42.3,94.8,0.0,0,,E,11.4,15.7,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,06:45,43.3,42.2,95.6,0.0,0,,E,12.1,17.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,07:00,43.4,42.5,96.6,0.0,0,,E,11.4,16.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,07:15,43.6,42.6,96.1,0.0,0,,E,11.0,14.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,07:30,43.8,42.6,95.3,0.0,0,,E,10.7,14.6,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,07:45,43.8,42.4,94.6,0.01,0,,E,10.6,15.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,08:00,43.8,42.5,95.0,0.0,0,,E,11.4,17.1,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,08:15,43.8,42.5,95.1,0.0,2,,E,11.0,15.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,08:30,43.8,42.7,95.7,0.02,4,,E,11.7,17.5,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,08:45,43.8,42.9,96.7,0.02,7,,E,11.6,16.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,09:00,43.8,43.2,97.6,0.0,12,,E,10.7,14.2,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,09:15,43.8,43.1,97.4,0.0,16,,E,10.5,15.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
2009-10-29,09:30,43.8,43.1,97.4,0.01,19,,E,10.5,15.0,"Sakuma, Skagit County",330159,Sakuma,2021-04-15 12:29:24.716560
