Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-06-09,00:15,52.3,42.3,68.6,W@1.1,3.2,0.0,0,30.32,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,00:30,49.6,42.1,75.3,W@0.7,1.7,0.0,0,30.32,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,00:45,48.0,42.1,80.1,W@1.1,5.6,0.0,0,30.32,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,01:00,49.5,41.4,73.6,W@1.6,4.8,0.0,0,30.32,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,01:15,48.4,41.7,77.6,W@0.8,1.7,0.0,0,30.32,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,01:30,48.6,41.8,77.2,W@1.1,2.4,0.0,0,30.32,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,01:45,47.1,42.1,82.6,W@0.8,2.1,0.0,0,30.32,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,02:00,46.1,42.1,85.6,W@0.9,2.9,0.0,0,30.32,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,02:15,45.8,42.1,86.8,W@0.6,1.7,0.0,0,30.33,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,02:30,45.2,42.1,88.9,NW@0.9,1.3,0.0,0,30.33,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,02:45,44.6,42.1,90.8,W@0.6,1.2,0.0,0,30.33,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,03:00,45.2,42.2,89.1,W@1.1,1.6,0.0,0,30.33,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,03:15,44.6,42.4,92.2,W@0.9,2.8,0.0,0,30.33,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,03:30,46.3,42.6,87.0,W@1.5,2.7,0.0,0,30.33,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,03:45,44.9,42.9,92.6,NW@0.7,1.7,0.0,0,30.33,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,04:00,43.3,41.9,94.9,NW@0.5,1.3,0.0,0,30.33,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,04:15,42.7,41.0,93.7,NW@0.6,1.2,0.0,0,30.33,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,04:30,42.2,40.6,93.9,NW@0.8,1.4,0.0,0,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,04:45,42.0,40.3,93.6,W@0.8,1.6,0.0,0,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,05:00,42.1,40.4,93.4,W@1.0,1.9,0.0,0,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,05:15,42.2,40.6,94.1,NW@0.8,1.6,0.0,2,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,05:30,42.3,40.8,94.4,W@0.9,1.5,0.0,9,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,05:45,44.0,41.9,92.2,W@0.9,1.8,0.0,44,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,06:00,45.0,43.8,95.5,NW@0.4,1.0,0.0,74,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,06:15,46.4,46.2,99.1,N@0.6,1.2,0.0,106,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,06:30,47.1,47.0,99.7,NE@0.6,1.2,0.0,143,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,06:45,48.8,46.6,92.1,E@0.8,2.3,0.0,186,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,07:00,50.2,46.2,86.0,E@1.1,2.5,0.0,224,30.35,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,07:15,50.9,45.7,82.3,E@1.3,4.9,0.0,251,30.35,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,07:30,51.6,45.4,79.3,E@1.7,4.9,0.0,292,30.35,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,07:45,52.0,45.1,77.3,E@2.8,5.5,0.0,316,30.35,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,08:00,52.9,44.9,74.1,E@2.3,4.9,0.0,358,30.35,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,08:15,54.5,45.5,71.5,NE@1.3,4.0,0.0,388,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,08:30,55.5,47.1,73.3,NE@2.1,6.0,0.0,445,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,08:45,56.3,47.4,71.9,NE@1.7,3.9,0.0,485,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,09:00,57.9,47.8,68.9,NE@1.5,3.6,0.0,566,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,09:15,58.1,47.1,66.5,NE@1.9,5.0,0.0,585,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,09:30,59.0,47.4,65.2,NE@1.8,4.7,0.0,611,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,09:45,59.8,47.2,63.1,NE@1.8,4.1,0.0,681,30.34,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,10:00,61.0,47.3,60.7,N@1.5,4.8,0.0,714,30.33,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,10:15,61.9,46.7,57.4,N@1.5,4.3,0.0,730,30.33,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,10:30,62.9,47.2,56.5,N@1.6,5.0,0.0,762,30.32,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,10:45,63.8,47.4,55.1,N@1.4,3.1,0.0,803,30.31,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,11:00,64.7,47.8,54.1,NW@1.7,4.2,0.0,838,30.31,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,11:15,64.9,47.4,53.0,NW@1.7,4.0,0.0,812,30.31,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,11:30,66.0,48.2,52.5,W@1.8,4.0,0.0,790,30.31,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,11:45,67.0,48.5,51.5,NW@1.6,3.9,0.0,836,30.31,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,12:00,68.2,49.4,51.1,N@1.6,5.4,0.0,919,30.3,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,12:15,68.7,48.8,49.1,NW@1.9,5.1,0.0,885,30.29,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,12:30,69.3,48.3,47.2,NW@1.4,3.5,0.0,908,30.29,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,12:45,70.2,48.5,46.1,N@1.6,3.8,0.0,907,30.28,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,13:00,71.2,48.5,44.5,NW@1.4,4.0,0.0,895,30.28,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,13:15,71.8,49.0,44.4,N@1.5,3.6,0.0,975,30.27,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,13:30,72.5,48.3,42.3,N@1.2,3.2,0.0,926,30.26,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,13:45,73.8,49.6,42.5,NW@1.5,4.2,0.0,919,30.25,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,14:00,74.1,49.2,41.3,NE@1.6,4.7,0.0,970,30.25,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,14:15,75.1,48.8,39.5,NW@1.9,6.3,0.0,923,30.24,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,14:30,75.7,49.7,39.9,NE@1.3,4.0,0.0,856,30.24,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,14:45,76.2,48.2,37.1,N@1.6,5.6,0.0,793,30.23,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,15:00,76.9,49.0,37.4,N@1.3,3.2,0.0,808,30.23,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,15:15,76.9,48.5,36.8,N@1.4,4.5,0.0,709,30.23,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,15:30,78.2,49.3,36.2,N@1.3,4.7,0.0,830,30.22,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
2019-06-09,15:45,78.9,48.4,34.4,N@1.4,4.6,0.0,761,30.22,"Cemetery, The Dalles, Wasco County",100008,"Cemetery, OR",2019-06-25 19:03:01.292431
