Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
1998-06-16,00:15,53.4,,38.7,57.4,0.0,W@7.0,99999.0,67.9,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,00:30,53.4,,38.8,57.6,0.0,W@6.6,99999.0,67.7,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,00:45,52.6,,39.4,60.5,0.0,SW@5.0,99999.0,67.6,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,01:00,51.7,,40.0,64.2,0.0,SW@4.7,99999.0,67.5,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,01:15,51.2,,40.1,65.8,0.0,SW@4.9,99999.0,67.4,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,01:30,51.3,,39.4,63.5,0.0,SW@6.4,99999.0,67.2,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,01:45,51.1,,39.5,64.3,0.0,W@6.2,99999.0,67.1,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,02:00,50.9,,39.7,65.4,0.0,SW@5.1,99999.0,67.0,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,02:15,50.3,,39.9,67.3,0.0,SW@3.8,99999.0,66.9,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,02:30,50.2,,39.6,66.7,0.0,SW@4.0,99999.0,66.8,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,02:45,51.7,,38.3,60.0,0.0,W@6.7,99999.0,66.7,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,03:00,51.7,,38.4,60.4,0.0,W@5.7,99999.0,66.6,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,03:15,51.8,,38.9,61.4,0.0,W@5.7,99999.0,66.4,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,03:30,52.1,,39.4,61.9,0.0,W@6.8,99999.0,66.3,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,03:45,52.0,,40.0,63.4,0.0,W@6.2,99999.0,66.2,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,04:00,51.6,,40.5,65.6,0.0,W@4.4,99999.0,66.1,0.0,0,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,04:15,51.3,,41.3,68.3,0.0,SW@4.3,99999.0,66.0,0.0,1,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,04:30,51.6,,41.3,67.7,0.0,SW@4.9,99999.0,65.9,0.0,3,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,04:45,51.9,,41.2,66.7,0.0,SW@5.3,99999.0,65.8,0.0,7,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,05:00,52.2,,41.5,66.7,0.0,SW@4.9,99999.0,65.7,0.0,9,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,05:15,52.5,,41.5,66.0,0.0,SW@4.1,99999.0,65.6,0.0,13,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,05:30,52.9,,41.1,64.1,0.0,SW@4.2,99999.0,65.5,0.0,17,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,05:45,53.1,,41.5,64.6,0.0,SW@4.0,99999.0,65.4,0.0,24,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,06:00,53.1,,42.1,66.0,0.0,SW@4.2,99999.0,65.3,0.0,47,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,06:15,53.7,,42.6,65.9,0.0,SW@5.0,99999.0,65.2,0.0,65,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,06:30,54.5,,42.9,64.9,0.0,SW@4.8,99999.0,65.2,0.0,113,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,06:45,55.7,,42.9,62.1,0.0,W@5.9,99999.0,65.1,0.0,167,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,07:00,56.9,,42.4,58.3,0.0,W@6.7,99999.0,65.0,0.0,227,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,07:15,57.8,,42.4,56.5,0.0,W@6.9,99999.0,64.9,0.01,248,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,07:30,58.0,,41.8,54.7,0.0,W@8.0,99999.0,64.9,0.0,225,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,07:45,58.7,,42.2,54.2,0.0,W@7.4,99999.0,64.8,0.0,232,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,08:00,59.2,,43.2,55.1,0.0,SW@6.7,99999.0,64.7,0.0,273,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,08:15,60.8,,43.5,52.8,0.0,W@7.3,99999.0,64.7,0.0,441,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,08:30,61.2,,43.8,52.7,0.0,W@7.5,99999.0,64.6,0.0,514,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,08:45,62.2,,44.5,52.3,0.0,SW@8.1,99999.0,64.5,0.0,631,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,09:00,63.2,,43.6,48.8,0.0,W@8.7,99999.0,64.5,0.0,447,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,09:15,63.2,,43.1,47.7,0.0,W@9.4,99999.0,64.5,0.0,409,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,09:30,63.7,,43.3,47.3,0.0,W@7.9,99999.0,64.4,0.0,479,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,09:45,64.1,,43.4,46.9,0.0,W@9.1,99999.0,64.4,0.0,522,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,10:00,64.7,,43.9,46.7,0.0,W@8.8,99999.0,64.4,0.0,710,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,10:15,65.7,,44.6,46.3,0.0,SW@7.2,99999.0,64.5,0.0,431,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,10:30,65.9,,42.9,43.1,0.0,N@5.6,99999.0,64.5,0.0,308,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,10:45,66.7,,42.8,41.8,0.0,N@1.8,99999.0,64.5,0.0,294,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,11:00,67.1,,43.1,41.7,0.0,N@5.4,99999.0,64.6,0.0,355,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
1998-06-16,11:15,67.7,,43.3,41.1,0.0,N@4.3,99999.0,64.6,0.0,515,,"WSU Prosser (WSU HQ), Prosser, Benton County",300033,WSU Prosser (WSU HQ),2017-11-24 10:13:32.084207
