Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Bed Temp °F,Location,Station ID,Station Name,Download Timestamp
2020-07-05,00:15,46.9,45.1,93.3,0.0,0,30.24,S,0.2,1.4,0.75,61.4,64.1,14.2,67.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,00:30,45.9,44.1,93.3,0.0,0,30.24,N ,0.0,0.0,0.75,61.2,64.0,14.2,67.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,00:45,45.5,43.7,93.5,0.0,0,30.23,N ,0.0,0.0,0.75,61.0,63.9,14.2,67.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,01:00,45.1,43.4,93.6,0.0,0,30.23,N ,0.0,0.0,0.75,60.8,63.8,14.2,66.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,01:15,45.2,43.5,93.7,0.0,0,30.23,N ,0.0,0.0,0.76,60.6,63.7,14.2,66.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,01:30,44.4,42.7,93.8,0.0,0,30.23,SW,0.1,1.4,0.76,60.4,63.6,14.2,65.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,01:45,44.4,42.8,93.9,0.0,0,30.23,SE,0.3,1.4,0.76,60.2,63.5,14.2,65.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,02:00,44.4,42.8,94.0,0.0,0,30.23,SE,0.7,2.1,0.77,60.0,63.4,14.2,65.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,02:15,44.5,42.9,94.0,0.0,0,30.23,SW,0.5,1.7,0.77,59.8,63.3,14.2,65.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,02:30,43.8,42.3,94.2,0.0,0,30.23,N ,0.0,0.0,0.77,59.7,63.2,14.2,65.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,02:45,43.5,42.0,94.2,0.0,0,30.23,N ,0.0,0.0,0.77,59.5,63.1,14.2,64.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,03:00,43.6,42.0,94.3,0.0,0,30.23,SE,0.3,1.7,0.78,59.3,63.0,14.2,64.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,03:15,43.5,42.0,94.4,0.0,0,30.23,S,0.6,1.7,0.78,59.2,62.9,14.2,63.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,03:30,43.3,41.8,94.4,0.0,0,30.23,S,0.0,1.4,0.78,59.0,62.8,14.2,63.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,03:45,42.7,41.2,94.5,0.0,0,30.23,N ,0.0,0.0,0.78,58.9,62.7,14.2,63.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,04:00,43.0,41.5,94.6,0.0,0,30.23,E,0.0,1.4,0.78,58.7,62.6,14.2,63.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,04:15,43.2,41.8,94.6,0.0,0,30.23,SW,0.0,1.4,0.78,58.6,62.5,14.2,62.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,04:30,42.8,41.3,94.7,0.0,3,30.23,SE,0.2,2.1,0.78,58.4,62.4,14.2,62.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,04:45,43.4,42.0,94.7,0.0,8,30.23,SW,0.7,2.1,0.79,58.3,62.3,14.2,63.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,05:00,43.1,41.7,94.8,0.0,15,30.23,SE,0.3,1.7,0.79,58.1,62.2,14.2,62.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,05:15,43.4,42.0,94.8,0.0,21,30.23,SW,0.1,1.4,0.79,58.0,62.1,14.2,63.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,05:30,43.8,42.4,94.8,0.0,29,30.23,SE,0.5,1.7,0.8,57.9,62.0,14.2,63.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,05:45,44.9,43.6,94.9,0.0,43,30.23,SE,0.4,1.7,0.81,57.8,61.9,14.2,64.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,06:00,47.3,45.9,94.9,0.0,56,30.23,SE,0.7,2.1,0.82,57.7,61.9,14.2,65.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,06:15,49.2,47.8,94.8,0.0,67,30.23,S,0.3,1.4,0.83,57.7,61.8,14.2,65.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,06:30,50.6,49.2,94.8,0.0,77,30.23,S,0.1,1.4,0.84,57.7,61.7,14.2,65.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,06:45,52.1,50.7,94.9,0.0,84,30.23,SE,0.6,2.1,0.84,57.8,61.6,14.2,65.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,07:00,53.0,51.6,94.9,0.0,119,30.23,SE,1.8,2.8,0.85,57.9,61.5,14.2,65.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,07:15,54.3,52.9,94.9,0.0,181,30.23,SE,2.2,3.5,0.86,58.0,61.4,14.2,65.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,07:30,55.5,54.1,94.9,0.0,276,30.23,E,2.3,3.1,0.86,58.2,61.3,14.2,65.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,07:45,56.9,55.4,94.8,0.0,295,30.23,E,2.5,3.9,0.86,58.4,61.3,14.2,66.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,08:00,57.5,56.0,94.6,0.0,382,30.23,E,2.5,3.5,0.86,58.6,61.2,14.2,66.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,08:15,57.6,55.9,94.1,0.0,397,30.23,SE,2.1,3.9,0.84,59.0,61.1,14.2,67.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,08:30,58.4,56.4,93.1,0.0,399,30.22,E,2.2,3.5,0.8,59.3,61.1,14.2,68.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,08:45,59.5,56.7,90.2,0.0,505,30.22,NW,2.5,5.3,0.68,59.7,61.1,14.2,69.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,09:00,60.5,55.8,84.5,0.0,502,30.22,SW,2.4,4.6,0.46,60.1,61.1,14.2,69.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,09:15,61.9,53.9,75.2,0.0,506,30.22,NW,2.7,5.3,0.22,60.6,61.1,14.2,70.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,09:30,62.7,52.1,68.3,0.0,640,30.21,NW,3.3,6.7,0.09,61.0,61.0,14.2,70.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,09:45,63.8,51.3,63.9,0.0,807,30.21,NW,4.2,10.3,0.0,61.5,61.1,14.1,71.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,10:00,64.3,50.2,60.1,0.0,597,30.21,W,3.2,6.0,0.0,62.0,61.1,14.1,71.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,10:15,64.3,49.0,57.4,0.0,544,30.21,NW,3.6,6.0,0.0,62.6,61.1,14.1,69.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,10:30,65.4,48.3,54.0,0.0,746,30.21,W,3.7,6.4,0.0,63.2,61.2,14.1,71.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,10:45,64.5,48.9,56.7,0.0,534,30.21,NW,4.7,7.8,0.0,63.7,61.3,14.1,70.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,11:00,62.9,51.2,65.5,0.0,614,30.22,W,4.4,7.4,0.0,64.3,61.4,14.1,68.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,11:15,63.9,51.5,64.0,0.0,783,30.22,NW,4.4,7.8,0.0,64.7,61.4,14.0,69.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,11:30,64.8,51.8,62.7,0.0,911,30.22,NW,5.4,9.6,0.0,65.2,61.6,14.0,71.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,11:45,64.1,52.9,67.0,0.0,911,30.22,W,5.7,9.6,0.0,65.8,61.7,14.0,70.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,12:00,64.2,53.8,69.0,0.0,936,30.22,W,4.9,10.7,0.0,66.4,61.8,14.0,70.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,12:15,64.2,53.6,68.3,0.0,866,30.22,W,5.1,9.6,0.0,67.1,61.9,14.0,69.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,12:30,63.8,53.3,68.6,0.0,890,30.22,NW,5.4,9.9,0.0,67.8,62.1,14.0,70.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,12:45,64.1,51.9,64.6,0.0,936,30.21,W,5.3,8.9,0.0,68.5,62.2,14.0,71.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
2020-07-05,13:00,63.9,50.8,62.4,0.0,692,30.22,NW,5.0,9.6,0.0,69.0,62.4,13.9,70.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:27:10.622770
