Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, Bed Temp °F, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2016-09-10,00:15,55.2,54.9,53.9,95.3,0.56,NW@3.4,4.9,50.9,62.8,66.2,15.4,0.0,0,30.22,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,00:30,54.9,54.6,53.6,95.3,0.56,NW@3.0,4.6,50.4,62.7,66.1,15.4,0.0,0,30.22,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,00:45,55.1,54.7,53.8,95.3,0.57,NW@3.2,4.6,50.4,62.5,66.0,15.4,0.0,0,30.22,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,01:00,55.3,55.0,53.9,94.8,0.57,NW@4.0,5.3,51.1,62.4,65.9,15.3,0.0,0,30.21,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,01:15,55.0,54.6,53.5,94.3,0.58,NW@3.0,4.2,51.6,62.2,65.8,15.3,0.0,0,30.21,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,01:30,54.7,54.2,53.2,94.7,0.58,NW@3.1,4.2,50.9,62.1,65.7,15.3,0.0,0,30.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,01:45,55.1,54.7,53.6,94.6,0.58,NW@3.8,5.7,50.6,61.9,65.6,15.3,0.0,0,30.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,02:00,55.0,54.6,53.3,94.2,0.59,NW@3.2,4.6,50.8,61.8,65.5,15.3,0.0,0,30.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,02:15,54.9,54.5,53.3,94.1,0.59,NW@2.8,4.2,50.5,61.7,65.4,15.3,0.0,0,30.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,02:30,54.8,54.3,53.1,93.9,0.59,NW@2.3,4.2,50.1,61.5,65.3,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,02:45,55.0,54.6,53.3,93.6,0.6,NW@2.7,4.6,49.9,61.4,65.2,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,03:00,54.4,53.9,52.7,94.0,0.59,NW@1.9,3.1,49.5,61.3,65.1,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,03:15,54.2,53.7,52.7,94.5,0.59,W@0.2,1.7,48.1,61.1,65.0,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,03:30,52.8,52.2,51.3,94.6,0.59,N@0.0,0.0,46.0,61.0,65.0,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,03:45,52.7,52.2,51.6,95.7,0.59,N@0.0,0.0,45.1,60.8,64.9,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,04:00,52.8,52.3,51.8,96.3,0.6,SE@0.0,1.4,44.5,60.6,64.8,15.3,0.0,0,30.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,04:15,53.7,53.2,52.7,96.6,0.6,W@0.6,2.8,43.9,60.4,64.7,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,04:30,54.1,53.7,53.0,95.9,0.61,W@2.4,3.5,45.5,60.3,64.6,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,04:45,54.2,53.8,52.9,95.4,0.61,NW@2.2,4.6,47.0,60.1,64.5,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,05:00,54.3,53.9,53.1,95.5,0.61,NW@0.7,3.1,48.2,60.0,64.4,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,05:15,55.3,55.0,54.0,95.1,0.62,W@1.3,3.1,48.8,59.9,64.3,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,05:30,54.6,54.2,52.9,93.7,0.62,W@0.5,2.4,48.2,59.9,64.2,15.3,0.0,0,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,05:45,53.8,53.3,52.2,94.4,0.61,N@0.0,0.0,47.0,59.8,64.1,15.3,0.0,1,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,06:00,51.2,50.7,49.8,94.7,0.6,N@0.0,0.0,45.9,59.6,64.0,15.3,0.0,6,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,06:15,51.3,50.7,50.2,96.0,0.61,N@0.0,0.0,45.6,59.5,63.9,15.3,0.0,12,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,06:30,51.7,51.0,50.8,96.4,0.61,N@0.0,0.0,46.9,59.4,63.9,15.3,0.0,60,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,06:45,52.4,51.4,51.3,96.2,0.62,N@0.0,0.0,50.5,59.3,63.8,15.2,0.0,123,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,07:00,54.9,53.4,53.7,95.6,0.64,N@0.0,0.0,55.4,59.3,63.7,15.2,0.0,161,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,07:15,56.6,55.2,54.9,94.2,0.65,N@0.0,0.0,59.6,59.3,63.6,15.2,0.0,196,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,07:30,58.6,57.7,56.0,90.8,0.66,N@0.0,0.0,64.0,59.4,63.5,15.2,0.0,232,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,07:45,61.0,60.7,57.0,86.3,0.67,N@0.0,0.0,68.8,59.5,63.4,15.2,0.0,269,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,08:00,62.7,61.7,56.8,81.2,0.68,NW@0.7,3.1,72.6,59.7,63.3,15.2,0.0,306,30.17,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,08:15,63.5,62.6,57.4,80.3,0.66,N@2.5,4.2,76.6,60.0,63.3,15.2,0.0,347,30.17,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,08:30,64.2,63.3,57.8,79.7,0.51,NW@4.8,8.2,78.5,60.4,63.2,15.2,0.0,412,30.17,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,08:45,64.9,64.1,58.3,79.0,0.32,N@3.9,6.7,76.8,60.9,63.1,15.2,0.0,368,30.17,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,09:00,65.0,64.3,58.0,78.1,0.2,NW@2.7,4.9,73.8,61.6,63.1,15.2,0.0,317,30.17,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,09:15,65.2,64.5,58.0,77.5,0.09,NW@2.7,6.4,75.5,62.4,63.0,15.2,0.0,349,30.17,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,09:30,65.2,64.6,58.1,77.6,0.0,W@2.6,4.9,75.7,63.0,63.0,15.2,0.0,365,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,09:45,65.7,64.9,58.2,76.9,0.0,NW@2.9,6.0,77.1,63.7,63.0,15.2,0.0,394,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,10:00,65.7,64.9,58.1,76.5,0.0,NW@2.6,5.7,77.4,64.4,63.0,15.2,0.0,397,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,10:15,65.6,64.9,58.2,77.0,0.0,NW@2.8,6.7,77.0,65.0,63.1,15.2,0.0,385,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,10:30,65.4,64.7,58.3,77.7,0.0,NW@3.6,6.0,78.0,65.6,63.1,15.2,0.0,409,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
2016-09-10,10:45,66.3,65.4,58.8,76.8,0.0,NW@3.3,6.7,79.1,66.2,63.2,15.2,0.0,552,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:18:52.720112
