Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, Bed Temp °F, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2016-06-18,00:15,46.0,45.4,45.0,96.2,0.5,NW@0.0,1.4,41.2,59.1,62.8,15.9,0.0,0,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,00:30,44.6,44.0,43.6,96.3,0.51,SE@0.3,2.1,40.7,58.8,62.7,15.9,0.0,0,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,00:45,45.3,44.7,44.4,96.7,0.52,S@1.4,2.4,39.9,58.6,62.6,15.9,0.0,0,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,01:00,46.0,45.4,45.1,96.7,0.53,S@1.0,2.4,39.4,58.3,62.5,15.9,0.0,0,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,01:15,45.5,44.9,44.7,96.8,0.53,S@0.8,3.1,39.2,58.1,62.4,15.9,0.0,0,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,01:30,44.2,43.8,43.4,96.8,0.53,SW@0.2,2.1,38.7,57.9,62.2,15.9,0.0,0,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,01:45,43.9,43.5,43.2,97.1,0.53,SE@2.2,4.2,38.3,57.6,62.1,15.9,0.0,0,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,02:00,45.2,44.7,44.5,97.1,0.54,SW@1.1,3.5,38.6,57.4,62.0,15.9,0.0,0,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,02:15,44.7,44.2,44.0,97.3,0.55,W@0.4,1.7,38.4,57.2,61.9,15.9,0.0,0,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,02:30,43.4,42.9,42.7,97.2,0.54,SE@0.7,2.4,38.7,57.0,61.8,15.9,0.0,0,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,02:45,44.4,43.9,43.7,97.4,0.55,SW@0.1,2.1,39.2,56.9,61.7,15.9,0.0,0,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,03:00,44.0,43.5,43.4,97.4,0.55,SW@0.7,2.8,40.0,56.7,61.5,15.9,0.0,0,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,03:15,44.8,44.3,44.1,97.5,0.56,SW@0.4,1.7,39.5,56.5,61.4,15.9,0.0,0,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,03:30,44.1,43.6,43.5,97.5,0.55,SE@0.7,3.1,38.7,56.4,61.3,15.9,0.0,0,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,03:45,43.9,43.4,43.3,97.6,0.56,W@1.1,3.1,38.2,56.2,61.2,15.9,0.0,0,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,04:00,43.1,42.6,42.5,97.6,0.55,E@0.3,2.1,38.1,56.0,61.1,15.9,0.0,0,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,04:15,43.7,43.2,43.2,97.8,0.56,S@0.4,2.1,37.8,55.9,60.9,15.8,0.0,0,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,04:30,44.5,44.1,44.0,97.8,0.58,S@1.0,2.8,39.8,55.7,60.8,15.8,0.0,2,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,04:45,45.7,45.2,45.2,97.8,0.58,S@1.8,2.8,41.0,55.7,60.7,15.8,0.0,8,30.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,05:00,45.4,44.9,44.8,97.9,0.58,S@2.0,2.8,40.2,55.6,60.6,15.8,0.0,14,30.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
2016-06-18,05:15,44.3,43.7,43.7,97.8,0.58,SE@1.8,3.1,39.6,55.6,60.5,15.8,0.0,18,30.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:17:11.226661
