Date,Time PDT,Air Temp °F, Bed Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2020-03-09,00:15,37.0,46.6,32.5,83.7,0.0,E@2.0,7.4,0.62,0,42.6,45.3,19.2,30.17,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,00:30,37.1,46.9,32.3,82.4,0.0,E@4.8,7.4,0.61,0,42.4,45.2,19.2,30.17,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,00:45,36.8,46.6,31.9,82.2,0.0,E@5.1,7.4,0.6,0,42.3,45.2,19.2,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,01:00,36.8,46.1,31.8,82.1,0.0,E@3.7,7.1,0.58,0,42.2,45.1,19.1,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,01:15,37.2,46.1,31.9,81.0,0.0,E@5.1,9.2,0.56,0,42.1,45.0,19.1,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,01:30,36.8,45.9,31.3,80.1,0.0,E@4.2,7.1,0.52,0,42.0,44.9,19.1,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,01:45,36.6,45.6,31.3,80.9,0.0,E@4.3,8.5,0.49,0,41.9,44.8,19.1,30.18,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,02:00,36.2,44.9,31.2,81.9,0.0,E@4.2,7.8,0.46,0,41.8,44.7,19.1,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,02:15,36.2,44.9,31.7,83.4,0.0,E@4.4,8.9,0.46,0,41.7,44.7,19.1,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,02:30,36.0,43.9,31.5,83.5,0.0,SE@4.4,6.0,0.45,0,41.6,44.6,19.1,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,02:45,35.6,43.0,31.3,84.2,0.0,E@4.3,6.4,0.44,0,41.5,44.5,19.1,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,03:00,35.6,43.1,31.4,84.3,0.0,E@3.9,8.9,0.44,0,41.4,44.4,19.1,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,03:15,35.7,44.3,31.5,84.6,0.0,E@4.4,6.7,0.44,0,41.3,44.4,19.1,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,03:30,35.6,45.6,31.4,84.8,0.0,E@4.4,7.4,0.44,0,41.2,44.3,19.1,30.19,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,03:45,35.3,44.9,31.3,85.3,0.0,E@4.5,7.4,0.44,0,41.1,44.2,19.1,30.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,04:00,35.2,44.2,31.3,85.3,0.0,E@4.6,7.8,0.45,0,41.1,44.1,19.1,30.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,04:15,35.5,44.6,31.5,85.3,0.0,E@5.1,7.1,0.45,0,41.0,44.1,19.1,30.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,04:30,35.3,44.8,31.4,85.3,0.0,E@5.3,8.5,0.45,0,40.9,44.0,19.1,30.21,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,04:45,35.4,45.1,31.3,85.0,0.0,E@4.8,7.8,0.44,0,40.8,43.9,19.1,30.21,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,05:00,35.0,44.7,31.0,85.1,0.0,E@3.8,7.1,0.43,0,40.7,43.8,19.1,30.21,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,05:15,35.1,44.8,31.0,84.8,0.0,E@4.5,7.8,0.42,0,40.6,43.8,19.1,30.21,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,05:30,35.2,45.1,31.0,84.4,0.0,E@4.1,7.1,0.41,0,40.6,43.7,19.1,30.21,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,05:45,35.2,45.1,31.0,84.4,0.0,E@3.3,6.0,0.39,0,40.5,43.6,19.0,30.22,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,06:00,35.4,45.5,31.1,84.1,0.0,SE@4.5,7.1,0.38,0,40.5,43.6,19.0,30.22,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,06:15,35.5,45.9,31.2,84.2,0.0,E@1.0,5.7,0.36,0,40.4,43.5,19.0,30.22,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,06:30,35.7,45.5,31.5,84.4,0.0,N @0.0,0.0,0.35,0,40.4,43.4,19.0,30.22,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,06:45,36.1,45.6,32.0,84.7,0.0,E@0.7,6.4,0.35,0,40.4,43.4,19.0,30.23,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,07:00,36.0,45.9,31.9,85.0,0.0,E@0.5,6.0,0.35,0,40.3,43.3,19.0,30.23,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,07:15,36.1,46.4,32.2,85.5,0.0,E@2.3,8.2,0.36,0,40.3,43.3,19.0,30.23,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,07:30,36.2,46.7,32.4,85.8,0.0,SE@1.3,5.7,0.36,0,40.3,43.2,19.0,30.23,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,07:45,36.5,47.1,32.6,85.7,0.0,E@1.9,6.0,0.36,4,40.3,43.2,19.0,30.24,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,08:00,36.5,47.1,32.7,85.7,0.0,SE@1.8,6.4,0.37,11,40.3,43.1,19.0,30.24,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,08:15,36.7,47.3,32.8,85.4,0.0,E@2.4,7.4,0.36,25,40.3,43.1,19.0,30.25,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,08:30,36.9,47.8,32.8,85.0,0.0,E@3.2,8.2,0.36,48,40.2,43.0,18.9,30.25,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,08:45,37.1,48.7,32.8,84.3,0.0,E@5.2,9.9,0.34,82,40.2,43.0,18.9,30.25,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,09:00,37.6,49.7,32.9,83.2,0.0,E@5.0,9.2,0.32,102,40.2,42.9,18.9,30.26,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,09:15,38.2,50.5,32.9,81.0,0.0,E@6.7,11.7,0.28,126,40.3,42.9,18.9,30.26,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,09:30,38.7,51.1,32.8,79.0,0.0,E@6.8,13.9,0.24,169,40.3,42.8,18.9,30.26,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,09:45,39.6,52.8,33.1,77.2,0.0,E@7.6,12.4,0.21,268,40.4,42.8,18.9,30.26,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,10:00,41.2,55.8,34.0,75.2,0.0,E@7.8,12.1,0.17,439,40.5,42.7,18.9,30.27,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,10:15,41.9,56.7,34.0,73.3,0.0,E@8.3,13.5,0.12,281,40.7,42.7,18.9,30.27,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,10:30,42.1,56.8,34.1,73.2,0.0,E@7.0,13.5,0.09,234,41.0,42.7,18.9,30.27,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,10:45,42.4,57.1,34.5,73.4,0.0,E@6.7,11.7,0.07,266,41.3,42.6,18.9,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
2020-03-09,11:00,43.7,59.9,35.4,72.1,0.0,E@7.5,12.8,0.07,451,41.6,42.6,18.9,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-05-31 15:56:47.851611
