Date,Time PST,Air Temp °F, Bed Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-09-15,00:15,60.0,76.0,59.0,96.3,0.04,SE@0.3,4.6,0.91,0,63.4,64.2,12.9,29.77,59.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,00:30,59.8,75.9,58.9,96.4,0.01,SE@0.4,4.9,0.91,0,63.3,64.1,13.1,29.77,59.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,00:45,59.8,75.6,58.8,96.5,0.0,SE@0.1,3.1,0.91,0,63.3,64.1,13.3,29.77,59.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,01:00,59.6,75.6,58.6,96.5,0.0,N @0.0,0.0,0.91,0,63.2,64.1,13.5,29.77,59.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,01:15,59.8,75.9,58.8,96.5,0.01,SE@0.3,3.9,0.91,0,63.2,64.0,13.7,29.77,59.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,01:30,59.6,75.8,58.6,96.5,0.0,SE@1.2,4.9,0.91,0,63.2,64.0,13.8,29.77,59.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,01:45,59.7,75.9,58.7,96.6,0.0,SE@1.0,6.7,0.91,0,63.1,64.0,14.0,29.76,59.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,02:00,59.9,76.0,58.9,96.6,0.0,SE@1.3,5.7,0.91,0,63.1,63.9,14.1,29.76,59.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,02:15,60.0,76.0,59.0,96.6,0.0,SE@0.7,6.0,0.91,0,63.1,63.9,14.3,29.75,59.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,02:30,60.1,76.1,59.2,96.6,0.0,SE@0.8,5.7,0.91,0,63.1,63.9,14.4,29.75,60.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,02:45,60.4,76.3,59.5,96.6,0.0,SE@2.0,6.7,0.91,0,63.0,63.9,14.5,29.74,60.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,03:00,60.3,76.0,59.3,96.5,0.0,SE@0.6,5.3,0.91,0,63.0,63.8,14.6,29.73,60.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,03:15,60.1,75.8,59.2,96.5,0.0,SE@0.4,5.3,0.91,0,63.0,63.8,14.7,29.73,60.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,03:30,60.3,76.2,59.3,96.5,0.0,SE@0.7,6.0,0.91,0,63.0,63.8,14.8,29.74,60.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,03:45,60.3,76.1,59.3,96.5,0.0,SE@0.3,4.9,0.91,0,63.0,63.8,14.8,29.74,60.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
2019-09-15,04:00,60.2,75.9,59.2,96.5,0.01,E@2.5,6.0,0.91,0,63.0,63.7,14.9,29.71,60.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 18:58:47.891588
