Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, Bed Temp °F, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2016-12-11,00:15,46.5,46.0,39.1,75.4,0.27,W@5.9,15.3,42.4,40.3,41.6,24.0,0.0,0,29.94,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:36:19.283817
2016-12-11,00:30,47.2,46.8,39.2,73.7,0.14,W@4.5,9.2,42.3,40.3,41.6,23.9,0.0,0,29.94,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:36:19.283817
2016-12-11,00:45,47.6,47.2,38.9,71.6,0.07,W@4.5,12.1,42.4,40.3,41.6,23.9,0.0,0,29.95,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:36:19.283817
2016-12-11,01:00,47.7,47.3,38.9,71.3,0.01,W@3.9,11.0,43.2,40.3,41.6,23.8,0.0,0,29.95,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:36:19.283817
2016-12-11,01:15,47.8,47.4,39.1,71.6,0.0,W@3.2,10.3,43.2,40.2,41.6,23.8,0.0,0,29.96,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:36:19.283817
2016-12-11,01:30,47.9,47.5,39.4,72.1,0.0,W@4.7,11.7,43.7,40.2,41.6,23.8,0.0,0,29.96,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:36:19.283817
2016-12-11,01:45,47.6,47.2,39.0,71.9,0.0,W@5.5,12.8,43.9,40.2,41.6,23.7,0.0,0,29.96,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:36:19.283817
2016-12-11,02:00,47.6,47.2,38.6,71.0,0.0,W@2.7,9.6,43.4,40.2,41.6,23.7,0.0,0,29.96,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:36:19.283817
2016-12-11,02:15,47.7,47.3,38.3,69.7,0.0,W@3.7,8.9,42.9,40.2,41.6,23.7,0.0,0,29.96,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:36:19.283817
2016-12-11,02:30,47.4,47.0,37.7,68.8,0.0,W@1.8,7.1,42.5,40.2,41.5,23.6,0.0,0,29.96,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:36:19.283817
