Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, Bed Temp °F, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2018-05-04,00:15,48.5,48.4,46.3,92.1,0.72,N@0.0,0.0,47.2,54.9,55.1,15.1,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:02.719918
2018-05-04,00:30,48.5,48.4,46.4,92.3,0.72,N@0.0,0.0,47.3,54.8,55.1,15.1,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:02.719918
2018-05-04,00:45,48.7,48.6,46.5,92.2,0.73,SW@0.4,4.9,47.7,54.7,55.1,15.1,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:02.719918
2018-05-04,01:00,48.8,48.7,46.5,91.8,0.74,W@2.1,5.3,47.9,54.7,55.0,15.1,0.0,0,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:02.719918
2018-05-04,01:15,48.4,48.4,46.2,92.0,0.75,W@0.9,4.9,47.7,54.6,55.0,15.1,0.0,0,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:02.719918
2018-05-04,01:30,48.1,48.0,46.0,92.3,0.75,N@0.0,0.0,46.9,54.5,55.0,15.1,0.0,0,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:02.719918
2018-05-04,01:45,48.0,47.8,45.9,92.5,0.76,N@0.0,0.0,46.5,54.4,54.9,15.1,0.0,0,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:02.719918
2018-05-04,02:00,47.4,47.2,45.4,92.9,0.76,N@0.0,0.0,44.4,54.4,54.9,15.1,0.0,0,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:02.719918
2018-05-04,02:15,47.1,46.9,45.3,93.4,0.76,N@0.0,0.0,42.1,54.3,54.9,15.1,0.0,0,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:02.719918
2018-05-04,02:30,46.3,46.2,44.6,93.8,0.76,N@0.0,0.0,41.5,54.1,54.8,15.1,0.0,0,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:02.719918
