Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, Bed Temp °F, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2017-02-09,00:15,51.7,51.1,50.7,96.5,0.68,SE@11.5,20.3,47.7,43.0,40.8,32.6,0.05,0,29.41,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,00:30,52.2,51.6,51.3,96.6,0.68,SE@10.9,21.4,47.3,43.3,40.9,32.9,0.05,0,29.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,00:45,52.5,51.9,51.7,96.9,0.69,SE@9.9,22.1,47.2,43.5,41.0,33.2,0.03,0,29.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,01:00,52.3,51.7,51.6,97.2,0.7,S@8.7,18.9,47.2,43.7,41.1,33.4,0.04,0,29.39,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,01:15,52.1,51.5,51.4,97.4,0.69,S@9.6,20.3,47.3,43.9,41.2,33.5,0.02,0,29.39,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,01:30,51.9,51.4,51.3,97.6,0.71,S@7.2,18.5,47.5,44.1,41.3,33.5,0.03,0,29.39,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,01:45,51.8,51.3,51.2,97.7,0.7,SE@7.2,18.5,47.6,44.2,41.4,33.4,0.02,0,29.39,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,02:00,51.7,51.2,51.1,97.9,0.7,SE@8.2,20.0,47.4,44.3,41.5,33.3,0.0,0,29.39,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,02:15,51.7,51.1,51.1,98.0,0.71,S@7.9,17.5,47.6,44.4,41.6,33.2,0.01,0,29.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,02:30,51.7,51.1,51.2,98.0,0.71,SE@6.5,12.8,47.6,44.4,41.7,33.0,0.01,0,29.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,02:45,51.6,51.1,51.1,98.1,0.71,SE@7.1,14.6,47.7,44.5,41.8,32.8,0.03,0,29.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,03:00,51.5,51.0,51.0,98.1,0.71,SE@6.4,12.4,47.6,44.6,41.8,32.7,0.01,0,29.39,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,03:15,51.4,50.9,50.9,98.1,0.71,S@6.4,12.8,47.3,44.6,41.9,32.6,0.03,0,29.39,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,03:30,51.3,50.8,50.8,98.2,0.71,SE@5.7,13.2,47.2,44.7,42.0,32.6,0.04,0,29.39,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,03:45,51.3,50.8,50.8,98.2,0.71,SE@6.1,17.5,47.0,44.8,42.1,32.6,0.02,0,29.39,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,04:00,51.3,50.7,50.8,98.3,0.71,SE@6.4,15.3,47.0,44.8,42.1,32.6,0.02,0,29.38,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,04:15,51.3,50.8,50.9,98.3,0.71,SE@6.8,13.5,46.7,44.9,42.2,32.5,0.01,0,29.38,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,04:30,51.5,50.9,51.0,98.4,0.71,SE@6.6,16.4,46.7,44.9,42.3,32.4,0.03,0,29.37,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,04:45,51.6,51.1,51.2,98.5,0.71,S@6.5,12.8,46.7,45.0,42.3,32.4,0.01,0,29.36,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,05:00,51.9,51.4,51.5,98.5,0.71,SE@7.0,15.3,46.8,45.0,42.4,32.3,0.02,0,29.35,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,05:15,51.8,51.3,51.4,98.5,0.71,SE@6.8,13.2,46.8,45.1,42.5,32.2,0.02,0,29.34,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,05:30,51.7,51.2,51.3,98.5,0.71,SE@6.9,13.2,46.9,45.2,42.5,32.1,0.03,0,29.33,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,05:45,51.6,51.1,51.2,98.6,0.71,S@6.6,15.3,47.0,45.2,42.6,32.1,0.0,0,29.33,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
2017-02-09,06:00,51.5,51.0,51.2,98.6,0.7,SE@6.3,15.3,47.1,45.3,42.7,32.0,0.03,0,29.32,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-12 18:37:41.716796
