Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, Bed Temp °F, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2016-06-04,00:15,56.0,55.4,53.9,92.6,0.31,W@0.6,3.1,51.0,67.0,68.6,15.5,0.0,0,30.14,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,00:30,55.0,54.3,53.0,93.1,0.34,SE@0.1,2.1,48.8,66.8,68.5,15.5,0.0,0,30.14,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,00:45,55.2,54.6,53.6,94.1,0.39,NW@0.2,1.7,48.0,66.5,68.3,15.5,0.0,0,30.14,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,01:00,57.0,56.5,55.5,94.5,0.45,N@0.5,2.4,47.7,66.2,68.2,15.5,0.0,0,30.13,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,01:15,56.9,56.4,55.3,94.2,0.48,W@0.3,2.1,48.8,65.9,68.1,15.5,0.0,0,30.13,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,01:30,56.0,55.5,54.4,94.4,0.51,NW@0.9,4.2,49.8,65.7,67.9,15.5,0.0,0,30.13,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,01:45,55.6,55.1,54.2,94.8,0.53,NW@0.6,3.1,50.3,65.4,67.8,15.5,0.0,0,30.13,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,02:00,54.9,54.3,53.5,95.0,0.55,N@0.0,0.0,48.0,65.2,67.6,15.5,0.0,0,30.13,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,02:15,54.1,53.5,52.8,95.1,0.57,W@0.1,1.7,46.1,65.0,67.5,15.5,0.0,0,30.13,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,02:30,54.2,53.8,53.0,95.6,0.59,NW@0.6,2.4,46.0,64.7,67.4,15.5,0.0,0,30.13,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,02:45,55.6,55.0,54.5,95.9,0.61,NW@2.4,3.5,47.2,64.5,67.3,15.4,0.0,0,30.13,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,03:00,54.4,53.8,53.3,96.0,0.62,W@0.2,1.7,48.1,64.3,67.1,15.4,0.0,0,30.11,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,03:15,53.2,52.6,52.1,96.2,0.62,S@0.9,3.1,46.3,64.1,67.0,15.4,0.0,0,30.11,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,03:30,52.4,52.0,51.4,96.3,0.63,W@0.9,3.5,46.6,63.8,66.9,15.4,0.0,0,30.11,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,03:45,51.8,51.3,50.9,96.5,0.63,SE@0.2,2.4,46.8,63.6,66.7,15.4,0.0,0,30.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,04:00,52.1,51.5,51.2,96.7,0.64,SW@0.1,2.1,45.6,63.4,66.6,15.4,0.0,0,30.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,04:15,51.7,51.2,50.8,96.7,0.64,S@0.3,2.4,44.9,63.2,66.5,15.4,0.0,1,30.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,04:30,52.4,52.0,51.6,97.0,0.65,W@1.6,4.9,45.3,63.0,66.4,15.4,0.0,5,30.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,04:45,52.8,52.4,52.0,97.2,0.66,NE@1.0,6.4,46.3,62.8,66.2,15.4,0.0,11,30.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,05:00,57.6,57.9,56.3,95.4,0.68,NE@2.4,8.9,50.7,62.7,66.1,15.4,0.0,16,30.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,05:15,61.5,61.8,55.8,81.6,0.71,NE@3.7,8.9,55.0,62.6,66.0,15.4,0.0,22,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,05:30,63.7,63.2,54.9,73.1,0.71,NE@4.4,9.6,56.4,62.5,65.9,15.4,0.0,91,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,05:45,64.8,64.0,55.2,70.9,0.43,NE@4.0,8.2,58.7,62.5,65.7,15.4,0.0,140,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,06:00,65.6,64.7,55.4,69.5,0.22,E@2.8,7.4,61.5,62.6,65.6,15.4,0.0,165,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,06:15,66.9,65.9,55.7,67.2,0.08,SE@1.6,4.9,65.3,62.7,65.5,15.4,0.0,209,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,06:30,67.8,66.8,55.8,65.3,0.0,NW@0.9,3.5,68.1,62.9,65.4,15.4,0.0,226,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,06:45,68.5,67.3,56.7,66.0,0.0,NW@2.1,4.6,72.1,63.1,65.3,15.4,0.0,274,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,07:00,68.9,67.7,56.8,65.4,0.0,N@3.0,5.7,75.8,63.4,65.1,15.4,0.0,336,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,07:15,69.5,68.6,56.9,64.2,0.0,N@4.1,9.2,76.3,63.7,65.1,15.4,0.0,379,30.09,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,07:30,70.4,69.7,56.8,62.1,0.0,N@3.8,9.6,78.2,64.1,65.0,15.4,0.0,427,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,07:45,71.2,70.7,57.2,61.2,0.0,NE@5.2,9.2,79.1,64.6,64.9,15.4,0.0,473,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,08:00,72.1,71.7,57.3,59.7,0.0,N@5.6,15.0,80.7,65.2,64.9,15.4,0.0,497,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,08:15,72.8,72.4,57.9,59.5,0.0,N@5.3,9.9,80.3,66.0,64.8,15.4,0.0,539,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,08:30,74.0,73.3,58.3,58.0,0.0,N@5.1,11.0,84.8,66.8,64.8,15.4,0.0,581,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,08:45,75.1,74.6,58.5,56.2,0.0,N@4.3,10.7,86.8,67.6,64.8,15.4,0.0,622,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,09:00,75.7,75.2,57.9,53.9,0.0,NE@6.7,12.4,87.6,68.5,64.8,15.4,0.0,652,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,09:15,76.2,75.8,57.8,52.8,0.0,NE@8.5,15.7,87.4,69.4,64.9,15.4,0.0,696,30.08,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,09:30,77.5,77.1,58.1,51.2,0.0,N@6.8,15.3,90.0,70.4,65.0,15.4,0.0,686,30.07,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,09:45,78.0,77.5,57.7,49.6,0.0,N@6.8,15.0,90.2,71.4,65.1,15.4,0.0,713,30.07,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,10:00,79.1,78.4,57.9,48.2,0.0,N@6.4,13.2,92.4,72.4,65.2,15.4,0.0,738,30.07,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,10:15,79.7,79.0,58.3,48.0,0.0,N@6.3,13.9,94.1,73.5,65.3,15.4,0.0,744,30.06,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,10:30,79.9,79.2,58.7,48.5,0.0,NW@8.4,16.0,95.4,74.5,65.5,15.4,0.0,794,30.06,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,10:45,80.6,79.9,58.8,47.5,0.0,NW@8.5,13.9,97.4,75.6,65.7,15.4,0.0,857,30.05,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,11:00,80.6,80.0,59.4,48.4,0.0,NW@7.8,14.2,97.4,76.6,65.9,15.4,0.0,798,30.05,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,11:15,77.3,76.4,59.7,54.6,0.0,NW@6.2,11.4,94.8,77.7,66.1,15.4,0.0,840,30.05,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,11:30,76.4,75.7,59.6,56.1,0.0,NW@7.7,13.2,95.7,78.6,66.4,15.4,0.0,892,30.04,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
2016-06-04,11:45,76.9,76.3,59.9,55.6,0.0,NW@6.3,10.7,95.9,79.6,66.6,15.4,0.0,896,30.04,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:16:54.445856
