Date,Time PST,Air Temp °F, Bed Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2020-01-01,00:15,50.8,56.8,50.0,96.9,0.0,SW@3.2,7.8,0.88,0,48.4,47.6,24.8,29.82,50.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,00:30,50.8,56.7,49.9,96.9,0.0,SW@3.9,10.3,0.88,0,48.4,47.6,24.7,29.81,50.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,00:45,50.7,56.7,49.8,96.8,0.0,W@4.6,11.7,0.88,0,48.4,47.6,24.6,29.81,50.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,01:00,50.7,56.6,49.8,96.8,0.0,W@4.5,9.9,0.88,0,48.4,47.6,24.5,29.81,50.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,01:15,50.7,56.7,49.8,96.8,0.0,SW@5.0,9.9,0.88,0,48.4,47.6,24.4,29.81,50.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,01:30,50.7,56.7,49.9,96.8,0.0,W@4.8,12.8,0.88,0,48.3,47.6,24.4,29.81,50.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,01:45,50.7,56.7,49.8,96.8,0.01,SW@4.8,11.0,0.88,0,48.4,47.6,24.3,29.81,50.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,02:00,50.7,56.7,49.8,96.7,0.0,W@5.0,11.4,0.88,0,48.3,47.7,24.2,29.81,50.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,02:15,50.6,56.6,49.7,96.6,0.0,W@5.1,12.1,0.87,0,48.3,47.7,24.1,29.82,50.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,02:30,50.4,56.6,49.5,96.6,0.0,W@5.6,13.2,0.87,0,48.3,47.7,24.0,29.82,50.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,02:45,50.4,56.5,49.4,96.4,0.0,W@4.5,8.9,0.87,0,48.3,47.7,23.9,29.83,50.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,03:00,50.3,56.5,49.2,96.2,0.0,W@4.5,10.3,0.87,0,48.3,47.7,23.9,29.83,50.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
2020-01-01,03:15,50.3,56.3,49.2,95.9,0.0,W@4.2,8.5,0.87,0,48.3,47.7,23.8,29.83,50.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:15.145352
