Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, Bed Temp °F, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2018-05-28,00:15,52.3,52.2,49.9,91.4,0.62,N@0.0,0.0,46.4,64.8,63.1,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,00:30,51.8,51.7,49.6,92.1,0.65,N@0.0,0.0,45.5,64.4,63.1,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,00:45,51.7,51.6,49.7,92.8,0.67,N@0.1,3.1,44.2,64.1,63.0,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,01:00,51.8,51.7,49.9,93.1,0.69,N@0.3,3.9,43.6,63.7,63.0,9.8,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,01:15,51.6,51.5,49.7,93.2,0.71,NW@0.2,3.5,42.3,63.3,62.9,9.8,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,01:30,52.5,52.4,50.7,93.6,0.73,NW@3.1,6.7,44.5,63.0,62.8,9.8,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,01:45,53.1,53.1,51.2,93.3,0.75,NW@3.8,7.1,48.6,62.7,62.8,9.8,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,02:00,53.4,53.4,51.4,92.9,0.76,NW@4.2,7.4,50.1,62.4,62.7,9.8,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,02:15,53.4,53.4,51.4,92.8,0.77,NW@1.5,5.7,49.7,62.1,62.6,9.8,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,02:30,53.7,53.7,51.7,92.7,0.79,NW@3.3,7.1,51.4,61.9,62.5,9.8,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,02:45,53.5,53.5,51.2,92.1,0.79,NW@4.0,7.1,50.5,61.7,62.5,9.8,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,03:00,53.8,53.8,51.6,92.1,0.8,NW@4.5,7.4,51.1,61.5,62.4,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,03:15,53.9,53.9,51.6,91.8,0.8,NW@5.1,10.3,51.8,61.3,62.3,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,03:30,53.5,53.5,51.1,91.6,0.79,NW@3.9,6.4,50.4,61.2,62.2,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,03:45,52.8,52.7,50.5,92.0,0.8,N@1.4,3.9,48.9,61.1,62.1,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,04:00,52.5,52.4,50.4,92.5,0.8,N@0.0,0.0,46.6,60.9,62.1,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,04:15,52.2,52.0,50.2,92.8,0.8,N@0.0,0.0,45.9,60.8,62.0,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,04:30,52.7,52.6,50.9,93.3,0.81,NW@1.6,6.0,48.3,60.6,61.9,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,04:45,53.6,53.6,51.5,92.3,0.81,NW@4.4,9.2,51.7,60.4,61.9,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,05:00,53.8,54.0,50.5,88.5,0.77,NW@5.5,10.3,52.2,60.3,61.8,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,05:15,54.1,54.2,50.1,86.1,0.72,NW@5.0,8.2,52.0,60.2,61.7,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,05:30,54.2,54.2,50.1,86.0,0.65,NW@5.5,8.5,52.2,60.1,61.6,9.9,0.0,0,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,05:45,54.2,54.1,50.0,85.8,0.57,NW@5.5,10.3,52.3,60.1,61.6,9.9,0.0,3,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,06:00,54.3,54.2,50.1,85.7,0.48,NW@4.3,7.4,52.5,60.0,61.5,9.9,0.0,5,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,06:15,54.4,54.3,50.2,85.7,0.39,NW@4.6,8.5,52.7,60.0,61.4,9.9,0.0,9,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,06:30,54.4,54.4,50.4,86.2,0.31,NW@4.5,7.4,53.1,60.0,61.4,9.9,0.0,23,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,06:45,54.6,54.5,50.6,86.2,0.25,NW@4.0,6.4,53.9,59.9,61.3,9.9,0.0,43,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,07:00,54.9,54.8,50.7,85.8,0.2,NW@3.6,7.1,54.7,59.9,61.2,9.9,0.0,59,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,07:15,55.1,55.1,50.8,85.4,0.16,NW@4.3,7.8,55.4,59.9,61.2,9.9,0.0,61,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,07:30,54.9,54.8,51.0,86.5,0.14,NW@5.0,11.0,55.9,60.0,61.1,9.9,0.0,70,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,07:45,55.1,55.0,51.3,86.9,0.12,NW@4.1,7.1,57.0,60.0,61.0,9.9,0.0,94,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,08:00,55.3,55.2,51.3,86.5,0.11,NW@4.5,8.9,58.3,60.0,61.0,9.9,0.0,131,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,08:15,55.6,55.6,51.3,85.1,0.09,NW@3.6,7.1,59.5,60.1,60.9,9.9,0.0,135,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,08:30,55.7,55.6,51.2,84.8,0.07,NW@4.5,8.5,59.5,60.2,60.9,9.9,0.0,154,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,08:45,56.4,56.4,51.8,84.5,0.06,NW@5.6,9.9,62.3,60.3,60.9,9.8,0.0,244,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,09:00,56.4,56.3,51.9,84.8,0.03,NW@5.6,9.6,63.7,60.5,60.8,9.8,0.0,263,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,09:15,56.6,56.5,52.5,85.9,0.0,NW@5.3,8.9,65.0,60.7,60.8,9.8,0.0,297,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,09:30,57.4,57.3,52.4,83.4,0.0,NW@5.6,11.0,67.9,60.9,60.7,9.9,0.0,388,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,09:45,57.8,57.6,52.3,81.9,0.0,NW@5.7,12.1,71.0,61.1,60.7,9.9,0.0,574,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,10:00,59.4,59.2,52.8,78.5,0.0,NW@4.8,8.9,74.4,61.4,60.6,9.8,0.0,645,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,10:15,59.4,59.1,52.3,77.4,0.0,NW@5.9,11.0,77.7,61.7,60.6,9.8,0.0,690,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,10:30,59.8,59.4,52.7,77.3,0.0,NW@4.8,10.3,78.9,62.1,60.6,9.7,0.0,712,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,10:45,60.4,60.1,52.7,75.7,0.0,W@4.8,8.5,83.4,62.5,60.6,9.7,0.0,792,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,11:00,60.6,60.4,52.3,73.9,0.0,NW@5.0,8.2,85.9,63.0,60.5,9.7,0.0,831,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,11:15,60.7,60.4,52.1,73.2,0.0,NW@5.5,9.9,87.2,63.6,60.5,9.7,0.0,837,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,11:30,60.8,60.6,52.6,74.4,0.0,NW@5.3,9.9,89.7,64.3,60.5,9.7,0.0,875,30.31,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,11:45,60.3,60.2,52.6,75.7,0.0,NW@5.2,10.3,88.1,65.1,60.6,9.7,0.0,758,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,12:00,60.4,60.3,52.5,74.9,0.0,W@5.0,9.6,86.8,65.9,60.6,9.6,0.0,784,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,12:15,61.5,61.3,52.4,72.0,0.0,W@4.8,8.5,90.4,66.8,60.6,9.7,0.0,876,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,12:30,61.9,61.7,53.1,72.7,0.0,NW@4.6,8.5,90.9,67.7,60.6,9.7,0.0,939,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,12:45,61.6,61.4,52.7,72.3,0.0,W@5.1,9.6,92.0,68.6,60.7,9.7,0.0,880,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,13:00,61.8,61.5,52.7,72.1,0.0,NW@4.2,7.8,90.7,69.7,60.8,9.7,0.0,902,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,13:15,61.7,61.4,52.5,71.8,0.0,NW@5.4,8.9,91.6,70.7,60.9,9.6,0.0,855,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,13:30,60.9,60.6,53.1,75.4,0.0,NW@5.9,10.7,86.0,71.7,60.9,9.6,0.0,740,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,13:45,59.9,59.8,53.3,78.5,0.0,W@5.8,10.3,80.1,72.6,61.0,9.5,0.0,593,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,14:00,58.9,58.7,53.4,82.0,0.0,W@5.5,13.2,75.0,73.2,61.2,9.5,0.0,499,30.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,14:15,59.8,59.7,54.0,81.0,0.0,NW@6.2,13.9,77.4,73.6,61.3,9.5,0.0,611,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,14:30,59.1,59.0,51.5,75.9,0.0,NW@12.2,20.3,75.5,73.8,61.4,9.5,0.0,612,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,14:45,59.1,59.0,50.7,73.7,0.0,NW@12.3,18.9,75.9,73.9,61.6,9.5,0.0,751,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,15:00,59.3,59.1,50.4,72.3,0.0,NW@11.5,17.8,80.7,73.9,61.7,9.5,0.0,858,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,15:15,60.2,60.1,50.3,69.7,0.0,NW@12.0,20.7,79.2,74.1,61.9,9.5,0.0,742,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,15:30,59.4,59.2,50.5,72.3,0.0,NW@12.4,19.6,77.7,74.4,62.0,9.5,0.0,756,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,15:45,59.0,58.9,50.9,74.4,0.0,NW@12.0,19.2,78.8,74.8,62.2,9.5,0.0,780,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,16:00,58.9,58.7,50.3,73.1,0.0,NW@12.7,19.6,77.1,75.1,62.3,9.5,0.0,717,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,16:15,59.0,58.9,50.3,72.7,0.0,NW@12.7,18.9,75.6,75.4,62.5,9.5,0.0,714,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,16:30,58.9,58.7,49.3,70.4,0.0,NW@12.2,19.2,75.0,75.6,62.6,9.5,0.0,669,30.29,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,16:45,58.3,58.1,48.6,70.1,0.0,NW@13.0,18.9,73.3,75.7,62.7,9.5,0.0,648,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
2018-05-28,17:00,58.1,58.0,48.4,69.9,0.0,NW@13.1,18.2,70.7,75.8,62.8,9.5,0.0,604,30.28,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2018-09-13 10:11:33.089980
