Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Bed Temp °F,Location,Station ID,Station Name,Download Timestamp
2020-12-13,00:15,40.4,37.0,87.7,0.01,0,29.87,SE,8.2,13.5,0.47,41.0,42.4,19.7,73.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,00:30,40.5,37.6,89.0,0.0,0,29.87,SE,10.1,16.4,0.51,41.0,42.4,19.8,73.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,00:45,41.0,38.0,89.0,0.01,0,29.87,SE,10.8,17.5,0.53,41.0,42.4,19.8,73.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,01:00,41.2,38.2,88.8,0.0,0,29.87,SE,9.3,15.7,0.54,41.1,42.4,19.9,73.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,01:15,41.6,38.4,88.4,0.0,0,29.86,SE,8.3,16.4,0.55,41.1,42.4,20.0,73.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,01:30,41.8,38.7,88.6,0.01,0,29.86,SE,8.7,13.5,0.58,41.1,42.4,20.0,73.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,01:45,41.9,39.1,89.7,0.01,0,29.86,SE,9.5,15.7,0.61,41.2,42.4,20.1,73.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,02:00,42.1,39.3,89.8,0.0,0,29.87,SE,9.9,17.8,0.6,41.2,42.4,20.1,73.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,02:15,42.2,39.4,89.8,0.01,0,29.87,SE,9.5,17.8,0.6,41.3,42.4,20.2,74.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,02:30,42.3,39.6,90.3,0.0,0,29.87,SE,8.9,16.4,0.61,41.3,42.4,20.3,74.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,02:45,42.5,39.9,90.5,0.0,0,29.87,SE,9.5,16.4,0.62,41.4,42.4,20.3,74.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,03:00,42.7,40.1,90.4,0.0,0,29.87,SE,8.9,14.2,0.62,41.4,42.4,20.4,74.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
2020-12-13,03:15,42.9,40.2,90.2,0.0,0,29.87,SE,8.8,15.0,0.62,41.5,42.4,20.4,74.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:30:44.318902
