Date,Time PST,Air Temp °F, Bed Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2020-01-13,00:15,34.7,41.0,31.3,87.2,0.01,NW@6.4,12.8,0.41,0,41.0,43.4,22.1,29.86,34.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,00:30,35.0,41.3,31.7,87.6,0.0,NW@5.8,10.3,0.46,0,41.0,43.4,22.1,29.86,35.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,00:45,35.5,41.8,31.3,84.7,0.0,NW@5.2,10.3,0.49,0,40.9,43.4,22.0,29.86,35.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,01:00,36.3,42.4,31.3,81.9,0.0,W@5.9,14.2,0.4,0,40.8,43.3,22.0,29.87,36.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,01:15,36.6,42.8,31.4,81.2,0.0,NW@6.5,13.9,0.4,0,40.8,43.3,22.0,29.87,36.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,01:30,37.0,43.0,29.4,73.6,0.0,NW@6.0,15.7,0.33,0,40.7,43.2,22.0,29.88,37.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,01:45,37.3,43.1,29.7,73.8,0.0,NW@8.2,15.0,0.29,0,40.7,43.2,22.0,29.88,37.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,02:00,37.3,43.1,30.1,75.0,0.0,NW@5.7,11.4,0.29,0,40.7,43.1,21.9,29.88,37.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,02:15,36.7,42.9,31.4,80.8,0.0,W@5.9,10.7,0.33,0,40.6,43.1,21.9,29.88,36.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,02:30,36.6,42.7,32.1,83.5,0.0,NW@7.3,13.5,0.32,0,40.6,43.1,21.9,29.89,36.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,02:45,36.9,42.9,31.0,79.1,0.0,NW@7.4,13.9,0.25,0,40.6,43.0,21.8,29.89,37.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,03:00,37.2,43.3,31.0,78.0,0.0,NW@5.3,12.1,0.23,0,40.6,43.0,21.8,29.89,37.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,03:15,37.6,43.5,29.4,72.1,0.0,NW@6.1,12.8,0.17,0,40.6,42.9,21.8,29.9,37.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,03:30,37.2,43.1,31.5,79.7,0.0,NW@7.6,15.0,0.19,0,40.6,42.9,21.7,29.9,37.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,03:45,37.1,43.1,31.4,79.7,0.0,NW@5.9,13.5,0.18,0,40.6,42.9,21.7,29.9,37.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,04:00,37.0,43.1,31.0,78.5,0.0,NW@7.2,15.0,0.16,0,40.6,42.8,21.7,29.9,37.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,04:15,37.0,42.9,30.5,77.0,0.0,NW@4.7,9.2,0.18,0,40.5,42.8,21.7,29.91,37.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
2020-01-13,04:30,37.3,43.1,31.2,78.2,0.0,NW@5.3,12.1,0.22,0,40.5,42.8,21.7,29.9,37.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-01-21 19:01:31.303027
