Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, Bed Temp °F, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2015-11-13,00:15,57.3,57.0,56.9,98.3,0.63,SE@5.6,12.8,53.4,52.5,50.7,28.8,0.0,0,29.95,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,00:30,57.5,57.2,57.0,98.0,0.66,SE@5.5,11.4,53.5,52.6,50.8,28.6,0.01,0,29.95,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,00:45,57.5,57.2,56.9,97.8,0.67,SE@5.3,11.4,53.5,52.6,50.8,28.3,0.0,0,29.95,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,01:00,57.5,57.2,56.8,97.5,0.67,SE@5.2,12.1,53.6,52.7,50.9,28.1,0.0,0,29.94,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,01:15,57.5,57.2,56.8,97.4,0.68,SE@5.7,10.3,53.7,52.7,50.9,27.9,0.0,0,29.94,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,01:30,57.6,57.3,56.8,97.0,0.63,SE@6.6,16.4,53.8,52.7,50.9,27.7,0.0,0,29.94,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,01:45,57.6,57.3,56.7,96.7,0.58,SE@6.0,12.1,53.8,52.8,51.0,27.5,0.0,0,29.94,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,02:00,57.7,57.4,56.7,96.3,0.56,SE@6.0,11.4,53.9,52.8,51.0,27.3,0.01,0,29.94,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,02:15,57.6,57.2,56.6,96.4,0.69,SE@6.2,13.5,54.0,52.9,51.1,27.1,0.01,0,29.94,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,02:30,57.5,57.1,56.6,96.7,0.71,SE@5.9,11.0,54.0,52.9,51.1,27.0,0.01,0,29.93,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,02:45,57.5,57.2,56.6,96.5,0.67,SE@6.8,16.0,54.1,53.0,51.2,26.8,0.0,0,29.93,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,03:00,57.5,57.1,56.5,96.3,0.58,SE@5.6,10.7,54.1,53.0,51.2,26.8,0.0,0,29.93,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,03:15,57.5,57.1,56.4,96.3,0.56,SE@6.2,11.0,54.1,53.0,51.2,26.6,0.0,0,29.93,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,03:30,57.7,57.4,56.6,95.9,0.52,SE@6.7,13.2,54.1,53.0,51.3,26.5,0.0,0,29.93,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,03:45,57.7,57.4,56.4,95.2,0.45,SE@7.1,16.0,54.2,53.0,51.3,26.4,0.0,0,29.92,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,04:00,57.7,57.4,56.2,94.4,0.37,SE@6.2,11.7,54.2,53.1,51.4,26.2,0.0,0,29.92,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,04:15,57.7,57.4,56.3,94.8,0.36,SE@6.5,12.8,54.2,53.1,51.4,26.2,0.0,0,29.92,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,04:30,57.8,57.4,56.4,95.0,0.41,SE@7.7,14.6,54.3,53.1,51.4,26.0,0.0,0,29.91,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,04:45,57.7,57.3,56.4,95.3,0.37,SE@6.7,14.6,54.3,53.1,51.5,25.9,0.0,0,29.91,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,05:00,57.6,57.2,56.3,95.6,0.48,SE@6.8,13.2,54.3,53.2,51.5,25.7,0.01,0,29.91,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,05:15,57.4,56.9,56.3,96.2,0.64,SE@6.8,13.2,54.4,53.2,51.5,25.7,0.02,0,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,05:30,57.2,56.8,56.3,96.8,0.66,SE@6.7,15.0,54.5,53.2,51.6,25.6,0.03,0,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,05:45,57.1,56.7,56.3,97.1,0.67,SE@7.0,11.7,54.5,53.3,51.6,25.5,0.02,0,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,06:00,57.1,56.7,56.3,97.2,0.68,SE@6.6,18.2,54.5,53.3,51.6,25.4,0.02,0,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,06:15,56.9,56.5,56.2,97.4,0.69,SE@6.2,13.5,54.6,53.4,51.7,25.5,0.02,0,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,06:30,56.9,56.5,56.2,97.6,0.69,SE@5.9,12.4,54.6,53.4,51.7,25.5,0.02,0,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,06:45,56.9,56.5,56.2,97.6,0.69,SE@5.1,13.9,54.6,53.4,51.8,25.6,0.03,0,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,07:00,56.9,56.5,56.2,97.6,0.69,SE@6.0,11.4,54.7,53.4,51.8,25.7,0.02,0,29.89,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,07:15,56.9,56.5,56.3,97.7,0.7,SE@5.8,11.4,54.7,53.5,51.8,25.7,0.01,0,29.89,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,07:30,56.8,56.4,56.3,97.9,0.7,SE@6.7,12.1,54.7,53.5,51.9,25.9,0.06,0,29.89,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,07:45,56.8,56.4,56.3,98.1,0.7,SE@6.4,15.0,54.7,53.5,51.9,26.0,0.03,1,29.89,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,08:00,56.8,56.4,56.4,98.2,0.7,SE@6.5,15.3,54.7,53.6,51.9,26.3,0.04,3,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,08:15,56.9,56.5,56.4,98.3,0.71,SE@7.0,14.6,54.8,53.6,52.0,26.5,0.02,6,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,08:30,56.9,56.5,56.4,98.3,0.71,SE@7.3,16.0,54.8,53.7,52.0,26.7,0.02,8,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,08:45,56.8,56.4,56.4,98.4,0.71,SE@6.7,14.2,54.8,53.7,52.1,26.8,0.02,10,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,09:00,56.8,56.4,56.4,98.4,0.71,SE@6.9,20.0,54.8,53.7,52.1,26.9,0.03,14,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,09:15,56.8,56.4,56.4,98.5,0.71,SE@7.0,15.3,54.9,53.8,52.1,27.0,0.0,18,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,09:30,56.9,56.5,56.5,98.6,0.71,SE@6.4,13.9,54.9,53.8,52.2,27.0,0.0,23,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,09:45,56.9,56.5,56.6,98.6,0.72,SE@7.0,17.8,54.9,53.9,52.2,26.9,0.01,24,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,10:00,57.0,56.6,56.6,98.6,0.72,SE@6.8,17.5,55.0,53.9,52.2,26.8,0.01,33,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,10:15,57.0,56.6,56.6,98.6,0.72,SE@6.7,17.1,55.0,54.0,52.3,26.8,0.0,29,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,10:30,56.9,56.5,56.6,98.7,0.72,S@5.7,11.0,55.1,54.0,52.3,26.7,0.01,20,29.91,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,10:45,56.9,56.5,56.6,98.8,0.72,SE@6.0,12.8,55.1,54.1,52.3,26.6,0.0,31,29.91,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,11:00,57.0,56.6,56.7,98.8,0.71,SE@6.1,10.7,55.2,54.1,52.4,26.5,0.02,41,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,11:15,57.1,56.6,56.8,98.8,0.72,SE@6.1,12.4,55.3,54.2,52.4,26.5,0.0,51,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,11:30,57.1,56.6,56.8,98.9,0.71,SE@6.2,12.8,55.4,54.3,52.5,26.4,0.03,50,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,11:45,57.1,56.6,56.8,98.9,0.71,SE@4.9,12.4,55.5,54.4,52.5,26.4,0.02,43,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,12:00,57.1,56.6,56.8,99.0,0.7,SE@6.2,15.7,55.6,54.5,52.5,26.4,0.03,46,29.89,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,12:15,57.1,56.7,56.9,99.1,0.71,SE@5.1,12.8,55.6,54.5,52.6,26.5,0.02,25,29.89,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,12:30,57.1,56.7,56.9,99.1,0.69,SE@4.3,9.9,55.7,54.6,52.6,26.6,0.06,25,29.89,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,12:45,57.1,56.7,56.9,99.1,0.69,SE@4.2,11.0,55.7,54.7,52.7,26.8,0.04,31,29.89,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,13:00,56.9,56.5,56.7,99.0,0.7,SE@3.7,8.9,55.8,54.7,52.7,27.0,0.02,46,29.89,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,13:15,56.5,56.1,56.2,99.0,0.7,S@3.3,7.8,55.8,54.8,52.8,27.1,0.02,48,29.89,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
2015-11-13,13:30,56.4,56.0,56.1,98.9,0.7,S@3.5,11.4,55.9,54.8,52.8,27.1,0.01,50,29.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2017-12-10 22:12:25.744315
