Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-10-31,00:15,37.1,27.1,66.8,0.0,0,30.24,NE,0.6,3.5,0.0,45.2,"Pogue.Flat, Okanogan County",330104,Pogue.Flat,2020-12-14 03:09:53.961345
2020-10-31,00:30,37.1,26.9,66.1,0.0,0,30.24,N,1.1,3.9,0.0,45.0,"Pogue.Flat, Okanogan County",330104,Pogue.Flat,2020-12-14 03:09:53.961345
2020-10-31,00:45,37.8,26.9,64.4,0.0,0,30.25,N,2.3,4.2,0.0,44.9,"Pogue.Flat, Okanogan County",330104,Pogue.Flat,2020-12-14 03:09:53.961345
2020-10-31,01:00,38.1,27.3,64.9,0.0,0,30.26,N,2.5,3.9,0.0,44.8,"Pogue.Flat, Okanogan County",330104,Pogue.Flat,2020-12-14 03:09:53.961345
2020-10-31,01:15,37.9,27.1,64.7,0.0,0,30.27,NW,2.6,5.3,0.0,44.6,"Pogue.Flat, Okanogan County",330104,Pogue.Flat,2020-12-14 03:09:53.961345
2020-10-31,01:30,35.0,26.6,70.9,0.0,0,30.28,N,1.6,2.8,0.0,44.5,"Pogue.Flat, Okanogan County",330104,Pogue.Flat,2020-12-14 03:09:53.961345
2020-10-31,01:45,35.7,27.2,70.8,0.0,0,30.3,N ,2.4,3.9,0.0,44.4,"Pogue.Flat, Okanogan County",330104,Pogue.Flat,2020-12-14 03:09:53.961345
2020-10-31,02:00,37.2,27.2,66.8,0.0,0,30.3,NE,2.8,5.7,0.0,44.3,"Pogue.Flat, Okanogan County",330104,Pogue.Flat,2020-12-14 03:09:53.961345
2020-10-31,02:15,35.7,26.7,69.4,0.0,0,30.31,N ,1.8,4.9,0.0,44.2,"Pogue.Flat, Okanogan County",330104,Pogue.Flat,2020-12-14 03:09:53.961345
2020-10-31,02:30,37.6,26.8,64.7,0.0,0,30.31,N ,2.7,4.6,0.0,44.1,"Pogue.Flat, Okanogan County",330104,Pogue.Flat,2020-12-14 03:09:53.961345
