Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2017-11-02,00:15,47.3,41.7,81.0,0.0,0,29.83,S,2.7,8.5,0.0,50.1,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,00:30,47.2,41.6,80.9,0.0,0,29.83,S,2.3,6.7,0.0,50.1,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,00:45,47.0,41.6,81.2,0.0,0,29.83,S,2.4,5.3,0.0,50.1,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,01:00,47.1,41.6,81.1,0.0,0,29.83,SE,2.7,5.7,0.0,50.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,01:15,46.8,41.4,81.2,0.0,0,29.82,SE,1.5,6.0,0.0,50.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,01:30,46.1,41.1,82.6,0.0,0,29.82,SE,1.7,4.6,0.0,50.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,01:45,46.0,40.9,82.4,0.0,0,29.82,SE,2.3,7.4,0.0,49.9,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,02:00,46.2,41.1,82.3,0.0,0,29.81,S,3.1,6.4,0.0,49.9,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,02:15,46.3,41.3,82.5,0.0,0,29.81,S,3.0,6.0,0.0,49.9,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,02:30,46.0,41.2,83.3,0.0,0,29.81,SE,2.4,4.6,0.0,49.8,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,02:45,45.9,41.3,83.9,0.0,0,29.82,S,1.9,4.6,0.0,49.8,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,03:00,46.0,41.7,84.7,0.0,0,29.81,S,2.4,5.3,0.0,49.8,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,03:15,46.6,42.1,84.1,0.0,0,29.8,SE,2.3,4.9,0.0,49.7,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,03:30,46.3,41.9,84.6,0.0,0,29.8,SE,2.4,6.0,0.0,49.7,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,03:45,46.5,42.2,85.0,0.0,0,29.8,SE,1.6,5.3,0.0,49.6,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,04:00,46.8,42.4,84.6,0.0,0,29.8,E,1.3,4.2,0.0,49.6,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,04:15,46.8,42.2,84.1,0.0,0,29.8,SE,1.4,4.2,0.0,49.6,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,04:30,46.9,42.0,82.8,0.0,0,29.79,SE,2.6,5.3,0.0,49.5,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,04:45,46.4,42.2,85.1,0.0,0,29.79,SE,2.6,7.8,0.0,49.5,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,05:00,46.2,42.4,86.4,0.0,0,29.79,SE,2.2,4.2,0.11,49.4,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,05:15,45.9,42.5,87.8,0.0,0,29.78,S,1.5,4.2,0.2,49.4,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
2017-11-02,05:30,45.9,42.6,88.1,0.0,0,29.78,SW,0.5,3.1,0.88,49.3,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 12:39:07.128972
