Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2020-01-30,23:15,35.6,31.8,86.1,0.0,W@1.4,4.2,0.15,0,36.0,37.3,6.8,30.15,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
2020-01-30,23:30,35.7,31.9,85.6,0.0,N @0.1,1.7,0.14,0,35.9,37.2,6.8,30.16,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
2020-01-30,23:45,35.6,31.9,86.2,0.0,N @1.7,3.9,0.13,0,35.8,37.2,6.8,30.16,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
2020-01-30,24:00,35.6,32.1,87.2,0.0,NW@0.6,2.8,0.13,0,35.8,37.1,6.8,30.14,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
2020-01-31,00:15,35.8,32.2,86.5,0.0,NW@2.6,3.9,0.13,0,35.8,37.1,6.8,30.13,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
2020-01-31,00:30,35.8,32.2,86.7,0.0,W@1.3,3.5,0.13,0,35.7,37.0,6.8,30.13,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
2020-01-31,00:45,35.9,32.2,86.3,0.0,SW@0.3,2.1,0.13,0,35.7,37.0,6.8,30.12,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
2020-01-31,01:00,35.9,32.1,86.1,0.0,N@1.1,3.5,0.13,0,35.7,36.9,6.8,30.11,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
2020-01-31,01:15,35.6,32.2,87.1,0.0,N@3.1,3.9,0.13,0,35.7,36.9,6.8,30.12,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
2020-01-31,01:30,35.9,32.1,86.0,0.0,N @4.1,6.0,0.13,0,35.7,36.8,6.8,30.12,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
2020-01-31,01:45,36.0,32.0,85.2,0.0,NE@3.4,5.7,0.13,0,35.7,36.8,6.8,30.12,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
2020-01-31,02:00,36.2,32.6,86.5,0.0,E@4.0,6.4,0.13,0,35.7,36.8,6.8,30.13,"Azwell, Azwell, Okanogan County",300218,Azwell,2020-06-02 12:39:50.029076
