Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-04-17,00:15,42.1,30.3,62.7,0.0,0,30.52,SW,1.1,2.3,0.0,54.5,-16.1,"Tonasket.S, Tonasket, Okanogan County",330157,Tonasket.S,2021-11-11 14:35:21.485612
2021-04-17,00:30,41.1,30.4,65.4,0.0,0,30.52,SW,1.3,2.4,0.0,54.3,-16.0,"Tonasket.S, Tonasket, Okanogan County",330157,Tonasket.S,2021-11-11 14:35:21.485612
2021-04-17,00:45,41.9,30.4,63.4,0.0,0,30.52,SW,1.3,2.2,0.0,54.2,-16.0,"Tonasket.S, Tonasket, Okanogan County",330157,Tonasket.S,2021-11-11 14:35:21.485612
2021-04-17,01:00,41.3,30.1,64.3,0.0,0,30.52,SW,1.5,2.6,0.0,54.0,-16.0,"Tonasket.S, Tonasket, Okanogan County",330157,Tonasket.S,2021-11-11 14:35:21.485612
2021-04-17,01:15,39.7,30.6,69.6,0.0,0,30.52,SW,1.0,1.8,0.0,53.9,-16.0,"Tonasket.S, Tonasket, Okanogan County",330157,Tonasket.S,2021-11-11 14:35:21.485612
2021-04-17,01:30,39.3,30.7,70.9,0.0,0,30.52,E,1.1,1.9,0.0,53.7,-16.0,"Tonasket.S, Tonasket, Okanogan County",330157,Tonasket.S,2021-11-11 14:35:21.485612
2021-04-17,01:45,39.4,30.5,70.3,0.0,0,30.52,SW,1.4,2.7,0.0,53.6,-16.0,"Tonasket.S, Tonasket, Okanogan County",330157,Tonasket.S,2021-11-11 14:35:21.485612
2021-04-17,02:00,38.6,30.6,72.5,0.0,0,30.53,W,1.2,2.5,0.0,53.4,-16.0,"Tonasket.S, Tonasket, Okanogan County",330157,Tonasket.S,2021-11-11 14:35:21.485612
2021-04-17,02:15,38.2,30.0,72.0,0.0,0,30.54,SW,1.1,2.1,0.0,53.3,-16.0,"Tonasket.S, Tonasket, Okanogan County",330157,Tonasket.S,2021-11-11 14:35:21.485612
2021-04-17,02:30,39.2,30.5,70.5,0.0,0,30.54,S,1.4,1.9,0.0,53.1,-16.0,"Tonasket.S, Tonasket, Okanogan County",330157,Tonasket.S,2021-11-11 14:35:21.485612
