Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2019-03-07,00:15,36.7,35.1,93.8,0.0,0,,S,2.1,6.4,,36.6,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,00:30,36.8,34.8,92.6,0.0,0,,S,2.3,5.7,,36.6,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,00:45,36.7,34.4,91.5,0.0,0,,S,3.2,6.4,,36.6,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,01:00,36.5,34.2,91.1,0.0,0,,S,3.4,7.4,,36.6,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,01:15,36.3,33.9,90.7,0.0,0,,S,2.5,6.0,,36.6,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,01:30,35.8,33.3,90.5,0.0,0,,S,2.8,5.7,,36.6,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,01:45,35.2,32.8,90.8,0.0,0,,S,1.0,5.3,,36.6,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,02:00,34.7,32.4,91.2,0.0,0,,SE,0.1,1.7,,36.7,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,02:15,34.4,32.3,91.7,0.0,0,,E,0.6,3.5,,36.7,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,02:30,34.3,32.4,92.4,0.0,0,,S,0.6,3.5,,36.7,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,02:45,33.7,31.8,92.8,0.0,0,,S,1.2,4.6,,36.7,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,03:00,33.5,31.7,92.9,0.0,0,,S,2.1,5.3,,36.7,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,03:15,33.5,31.6,92.8,0.0,0,,S,1.6,5.7,,36.7,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,03:30,33.3,31.4,92.8,0.0,0,,S,0.4,2.4,,36.7,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,03:45,32.1,30.4,93.2,0.0,0,,N ,0.0,0.0,,36.7,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,04:00,31.4,29.7,94.0,0.0,0,,N ,0.0,0.0,,36.7,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,04:15,31.6,30.2,95.1,0.0,0,,NE,0.3,2.1,,36.8,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,04:30,31.5,30.2,95.6,0.0,0,,E,0.1,2.1,,36.8,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,04:45,32.0,31.0,96.0,0.0,0,,SE,0.5,2.8,,36.8,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,05:00,32.2,31.3,96.3,0.0,0,,S,0.9,3.1,,36.8,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,05:15,32.3,31.4,96.4,0.0,0,,SE,0.0,1.4,,36.8,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,05:30,32.3,31.4,96.6,0.01,0,,N ,0.0,0.0,,36.8,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,05:45,32.3,31.5,96.7,0.0,0,,N ,0.0,0.0,,36.8,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,06:00,32.4,31.6,96.8,0.0,0,,S,0.0,1.4,,36.8,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
2019-03-07,06:15,32.3,31.6,97.0,0.0,0,,S,0.1,1.4,,36.8,,,"Woodinvill, Woodinville, King County",330026,Woodinvill,2020-12-15 18:21:05.899239
