Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
1994-10-27,00:15,50.4,48.3,92.4,0.0,0,N,4.6,,,,54.8,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,00:30,50.1,48.2,93.2,0.01,0,N,3.4,,,,54.7,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,00:45,49.8,48.0,93.3,0.02,0,N,3.8,,,,54.8,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,01:00,49.6,48.0,94.1,0.01,0,N,3.6,,,,54.8,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,01:15,49.5,48.0,94.3,0.01,0,N ,2.4,,,,54.7,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,01:30,49.5,48.2,95.2,0.01,0,N,2.6,,,,54.7,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,01:45,49.4,48.3,95.8,0.0,0,N,1.9,,,,54.7,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,02:00,49.4,48.4,96.3,0.01,0,N,0.9,,,,54.7,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,02:15,49.4,48.6,97.0,0.01,0,N,1.0,,,,54.7,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,02:30,49.4,48.8,97.5,0.01,0,N ,1.2,,,,54.7,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,02:45,49.4,48.8,97.7,0.0,0,N ,0.9,,,,54.6,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,03:00,49.5,49.0,98.2,0.01,0,N ,0.9,,,,54.7,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,03:15,49.6,49.1,98.4,0.0,0,N ,0.9,,,,54.6,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,03:30,49.6,49.3,98.8,0.01,0,E,0.9,,,,54.6,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,03:45,49.9,49.8,99.3,0.0,0,E,1.0,,,,54.6,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,04:00,49.9,49.7,99.5,0.0,0,E,0.9,,,,54.6,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,04:15,49.7,49.6,99.7,0.01,0,SE,1.1,,,,54.6,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,04:30,49.6,49.5,99.8,0.0,0,E,0.9,,,,54.6,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,04:45,49.4,49.4,99.9,0.0,0,NE,0.9,,,,54.5,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,05:00,49.4,49.4,100.0,0.0,0,NE,1.1,,,,54.5,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,05:15,49.5,49.5,100.0,0.01,0,NE,1.0,,,,54.5,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,05:30,49.5,49.5,100.0,0.01,0,NE,0.9,,,,54.5,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,05:45,49.5,49.5,100.0,0.01,0,E,1.0,,,,54.5,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,06:00,49.5,49.5,100.0,0.0,0,E,1.0,,,,54.4,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,06:15,49.5,49.5,100.0,0.01,0,NE,0.9,,,,54.4,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,06:30,49.4,49.4,100.0,0.01,0,N,1.0,,,,54.4,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,06:45,49.5,49.5,99.8,0.01,1,N ,1.0,,,,54.4,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,07:00,49.5,49.4,99.6,0.02,2,NE,0.9,,,,54.4,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,07:15,49.4,49.3,99.6,0.02,5,N ,0.9,,,,54.4,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,07:30,49.4,49.4,99.8,0.02,9,NE,0.9,,,,54.4,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,07:45,49.5,49.4,99.9,0.01,16,NE,0.9,,,,54.4,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,08:00,49.6,49.6,100.0,0.01,28,NE,0.9,,,,54.4,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,08:15,49.9,49.9,100.0,0.01,26,NE,0.9,,,,54.4,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,08:30,50.0,50.0,100.0,0.03,19,NE,0.9,,,,54.3,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,08:45,50.1,50.1,100.0,0.02,21,N ,0.9,,,,54.3,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
1994-10-27,09:00,50.0,50.0,100.0,0.01,21,SW,1.0,,,,54.3,"Sunside.N, Yakima County",310136,Sunside.N,2020-12-15 20:01:03.929464
