Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2008-08-08,00:15,67.4,,58.6,73.1,0.0,SW@3.0,5.7,84.2,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,00:30,68.1,,57.6,68.9,0.0,W@3.1,4.9,84.2,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,00:45,69.7,,56.6,63.1,0.0,SW@0.3,2.8,84.1,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,01:00,68.7,,56.9,65.7,0.0,SW@0.2,2.4,84.0,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,01:15,68.2,,56.7,66.6,0.0,S@1.2,3.9,84.0,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,01:30,67.9,,56.2,66.2,0.0,NE@3.2,3.9,83.9,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,01:45,67.7,,56.1,66.3,0.0,NE@3.5,4.6,83.8,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,02:00,64.8,,56.1,73.4,0.0,NE@4.9,6.0,83.7,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,02:15,64.6,,55.8,73.2,0.0,NE@4.2,4.9,83.7,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,02:30,63.7,,55.9,75.5,0.0,NE@4.4,5.3,83.6,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,02:45,65.4,,55.5,70.1,0.0,NE@3.7,4.6,83.5,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,03:00,65.8,,55.5,69.2,0.0,NE@2.7,4.2,83.4,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,03:15,64.0,,56.8,77.4,0.0,NE@2.7,4.2,83.4,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,03:30,63.6,,57.2,79.4,0.0,E@3.5,4.6,83.3,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,03:45,64.1,,57.9,80.2,0.0,SE@2.7,4.6,83.2,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,04:00,64.4,,57.0,76.8,0.0,SE@2.9,4.2,83.2,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,04:15,64.9,,57.0,75.6,0.0,S@2.7,4.2,83.1,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,04:30,66.5,,56.0,68.8,0.0,SW@0.8,3.5,83.0,0.0,0,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,04:45,66.4,,56.2,69.7,0.0,SW@0.4,4.2,82.9,0.0,1,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,05:00,64.9,,57.2,75.9,0.0,NE@3.6,4.9,82.9,0.0,4,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,05:15,63.9,,57.1,78.6,0.0,S@2.8,4.6,82.8,0.0,10,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,05:30,63.6,,58.3,82.6,0.01,E@2.9,3.9,82.7,0.0,13,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,05:45,63.4,,58.0,82.5,0.01,E@3.6,5.7,82.6,0.0,17,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
2008-08-08,06:00,65.1,,56.0,72.2,0.0,SE@3.4,4.6,82.6,0.0,38,"PK_McClenny, Franklin County",100172,PK_McClenny,2017-12-09 04:06:17.478193
