Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2015-11-10,00:15,31.9,32.7,31.6,99.2,0.08,N@0.0,0.0,49.6,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,00:30,30.9,31.5,30.4,99.2,0.03,N@0.0,0.0,49.6,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,00:45,30.9,31.6,30.4,99.2,0.03,N@0.0,0.0,49.5,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,01:00,30.8,31.5,30.3,99.2,0.02,N@0.0,0.0,49.5,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,01:15,30.8,31.6,30.3,99.2,0.03,N@0.0,0.0,49.4,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,01:30,30.8,31.5,30.4,99.2,0.02,N@0.0,0.0,49.4,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,01:45,31.0,31.7,30.6,99.2,0.03,N@0.0,0.0,49.4,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,02:00,31.0,31.6,30.5,99.2,0.03,N@0.0,0.0,49.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,02:15,30.4,31.1,29.9,99.2,0.02,N@0.0,0.0,49.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,02:30,30.3,31.0,29.7,99.2,0.02,N@0.0,0.0,49.2,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,02:45,30.3,31.0,29.7,99.2,0.02,N@0.0,0.0,49.2,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,03:00,30.0,30.8,29.4,99.2,0.02,N@0.0,0.0,49.1,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,03:15,29.4,30.0,28.7,99.2,0.02,N@0.0,0.0,49.1,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,03:30,29.4,29.9,28.7,99.2,0.02,N@0.0,0.0,49.0,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,03:45,29.5,30.2,28.9,99.2,0.02,N@0.0,0.0,49.0,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,04:00,30.0,30.7,29.4,99.2,0.02,N@0.0,0.0,48.9,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,04:15,29.4,30.1,28.8,99.2,0.02,N@0.0,0.0,48.9,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,04:30,29.7,30.4,29.1,99.2,0.02,N@0.0,0.0,48.8,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,04:45,29.3,30.0,28.6,99.2,0.02,N@0.0,0.0,48.8,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,05:00,29.7,30.4,29.1,99.2,0.02,N@0.0,0.0,48.8,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,05:15,29.2,29.8,28.5,99.2,0.02,N@0.0,0.0,48.7,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,05:30,29.2,29.8,28.5,99.2,0.02,N@0.0,0.0,48.6,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,05:45,29.4,30.0,28.7,99.2,0.03,N@0.0,0.0,48.6,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,06:00,29.8,30.5,29.2,99.2,0.04,N@0.0,0.0,48.6,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,06:15,30.7,31.4,30.1,99.2,0.06,NW@0.0,1.4,48.5,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,06:30,30.6,31.3,30.1,99.2,0.04,N@0.0,0.0,48.5,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,06:45,30.8,31.6,30.3,99.2,0.11,N@0.0,0.0,48.5,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,07:00,31.7,32.4,31.3,99.2,0.26,N@0.0,0.0,48.4,0.0,0,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,07:15,31.8,32.5,31.5,99.2,0.36,N@0.0,0.0,48.4,0.0,2,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,07:30,32.1,32.8,31.8,99.2,0.46,N@0.0,0.0,48.3,0.0,7,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
2015-11-10,07:45,32.4,33.2,32.2,99.2,0.66,NE@0.0,1.4,48.3,0.0,22,"Lynden, Whatcom County",330063,Lynden,2017-12-07 06:49:38.265573
