Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2018-09-22,00:15,56.6,60.2,56.5,99.5,0.68,SW@0.7,2.8,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,00:30,56.8,60.4,56.7,99.5,0.68,NW@0.1,2.1,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,00:45,57.4,61.1,57.3,99.5,0.68,SW@0.9,3.1,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,01:00,58.0,61.8,57.9,99.5,0.67,SW@0.9,5.3,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,01:15,59.1,62.8,59.0,99.4,0.68,S@2.7,8.5,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,01:30,60.0,63.8,59.8,99.4,0.69,S@4.7,7.8,60.3,0.01,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,01:45,60.0,63.9,59.9,99.4,0.65,S@3.8,7.1,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,02:00,60.1,64.2,60.0,99.4,0.62,SW@3.9,7.1,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,02:15,60.3,64.3,60.1,99.3,0.57,S@4.5,8.2,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,02:30,59.7,63.6,59.5,99.4,0.63,S@3.2,7.1,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,02:45,59.7,63.7,59.5,99.4,0.59,S@3.6,7.8,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,03:00,59.6,63.6,59.5,99.4,0.64,S@3.6,6.4,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,03:15,59.6,63.6,59.4,99.3,0.53,S@2.7,7.8,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,03:30,60.1,64.1,59.9,99.3,0.34,S@2.7,6.7,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,03:45,60.2,64.2,60.0,99.3,0.16,S@2.8,5.3,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,04:00,60.5,64.5,60.3,99.3,0.13,S@4.2,9.6,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,04:15,60.7,64.8,60.5,99.3,0.07,S@5.1,12.4,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,04:30,61.0,65.0,60.8,99.2,0.01,S@5.6,11.7,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,04:45,60.8,64.9,60.6,99.3,0.01,S@4.6,11.4,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,05:00,60.4,64.4,60.2,99.3,0.02,S@3.7,7.1,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,05:15,60.1,64.2,60.0,99.3,0.01,S@1.9,4.2,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,05:30,60.1,64.1,59.9,99.3,0.0,S@2.1,6.7,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,05:45,60.2,64.2,60.0,99.3,0.11,S@3.0,9.9,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,06:00,60.2,64.2,60.0,99.3,0.08,S@3.6,8.5,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,06:15,60.6,64.6,60.4,99.3,0.06,S@3.7,7.8,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,06:30,60.4,64.4,60.2,99.3,0.04,S@4.2,9.9,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,06:45,60.5,64.5,60.3,99.3,0.05,S@3.8,8.5,60.3,0.01,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,07:00,60.6,64.7,60.4,99.2,0.0,S@3.9,8.9,60.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,07:15,60.8,64.9,60.6,99.2,0.02,S@4.6,8.9,60.3,0.0,2,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,07:30,60.5,64.6,60.4,99.3,0.01,S@4.8,8.5,60.3,0.0,3,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,07:45,60.7,64.8,60.5,99.2,0.0,S@4.4,7.4,60.3,0.0,6,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,08:00,60.9,65.0,60.7,99.2,0.0,S@5.5,11.4,60.3,0.0,14,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,08:15,60.2,64.3,60.1,99.3,0.09,S@6.5,12.4,60.3,0.0,27,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,08:30,59.6,63.6,59.4,99.3,0.02,S@4.9,11.0,60.3,0.0,42,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,08:45,60.4,64.5,60.2,99.3,0.0,S@6.9,11.4,60.3,0.0,49,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,09:00,59.8,63.8,59.6,99.3,0.28,S@6.6,11.0,60.3,0.0,62,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,09:15,59.6,63.6,59.4,99.3,0.16,S@7.0,14.2,60.3,0.0,65,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,09:30,59.0,62.9,58.9,99.4,0.35,S@4.9,9.9,60.3,0.01,55,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,09:45,59.1,63.2,59.0,99.4,0.1,S@3.7,6.0,60.3,0.0,102,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,10:00,59.5,63.6,59.4,99.4,0.0,S@6.0,11.7,60.3,0.0,119,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,10:15,59.3,63.4,59.2,99.4,0.07,S@6.6,11.7,60.3,0.0,107,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,10:30,59.4,63.4,59.2,99.4,0.0,S@5.9,11.0,60.3,0.0,110,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,10:45,59.8,63.9,59.6,99.4,0.0,S@6.0,12.1,60.4,0.0,165,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,11:00,60.0,64.1,59.8,99.4,0.0,S@5.9,9.9,60.4,0.0,181,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,11:15,60.5,64.7,60.3,99.4,0.0,S@4.6,7.4,60.4,0.0,166,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,11:30,60.1,64.4,59.9,99.3,0.0,S@4.9,8.9,60.4,0.0,114,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,11:45,62.0,66.4,61.8,99.3,0.0,S@5.3,10.3,60.4,0.0,505,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,12:00,62.9,67.6,62.7,99.3,0.0,S@5.8,12.4,60.4,0.0,427,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,12:15,64.3,68.9,64.1,99.1,0.0,S@6.5,11.0,60.4,0.0,594,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,12:30,63.5,68.0,63.3,99.3,0.0,S@6.6,12.1,60.4,0.0,418,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,12:45,63.9,68.4,63.7,99.2,0.0,S@6.9,12.8,60.3,0.0,573,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,13:00,63.9,68.5,63.6,99.0,0.0,S@6.4,13.2,60.3,0.0,411,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,13:15,63.4,68.1,63.2,99.1,0.0,S@6.1,12.1,60.4,0.0,216,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,13:30,62.5,67.0,62.3,99.2,0.0,S@6.4,11.7,60.4,0.0,232,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,13:45,62.5,66.9,62.3,99.2,0.0,S@5.5,10.7,60.5,0.0,247,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,14:00,62.5,66.8,62.3,99.2,0.0,S@5.5,10.7,60.5,0.0,225,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,14:15,63.8,68.1,63.4,98.6,0.0,S@5.1,9.6,60.5,0.0,392,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,14:30,64.2,68.6,63.4,97.1,0.0,S@6.0,10.7,60.5,0.0,462,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,14:45,65.7,70.3,63.1,91.5,0.0,S@5.5,10.7,60.5,0.0,554,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,15:00,65.3,70.2,62.3,89.9,0.0,S@6.5,11.4,60.5,0.0,518,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,15:15,65.4,70.4,61.9,88.3,0.0,S@5.7,10.3,60.6,0.0,494,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,15:30,66.1,71.1,61.4,84.7,0.0,SW@5.3,9.2,60.6,0.0,486,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,15:45,65.9,70.9,61.4,85.4,0.0,S@6.0,9.6,60.6,0.0,499,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,16:00,65.8,70.8,61.7,86.5,0.0,S@5.2,8.2,60.7,0.0,426,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,16:15,66.0,71.0,61.2,84.5,0.0,S@5.0,9.9,60.7,0.0,366,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,16:30,65.5,70.5,60.9,85.0,0.0,S@5.1,8.9,60.8,0.0,371,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,16:45,65.0,70.0,60.8,86.0,0.0,S@5.1,8.9,60.8,0.0,280,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,17:00,64.1,69.1,61.2,90.0,0.0,S@4.3,7.8,60.9,0.0,145,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,17:15,63.8,68.5,61.1,90.9,0.0,S@5.3,8.5,61.0,0.0,163,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,17:30,62.9,67.4,61.1,93.8,0.0,S@4.9,7.8,61.0,0.0,84,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,17:45,62.5,66.9,61.1,95.3,0.0,S@4.4,8.2,61.1,0.0,88,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,18:00,62.4,66.8,61.1,95.3,0.0,S@4.3,7.4,61.1,0.0,65,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,18:15,62.2,66.5,61.1,96.3,0.0,SW@4.0,6.4,61.2,0.0,48,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,18:30,61.8,66.1,61.0,97.2,0.0,S@5.1,9.2,61.2,0.0,65,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,18:45,60.6,64.7,60.3,99.2,0.0,S@4.8,9.9,61.2,0.0,28,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,19:00,59.9,64.0,59.7,99.2,0.0,SW@4.5,9.6,61.2,0.0,10,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,19:15,59.2,63.2,59.1,99.3,0.01,SW@5.2,9.6,61.3,0.0,3,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,19:30,58.5,62.4,58.3,99.3,0.01,SW@5.0,7.8,61.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,19:45,57.4,61.2,57.2,99.4,0.01,SW@3.8,7.1,61.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,20:00,56.6,60.3,56.5,99.4,0.02,S@3.8,7.1,61.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,20:15,56.3,60.0,56.1,99.4,0.02,S@4.1,6.4,61.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,20:30,56.4,60.1,56.2,99.4,0.01,S@3.8,5.7,61.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,20:45,56.4,60.1,56.2,99.4,0.01,S@4.0,7.4,61.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
2018-09-22,21:00,56.4,60.1,56.3,99.3,0.01,S@4.0,6.0,61.3,0.0,0,"Lynden, Whatcom County",330063,Lynden,2019-06-25 23:26:49.867009
