Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2020-07-12,00:15,63.1,49.8,61.8,0.0,0,30.14,S,3.6,11.5,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,00:30,62.4,49.7,63.1,0.0,0,30.14,SW,3.4,7.4,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,00:45,62.4,49.7,63.2,0.0,0,30.14,SW,2.8,10.7,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,01:00,61.6,49.7,64.9,0.0,0,30.14,SW,2.5,8.8,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,01:15,59.9,49.7,68.9,0.0,0,30.14,N ,1.8,5.6,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,01:30,60.9,49.6,66.4,0.0,0,30.14,SW,2.1,6.5,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,01:45,60.0,49.9,69.3,0.0,0,30.14,NW,1.2,3.4,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,02:00,59.8,50.1,70.2,0.0,0,30.15,SW,1.1,3.2,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,02:15,59.1,50.4,72.8,0.0,0,30.15,N ,1.6,3.0,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,02:30,58.8,51.0,75.3,0.0,0,30.15,N ,1.3,3.8,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,02:45,58.4,51.1,76.6,0.0,0,30.14,N ,1.0,2.2,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,03:00,58.2,51.3,77.9,0.0,0,30.15,N ,1.5,3.2,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,03:15,58.1,51.1,77.4,0.0,0,30.15,N ,1.4,3.2,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,03:30,57.0,50.8,79.6,0.0,0,30.15,N,1.3,2.8,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,03:45,56.5,50.4,79.8,0.0,0,30.15,NW,1.3,3.6,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,04:00,55.6,50.3,82.2,0.0,0,30.15,NW,1.2,2.4,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,04:15,55.9,50.3,81.4,0.0,0,30.15,NW,1.3,4.8,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,04:30,56.7,50.3,79.0,0.0,0,30.15,NW,1.3,3.4,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,04:45,56.8,50.6,79.7,0.0,4,30.15,NW,1.6,4.3,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,05:00,59.9,50.7,71.5,0.0,11,30.15,SW,2.8,8.7,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,05:15,60.6,51.0,70.5,0.0,25,30.15,W,3.3,11.2,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,05:30,60.2,51.3,72.2,0.0,44,30.15,NE,2.0,4.3,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,05:45,58.4,52.3,80.1,0.0,60,30.15,NE,1.1,3.3,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
2020-07-12,06:00,58.1,52.6,81.8,0.0,71,30.16,N,1.1,2.3,"BearWallow*, Hood River, Hood River County",100005,BearWallow*,2020-12-17 11:06:41.725895
