Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 8 in. Soil Tmp °F, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-02-17,00:15,18.6,18.6,100.0,0.0,0,30.05,NE,1.4,2.7,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,00:30,18.9,17.2,100.0,0.0,0,30.05,N ,1.3,2.3,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,00:45,19.0,19.0,100.0,0.0,0,30.06,N ,1.4,2.7,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,01:00,19.3,19.3,100.0,0.0,0,30.06,N ,1.1,2.5,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,01:15,19.4,17.6,99.5,0.0,0,30.07,N ,0.7,1.4,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,01:30,19.6,17.8,99.4,0.0,0,30.07,E,0.5,1.0,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,01:45,19.5,17.7,99.7,0.0,0,30.07,S,1.1,2.0,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,02:00,19.2,19.2,100.0,0.0,0,30.08,N,0.5,1.0,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,02:15,19.2,19.2,100.0,0.0,0,30.08,NW,0.6,1.3,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,02:30,19.4,17.6,99.8,0.0,0,30.08,N,0.6,1.4,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,02:45,19.6,17.9,99.7,0.0,0,30.09,N,0.8,1.7,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,03:00,20.3,18.5,99.3,0.0,0,30.09,NW,1.3,2.7,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,03:15,20.5,18.8,99.7,0.0,0,30.09,W,1.2,2.6,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,03:30,20.4,20.4,100.0,0.0,0,30.09,W,1.5,2.7,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,03:45,20.3,20.3,100.0,0.0,0,30.09,W,1.1,2.1,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,04:00,20.4,20.4,100.0,0.0,0,30.09,S,0.6,1.4,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,04:15,20.7,19.1,99.9,0.0,0,30.1,NW,1.6,2.8,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,04:30,20.9,20.9,100.0,0.0,0,30.11,NW,3.1,5.5,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,04:45,21.0,21.0,100.0,0.0,0,30.12,N,3.3,5.4,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,05:00,20.8,20.8,100.0,0.0,0,30.13,NW,2.9,5.2,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
2021-02-17,05:15,20.6,20.6,100.0,0.0,0,30.13,N,2.9,4.9,33.3,-13.8,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:48:49.646552
