Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 8 in. Soil Tmp °F, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-05-01,00:15,48.3,36.3,63.0,0.0,0,30.0,S,3.4,6.0,58.1,-131.3,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,00:30,46.7,36.6,67.9,0.0,0,30.0,S,5.3,8.8,58.1,-131.5,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,00:45,46.7,36.8,68.1,0.0,0,29.99,S,5.3,7.8,57.9,-131.7,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,01:00,47.6,37.0,66.4,0.0,0,29.99,S,4.9,7.9,57.9,-132.0,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,01:15,47.9,37.3,66.4,0.0,0,29.99,S,6.6,10.9,57.9,-132.0,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,01:30,48.3,37.2,65.2,0.0,0,29.99,SW,6.4,10.3,57.7,-132.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,01:45,48.7,37.1,64.1,0.0,0,29.98,SW,7.2,10.4,57.7,-132.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,02:00,47.3,37.1,67.6,0.0,0,29.98,SW,5.5,11.5,57.7,-132.3,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,02:15,46.9,36.6,67.2,0.0,0,29.98,SW,6.9,12.0,57.6,-132.3,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,02:30,45.3,36.5,70.9,0.0,0,29.98,SW,3.2,7.2,57.6,-132.5,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,02:45,46.3,36.6,68.6,0.0,0,29.97,S,6.6,9.1,57.5,-132.5,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,03:00,45.8,37.2,71.6,0.0,0,29.97,S,5.6,8.8,57.4,-132.6,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,03:15,45.6,37.3,72.6,0.0,0,29.97,SW,6.2,9.8,57.4,-132.7,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
2021-05-01,03:30,45.4,37.5,73.6,0.0,0,29.97,SW,5.0,8.3,57.2,-132.7,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:50:20.352436
