Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-05-13,00:15,48.8,S@9.4,14.8,0.0,0,48.1,97.2,29.73,-157.6,60.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,00:30,49.2,S@10.2,17.1,0.0,0,47.4,93.4,29.73,-157.5,60.7,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,00:45,49.1,S@10.0,18.9,0.0,0,47.8,95.1,29.73,-157.5,60.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,01:00,49.1,S@10.7,18.9,0.0,0,48.0,95.9,29.73,-157.7,60.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,01:15,48.9,S@11.3,18.4,0.0,0,48.0,96.8,29.74,-157.6,60.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,01:30,48.5,S@11.4,19.1,0.0,0,47.7,97.0,29.74,-157.6,60.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,01:45,48.0,S@11.5,16.7,0.0,0,47.1,96.5,29.74,-157.6,60.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,02:00,47.7,S@11.6,19.8,0.0,0,46.3,95.1,29.75,-157.8,60.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,02:15,47.4,S@11.5,18.7,0.0,0,45.7,93.9,29.75,-157.5,60.2,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,02:30,47.3,S@11.5,19.1,0.0,0,45.3,92.8,29.75,-157.6,60.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,02:45,46.8,S@10.8,17.8,0.0,0,44.9,93.1,29.74,-157.6,60.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,03:00,46.6,SW@11.7,19.6,0.0,0,44.5,92.3,29.75,-157.6,59.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,03:15,47.3,SW@11.5,18.1,0.0,0,44.8,91.1,29.75,-157.8,59.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,03:30,47.5,SW@12.4,21.7,0.0,0,45.1,91.3,29.75,-157.7,59.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,03:45,47.3,SW@11.9,18.1,0.0,0,45.2,92.4,29.76,-157.8,59.7,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,04:00,47.1,SW@12.2,23.4,0.0,0,45.1,92.6,29.76,-157.8,59.7,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,04:15,46.9,SW@11.6,18.9,0.0,0,44.8,92.4,29.77,-157.6,59.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,04:30,46.9,SW@12.0,18.9,0.0,0,44.8,92.2,29.77,-157.8,59.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,04:45,46.8,SW@12.3,19.7,0.0,0,44.8,92.7,29.77,-157.8,59.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,05:00,46.6,S@12.4,18.4,0.0,0,44.8,93.4,29.78,-157.8,59.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,05:15,46.4,SW@12.3,19.1,0.0,0,44.8,94.1,29.78,-157.8,59.2,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,05:30,46.2,SW@12.0,21.1,0.0,3,44.8,94.7,29.78,-157.9,59.2,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,05:45,46.0,SW@12.1,18.5,0.0,9,44.7,95.0,29.78,-157.8,59.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,06:00,46.0,SW@11.5,18.5,0.0,26,44.6,94.7,29.78,-157.9,59.0,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,06:15,46.1,S@12.1,19.7,0.0,47,44.8,95.2,29.78,-157.8,59.0,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,06:30,46.3,SW@11.2,16.9,0.0,68,45.1,95.5,29.79,-157.8,58.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,06:45,46.1,SW@9.7,17.1,0.0,57,45.0,95.8,29.79,-158.0,58.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,07:00,46.3,SW@8.3,15.3,0.0,119,45.0,95.0,29.8,-158.1,58.7,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,07:15,48.0,S@10.3,18.1,0.0,214,46.6,94.9,29.79,-158.1,58.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,07:30,49.0,SW@12.3,18.1,0.0,248,47.1,93.2,29.79,-158.3,58.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,07:45,50.0,SW@13.3,20.2,0.0,300,47.3,90.4,29.8,-158.4,58.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,08:00,51.2,SW@13.6,20.6,0.0,369,47.5,87.3,29.8,-158.5,58.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,08:15,52.8,SW@13.8,21.1,0.0,416,47.6,82.7,29.8,-158.5,58.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,08:30,53.7,SW@15.1,26.0,0.0,457,47.3,78.8,29.8,-158.6,58.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,08:45,54.4,SW@14.6,25.9,0.0,489,46.5,74.7,29.8,-158.9,58.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,09:00,54.8,SW@15.9,26.8,0.0,464,46.3,73.1,29.81,-159.3,58.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,09:15,54.8,SW@16.0,25.6,0.0,549,45.6,71.1,29.81,-159.5,58.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,09:30,55.7,SW@16.5,23.6,0.0,622,45.6,68.7,29.81,-160.1,58.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,09:45,56.5,SW@16.5,24.2,0.0,673,45.6,66.7,29.81,-160.3,58.0,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,10:00,57.1,SW@16.8,25.5,0.0,662,45.0,64.0,29.81,-160.8,57.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,10:15,57.5,SW@16.0,27.6,0.0,668,45.5,64.3,29.82,-161.4,57.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,10:30,57.4,SW@17.5,25.6,0.0,761,45.2,63.5,29.82,-161.4,57.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,10:45,58.4,SW@16.4,27.8,0.0,793,45.3,61.7,29.82,-161.8,57.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,11:00,58.0,SW@16.3,28.8,0.0,662,45.1,61.9,29.83,-162.2,57.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,11:15,58.3,SW@16.1,24.1,0.0,725,44.4,59.7,29.83,-162.2,57.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,11:30,59.6,SW@15.7,22.4,0.0,813,44.4,57.0,29.83,-162.3,57.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,11:45,60.2,SW@14.9,22.7,0.0,747,44.0,54.9,29.83,-162.4,58.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,12:00,60.5,SW@14.2,25.3,0.0,705,43.4,53.1,29.83,-162.7,58.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,12:15,60.6,SW@14.3,21.8,0.0,624,43.2,52.8,29.83,-162.6,58.2,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,12:30,61.0,SW@17.0,28.5,0.0,918,43.4,52.4,29.82,-162.9,58.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,12:45,60.7,SW@17.9,28.0,0.0,844,43.2,52.3,29.82,-163.0,58.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,13:00,60.6,SW@17.0,27.8,0.0,776,42.2,50.7,29.82,-163.2,58.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,13:15,61.3,SW@13.9,23.8,0.0,785,42.2,49.2,29.82,-163.6,58.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,13:30,61.5,SW@14.7,23.3,0.0,646,41.8,48.2,29.82,-163.5,58.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,13:45,61.6,SW@15.8,24.3,0.0,690,41.7,47.9,29.82,-163.8,58.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,14:00,62.5,SW@14.9,24.3,0.0,733,41.7,46.4,29.82,-164.2,58.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,14:15,63.0,SW@14.7,22.8,0.0,721,41.2,44.7,29.81,-164.3,59.0,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,14:30,63.5,SW@14.9,27.0,0.0,699,41.3,44.1,29.81,-165.3,59.2,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,14:45,64.0,SW@15.6,25.9,0.0,832,41.1,43.0,29.81,-165.2,59.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,15:00,63.9,SW@15.1,25.9,0.0,761,40.6,42.3,29.81,-166.0,59.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,15:15,64.0,SW@14.9,24.8,0.0,749,40.2,41.5,29.81,-166.6,59.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,15:30,64.0,SW@14.5,23.6,0.0,773,40.1,41.3,29.81,-167.0,59.7,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,15:45,63.7,SW@14.9,26.2,0.0,647,39.4,40.7,29.81,-167.3,59.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,16:00,63.4,SW@13.7,23.9,0.0,453,38.9,40.3,29.81,-167.7,59.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,16:15,63.1,SW@12.1,24.1,0.0,479,38.1,39.6,29.81,-167.8,60.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,16:30,63.8,SW@11.5,20.9,0.0,482,38.8,39.6,29.81,-168.0,60.2,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,16:45,62.4,SW@12.7,27.6,0.0,316,38.1,40.5,29.81,-168.1,60.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,17:00,63.9,SW@12.9,22.4,0.0,498,38.4,38.8,29.81,-168.2,60.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,17:15,63.8,SW@12.8,21.2,0.0,474,38.4,38.9,29.81,-168.5,60.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,17:30,63.8,SW@14.0,21.9,0.0,426,37.3,37.4,29.81,-168.7,60.7,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,17:45,63.8,S@13.5,23.2,0.0,435,37.1,37.1,29.81,-169.0,60.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,18:00,63.5,SW@12.2,19.9,0.0,376,36.7,36.9,29.81,-169.2,60.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,18:15,63.4,SW@11.3,18.0,0.0,317,36.4,36.6,29.81,-169.2,61.0,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
2020-05-13,18:30,62.8,S@11.5,19.0,0.0,268,36.1,37.0,29.81,-169.4,61.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:51:16.337040
