Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 8 in. Soil Tmp °F, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-06-26,00:15,70.8,49.9,47.5,0.0,0.0,30.81,NE,1.9,3.3,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,00:30,71.8,50.3,46.6,0.0,0.0,30.81,E,2.5,3.0,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,00:45,70.4,50.2,48.7,0.0,0.0,30.81,NE,2.2,3.0,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,01:00,66.7,49.9,54.7,0.0,0.0,30.81,NE,2.0,3.0,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,01:15,66.6,49.2,53.5,0.0,0.0,30.82,N ,2.0,4.4,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,01:30,65.9,49.0,54.4,0.0,0.0,30.82,N ,3.8,5.7,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,01:45,65.4,48.8,55.0,0.0,0.0,30.82,N ,5.0,6.9,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,02:00,65.3,49.3,56.2,0.0,0.0,30.83,NE,2.8,4.1,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,02:15,64.8,49.7,57.9,0.0,0.0,30.83,N ,3.9,6.1,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,02:30,64.1,49.8,59.6,0.0,0.0,30.83,NE,2.9,5.3,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,02:45,64.2,49.8,59.5,0.0,0.0,30.84,N ,2.4,4.7,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,03:00,65.5,50.3,57.7,0.0,0.0,30.84,E,2.9,5.2,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,03:15,67.1,50.9,56.1,0.0,0.0,30.84,NE,4.8,7.9,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,03:30,67.3,51.1,56.2,0.0,0.0,30.85,E,4.8,9.3,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,03:45,67.0,51.2,56.7,0.0,0.0,30.85,E,4.4,11.5,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,04:00,67.8,51.5,55.8,0.0,2.0,30.85,NE,6.5,12.6,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,04:15,69.0,51.5,53.5,0.0,12.0,30.86,NE,6.0,12.6,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,04:30,65.7,51.6,60.3,0.0,33.0,30.86,N ,5.1,8.5,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
2021-06-26,04:45,67.4,51.5,56.6,0.0,58.0,30.87,NE,3.1,6.3,,,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:51:25.218315
