Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-01-26,23:15,31.8,SE@4.3,6.1,0.0,0,31.8,100.0,30.06,-11.1,38.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-26,23:30,31.8,E@4.0,5.5,0.0,0,31.6,99.8,30.06,-11.1,38.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-26,23:45,32.0,E@3.9,4.8,0.0,0,32.0,99.9,30.07,-11.1,38.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-26,24:00,32.1,E@4.4,5.3,0.0,0,32.0,99.8,30.06,-11.2,38.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,00:15,32.3,SE@3.9,4.8,0.0,0,32.3,100.0,30.07,-11.2,38.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,00:30,32.3,SE@4.5,6.0,0.0,0,32.3,100.0,30.07,-11.2,38.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,00:45,32.7,SE@5.0,7.9,0.0,0,32.7,100.0,30.07,-11.2,38.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,01:00,33.0,SE@4.3,6.3,0.0,0,33.0,100.0,30.07,-11.2,38.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,01:15,32.8,SE@3.4,5.2,0.0,0,32.8,100.0,30.07,-11.2,38.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,01:30,33.2,SE@3.6,4.7,0.0,0,33.2,99.9,30.07,-11.2,38.2,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,01:45,33.4,E@4.5,6.3,0.0,0,33.4,100.0,30.07,-11.2,38.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,02:00,33.8,SE@6.9,10.2,0.0,0,33.8,100.0,30.07,-11.2,38.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,02:15,34.3,E@7.0,9.6,0.0,0,34.3,99.8,30.07,-11.2,38.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,02:30,34.7,SE@6.2,8.4,0.0,0,34.6,99.8,30.06,-11.2,38.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,02:45,34.9,SE@6.2,9.2,0.0,0,34.9,100.0,30.07,-11.2,38.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,03:00,35.0,SE@6.4,8.3,0.0,0,35.0,100.0,30.07,-11.2,38.0,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,03:15,35.1,SE@6.5,9.3,0.0,0,35.1,99.8,30.07,-11.2,37.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,03:30,35.1,SE@6.9,8.7,0.0,0,35.1,99.9,30.07,-11.2,37.9,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,03:45,35.4,SE@5.6,9.5,0.0,0,35.4,100.0,30.07,-11.2,37.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,04:00,35.6,SE@5.1,7.7,0.0,0,35.6,99.9,30.07,-11.2,37.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,04:15,36.3,S@6.1,9.0,0.0,0,36.3,100.0,30.07,-11.2,37.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,04:30,36.8,SE@6.9,9.9,0.0,0,36.8,100.0,30.07,-11.2,37.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,04:45,36.6,S@6.5,10.3,0.0,0,36.6,100.0,30.07,-11.2,37.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,05:00,36.0,S@6.1,10.3,0.0,0,36.0,100.0,30.08,-11.2,37.8,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,05:15,35.7,S@7.0,11.5,0.0,0,35.7,100.0,30.08,-11.2,37.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,05:30,34.7,S@5.5,8.9,0.0,0,34.7,100.0,30.08,-11.2,37.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,05:45,34.4,S@5.3,9.1,0.0,0,34.4,100.0,30.08,-11.2,37.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,06:00,34.0,S@5.0,8.8,0.0,0,34.0,99.9,30.09,-11.2,37.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,06:15,33.7,SW@4.8,8.0,0.0,0,33.7,100.0,30.09,-11.2,37.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,06:30,33.6,SW@4.7,7.6,0.0,0,33.6,100.0,30.1,-11.2,37.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,06:45,33.5,S@5.0,7.9,0.0,0,33.5,100.0,30.1,-11.2,37.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,07:00,32.8,S@3.2,5.8,0.0,0,32.8,100.0,30.11,-11.2,37.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,07:15,32.5,S@3.0,5.5,0.0,0,32.5,100.0,30.11,-11.2,37.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
2020-01-27,07:30,32.7,SW@2.1,4.6,0.0,5,32.6,99.8,30.12,-11.2,37.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 20:21:21.305633
