Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-03-07,23:15,30.9,SE@7.5,9.6,0.0,0,30.1,97.6,29.89,-10.5,40.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-07,23:30,30.1,SE@8.7,11.6,0.0,0,30.1,100.0,29.89,-10.5,40.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-07,23:45,30.1,SE@7.9,10.9,0.0,0,29.5,99.1,29.89,-10.5,40.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-07,24:00,29.9,SE@7.0,9.1,0.0,0,29.4,99.6,29.89,-10.5,40.5,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,00:15,29.4,SE@7.4,10.0,0.0,0,28.9,99.9,29.89,-10.5,40.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,00:30,28.7,SE@7.6,10.6,0.0,0,28.0,99.6,29.9,-10.5,40.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,00:45,28.8,SE@6.8,9.6,0.0,0,27.9,98.8,29.91,-10.5,40.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,01:00,28.6,SE@6.1,8.2,0.0,0,28.0,99.7,29.91,-10.5,40.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,01:15,28.6,SE@6.3,8.5,0.0,0,28.0,99.9,29.91,-10.5,40.3,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,01:30,28.9,SE@6.8,9.4,0.0,0,28.2,99.4,29.92,-10.5,40.1,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,01:45,29.4,SE@6.9,9.0,0.0,0,28.9,99.8,29.92,-10.5,40.0,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,04:00,28.1,SE@5.3,7.3,0.0,0,28.1,100.0,29.93,-10.5,39.7,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,04:15,28.0,SE@5.1,7.2,0.0,0,28.0,100.0,29.93,-10.5,39.7,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,04:30,28.4,SE@4.8,6.5,0.0,0,28.4,100.0,29.93,-10.5,39.7,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,04:45,28.5,SE@5.6,7.7,0.0,0,27.9,99.9,29.94,-10.5,39.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,05:00,29.0,S@5.3,7.4,0.0,0,28.4,99.8,29.94,-10.5,39.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,05:15,29.7,SE@6.5,8.8,0.0,0,29.2,99.9,29.94,-10.5,39.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,05:30,29.8,S@5.8,8.6,0.0,0,29.8,100.0,29.95,-10.5,39.6,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,05:45,29.8,SE@4.8,7.9,0.0,0,29.8,100.0,29.95,-10.5,39.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,06:00,29.8,E@3.4,5.0,0.0,0,29.8,100.0,29.96,-10.5,39.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,06:15,28.9,E@4.6,5.7,0.0,0,28.9,100.0,29.95,-10.5,39.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,06:30,28.9,SE@5.1,7.4,0.0,0,28.9,100.0,29.95,-10.5,39.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
2020-03-08,06:45,28.4,SE@5.9,9.4,0.0,0,27.8,100.0,29.95,-10.5,39.4,"Teske, Teske, Adams County",100021,Teske,2020-06-01 21:50:10.511323
