Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 8 in. Soil Tmp °F, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-01-06,00:15,41.4,37.1,84.6,0.0,0,30.04,E,8.6,13.4,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,00:30,41.0,37.0,85.6,0.0,0,30.04,E,9.4,17.6,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,00:45,42.2,37.2,82.5,0.0,0,30.04,SE,10.8,18.3,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,01:00,41.9,36.9,82.1,0.0,0,30.04,E,8.9,13.3,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,01:15,41.5,36.8,83.0,0.0,0,30.04,E,9.2,13.1,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,01:30,41.0,36.5,83.6,0.0,0,30.03,E,8.3,13.4,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,01:45,41.3,36.4,82.6,0.0,0,30.04,E,9.2,19.1,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,02:00,42.3,36.5,79.7,0.0,0,30.02,SE,14.4,22.4,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,02:15,42.0,36.1,79.5,0.0,0,30.03,SE,12.5,17.9,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,02:30,42.0,36.1,79.5,0.0,0,30.03,SE,12.6,20.3,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,02:45,41.6,35.9,79.9,0.0,0,30.03,SE,12.2,18.8,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,03:00,41.4,35.4,79.2,0.0,0,30.03,E,11.1,17.6,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,03:15,41.3,35.2,78.7,0.0,0,30.02,SE,10.6,18.3,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,03:30,41.1,35.0,78.7,0.0,0,30.04,SE,8.3,12.7,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,03:45,41.6,35.1,77.4,0.0,0,30.04,SE,11.0,19.5,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,04:00,41.8,35.4,77.8,0.0,0,30.02,SE,13.3,21.0,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,04:15,41.7,35.4,78.0,0.0,0,30.03,SE,10.3,16.2,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,04:30,41.3,35.4,79.4,0.0,0,30.04,E,8.4,13.7,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,04:45,40.8,35.4,80.8,0.0,0,30.04,E,9.5,15.8,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,05:00,41.2,35.4,79.5,0.0,0,30.05,SE,9.8,17.3,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,05:15,41.5,35.4,78.9,0.0,0,30.05,SE,9.6,15.8,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,05:30,42.0,36.1,79.4,0.0,0,30.04,SE,11.9,21.9,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,05:45,43.4,37.0,78.0,0.0,0,30.03,SE,10.6,17.2,36.7,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,06:00,44.2,37.3,76.7,0.0,0,30.02,SE,12.8,21.0,36.8,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,06:15,47.8,37.5,67.2,0.0,0,30.02,S,16.8,31.3,36.8,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
2021-01-06,06:30,45.0,37.1,73.5,0.0,0,30.03,S,15.9,24.2,36.9,-11.2,"Teske, Teske, Adams County",100021,Teske,2021-11-11 14:47:52.017426
