Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2010-11-04,00:15,40.9,38.2,89.9,0.0,0,30.31,W,1.8,3.1,0.01,,48.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,00:30,41.2,38.0,88.2,0.0,0,30.31,W,1.2,3.1,0.01,,48.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,00:45,40.2,36.7,87.3,0.0,0,30.31,NE,0.3,2.8,0.01,,47.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,01:00,38.6,36.6,92.3,0.0,0,30.3,NE,0.2,2.1,0.01,,47.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,01:15,38.9,37.2,93.6,0.0,0,30.3,N ,0.0,0.0,0.02,,47.8,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,01:30,38.6,36.8,92.9,0.0,0,30.3,N ,0.0,0.0,0.02,,47.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,01:45,38.5,36.7,93.0,0.0,0,30.3,N ,0.0,0.0,0.03,,47.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,02:00,38.4,36.7,93.4,0.0,0,30.3,N ,0.0,0.0,0.03,,47.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,02:15,38.0,36.3,93.7,0.0,0,30.3,N ,0.0,0.0,0.04,,47.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,02:30,37.5,36.2,94.8,0.0,0,30.3,W,0.1,1.7,0.05,,47.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,02:45,37.5,36.5,96.0,0.0,0,30.3,S,0.0,1.4,0.05,,47.4,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,03:00,37.6,36.9,97.3,0.0,0,30.3,N ,0.0,0.0,0.07,,47.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,03:15,37.1,36.7,98.2,0.0,0,30.3,N ,0.0,0.0,0.08,,47.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,03:30,37.1,36.7,98.4,0.0,0,30.3,SW,0.0,1.4,0.09,,47.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,03:45,37.1,36.7,98.7,0.0,0,30.3,SW,0.4,1.7,0.11,,47.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,04:00,37.0,36.6,98.4,0.0,0,30.3,SW,0.0,1.7,0.12,,47.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,04:15,36.4,35.9,98.1,0.0,0,30.3,N ,0.0,0.0,0.14,,47.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,04:30,35.6,35.1,98.4,0.0,0,30.3,N ,0.3,2.1,0.17,,46.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,04:45,34.3,33.8,98.2,0.0,0,30.3,NE,1.4,3.1,0.19,,46.8,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,05:00,34.3,34.2,99.6,0.0,0,30.3,NE,0.6,2.8,0.22,,46.8,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,05:15,35.0,34.8,99.5,0.0,0,30.29,N ,0.0,0.0,0.27,,46.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,05:30,34.6,34.2,98.6,0.0,0,30.29,NE,1.0,3.5,0.3,,46.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,05:45,34.2,34.1,99.3,0.0,0,30.29,W,0.1,1.7,0.34,,46.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,06:00,34.1,33.7,98.5,0.0,0,30.3,N ,0.0,0.0,0.37,,46.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,06:15,33.6,33.2,98.5,0.0,0,30.3,E,0.3,2.4,0.42,,46.4,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,06:30,33.2,33.1,99.6,0.0,0,30.3,NE,0.8,2.4,0.47,,46.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,06:45,32.9,32.8,99.9,0.0,3,30.29,NE,1.2,3.1,0.51,,46.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,07:00,32.7,32.7,99.9,0.0,9,30.3,NW,0.1,1.7,0.54,,46.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,07:15,33.6,33.6,99.8,0.0,41,30.3,E,0.2,1.7,0.57,,46.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,07:30,34.3,34.2,99.6,0.0,78,30.3,N ,0.0,0.0,0.57,,46.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,07:45,38.2,37.2,96.3,0.0,113,30.3,SW,0.0,1.4,0.58,,46.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,08:00,38.4,36.6,93.0,0.0,100,30.3,W,0.0,1.4,0.58,,45.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,08:15,40.5,38.5,92.4,0.0,187,30.3,E,0.2,1.7,0.57,,45.8,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,08:30,42.7,39.0,86.7,0.0,220,30.3,W,1.4,3.9,0.49,,45.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,08:45,44.1,39.8,84.5,0.0,251,30.29,E,0.2,2.4,0.32,,45.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,09:00,47.6,40.6,76.3,0.0,286,30.29,SE,0.4,2.1,0.07,,45.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,09:15,47.5,40.7,77.0,0.0,318,30.29,W,1.3,3.1,0.0,,45.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,09:30,47.9,41.1,77.0,0.0,351,30.28,W,1.2,3.5,0.0,,45.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,09:45,48.4,41.4,76.5,0.0,380,30.28,W,2.5,4.6,0.0,,45.4,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,10:00,49.4,41.8,74.9,0.0,407,30.27,NW,2.4,4.6,0.0,,45.4,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,10:15,50.7,42.2,72.3,0.0,432,30.26,NE,2.6,5.3,0.0,,45.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,10:30,51.7,41.7,68.4,0.0,453,30.25,NE,2.5,4.2,0.0,,45.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,10:45,53.0,41.0,63.6,0.0,472,30.24,NE,2.2,4.6,0.0,,45.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,11:00,55.6,41.8,59.7,0.0,488,30.23,E,1.4,2.8,0.0,,45.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,11:15,56.5,41.0,55.9,0.0,430,30.23,W,1.2,3.1,0.0,,45.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,11:30,56.2,41.8,58.4,0.0,309,30.23,SW,0.5,2.1,0.0,,45.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,11:45,59.9,41.1,49.7,0.0,545,30.23,SE,1.2,3.5,0.0,,45.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,12:00,56.9,41.7,56.7,0.0,509,30.22,E,2.9,4.9,0.0,,45.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,12:15,57.8,40.9,53.2,0.0,500,30.21,NE,1.4,3.5,0.0,,45.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,12:30,60.6,40.1,46.6,0.0,479,30.21,W,1.4,3.1,0.0,,45.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,12:45,58.3,41.0,52.4,0.0,475,30.21,NE,1.8,2.8,0.0,,45.4,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,13:00,60.7,41.6,49.1,0.0,467,30.2,SE,2.6,5.3,0.0,,45.4,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,13:15,57.8,41.8,55.0,0.0,240,30.18,E,3.9,6.4,0.0,,45.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,13:30,58.5,42.8,55.8,0.0,440,30.15,E,5.2,7.8,0.0,,45.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,13:45,61.0,43.0,51.5,0.0,415,30.15,SE,3.4,6.7,0.0,,45.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,14:00,63.9,42.3,45.2,0.0,378,30.16,SE,1.9,4.2,0.0,,45.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,14:15,64.4,42.5,44.8,0.0,351,30.16,SE,2.1,5.3,0.0,,45.8,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,14:30,60.3,42.0,50.8,0.0,326,30.16,E,3.1,5.7,0.0,,45.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,14:45,59.9,42.0,51.5,0.0,306,30.15,E,3.5,5.7,0.0,,46.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,15:00,59.4,42.5,53.4,0.0,171,30.14,E,4.4,6.0,0.0,,46.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,15:15,58.6,42.7,55.4,0.0,93,30.13,E,2.7,4.9,0.0,,46.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,15:30,59.2,43.3,55.5,0.0,179,30.12,E,2.9,4.2,0.0,,46.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,15:45,60.2,42.9,52.7,0.0,155,30.11,SE,2.6,4.6,0.0,,46.4,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,16:00,59.6,42.2,52.4,0.0,62,30.11,SE,2.7,4.2,0.0,,46.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,16:15,57.2,42.1,57.0,0.0,22,30.11,SE,1.9,3.1,0.0,,46.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,16:30,55.3,42.2,61.3,0.0,19,30.1,E,2.9,4.6,0.0,,46.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,16:45,54.2,41.7,62.6,0.0,6,30.1,E,2.1,3.1,0.0,,46.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,17:00,53.7,41.6,63.3,0.0,1,30.1,E,1.2,2.8,0.0,,46.8,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,17:15,53.1,41.6,64.9,0.0,0,30.1,N ,0.0,0.0,0.0,,46.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
2010-11-04,17:30,52.3,41.9,67.4,0.0,0,30.1,NE,0.3,2.4,0.0,,47.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:39:34.761897
