Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2013-03-07,00:15,43.0,34.5,71.9,0.0,0,29.88,SW,7.6,10.3,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,00:30,43.9,34.0,67.8,0.0,0,29.88,SW,9.5,14.6,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,00:45,43.4,34.4,70.3,0.0,0,29.88,SW,8.8,12.1,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,01:00,42.0,34.7,75.1,0.0,0,29.89,SW,4.9,7.8,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,01:15,40.5,33.8,76.9,0.0,0,29.9,N ,2.2,3.5,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,01:30,39.5,33.9,80.1,0.0,0,29.91,E,2.7,4.2,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,01:45,39.4,33.5,79.1,0.0,0,29.92,NE,3.3,4.9,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,02:00,39.4,33.1,78.0,0.0,0,29.92,NE,2.5,5.7,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,02:15,42.1,32.1,67.4,0.0,0,29.92,W,4.1,11.0,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,02:30,40.3,32.0,72.0,0.0,0,29.92,W,4.2,5.7,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,02:45,40.2,32.1,72.6,0.0,0,29.92,NW,3.2,7.8,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,03:00,41.8,31.7,67.1,0.0,0,29.93,NW,3.2,6.0,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,03:15,41.1,31.1,67.3,0.0,0,29.93,NW,2.7,5.3,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,03:30,38.9,31.0,73.0,0.0,0,29.94,NE,1.2,3.1,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,03:45,35.6,30.8,82.3,0.0,0,29.94,E,3.9,6.7,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,04:00,37.2,31.5,79.8,0.0,0,29.95,NE,3.1,5.3,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,04:15,41.1,31.1,67.2,0.0,0,29.95,NW,2.8,6.7,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
2013-03-07,04:30,38.3,31.2,75.2,0.0,0,29.95,NE,4.7,7.1,0.0,,40.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:40:15.983442
