Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-10-29,00:15,30.4,27.2,88.8,0.0,0,30.13,SW,1.0,3.5,,40.1,45.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,00:30,30.4,27.2,89.1,0.0,0,30.13,NW,1.8,3.1,,39.9,45.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,00:45,30.7,26.6,85.7,0.0,0,30.12,W,1.5,4.2,,39.8,45.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,01:00,30.2,26.0,85.5,0.0,0,30.12,N ,2.0,3.5,,39.6,45.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,01:15,30.0,25.3,83.5,0.0,0,30.12,NW,1.5,3.5,,39.5,45.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,01:30,29.3,25.2,86.3,0.0,0,30.12,W,2.3,3.9,,39.3,45.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,01:45,28.7,24.6,86.5,0.0,0,30.12,W,2.4,4.2,,39.2,45.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,02:00,30.4,26.7,87.1,0.0,0,30.12,N,1.8,4.2,,39.1,45.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,02:15,28.9,24.9,86.6,0.0,0,30.12,NW,1.8,4.9,,38.9,45.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,02:30,28.8,24.5,85.8,0.0,0,30.12,W,1.4,4.6,,38.8,45.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,02:45,28.6,24.3,85.9,0.0,0,30.12,N,1.4,3.1,,38.7,45.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,03:00,27.8,23.9,87.3,0.0,0,30.12,S,0.4,2.1,,38.6,44.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,03:15,27.0,22.7,86.5,0.0,0,30.12,E,1.1,2.4,,38.4,44.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
2020-10-29,03:30,26.9,22.8,87.6,0.0,0,30.12,E,1.3,3.1,,38.3,44.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-15 19:42:20.263910
