Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2009-03-04,23:15,36.2,29.2,75.4,0.0,NE@2.1,3.5,0.0,0,,43.5,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-04,23:30,38.7,29.8,70.2,0.0,SW@3.1,11.0,0.0,0,,43.5,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-04,23:45,40.0,30.2,67.5,0.0,S@3.7,7.4,0.0,0,,43.5,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-04,24:00,39.7,30.2,68.5,0.0,W@2.9,6.0,0.0,0,,43.4,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,00:15,40.3,30.4,67.5,0.0,NW@3.5,6.7,0.0,0,,43.4,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,00:30,41.9,28.7,59.2,0.0,SW@7.7,14.6,0.0,0,,43.4,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,00:45,41.6,29.4,61.6,0.0,SW@8.0,12.1,0.0,0,,43.3,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,01:00,41.4,29.5,62.2,0.0,SW@8.4,12.1,0.0,0,,43.3,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,01:15,41.0,29.4,62.9,0.0,SW@6.2,10.7,0.0,0,,43.3,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,01:30,41.3,29.3,62.1,0.0,SW@5.0,7.8,0.0,0,,43.2,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,01:45,40.8,29.1,62.8,0.0,SW@5.2,9.6,0.0,0,,43.2,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,02:00,40.8,29.2,63.1,0.0,SW@1.7,4.9,0.0,0,,43.1,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,02:15,40.3,29.0,63.8,0.0,SW@1.5,3.9,0.0,0,,43.1,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,02:30,40.8,28.9,62.4,0.0,W@3.0,6.7,0.0,0,,43.1,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,02:45,40.8,29.5,63.7,0.0,SW@6.9,14.6,0.0,0,,43.0,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,03:00,41.3,29.9,63.6,0.0,SW@8.8,16.4,0.0,0,,43.0,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,03:15,41.6,29.9,62.8,0.0,SW@11.9,20.3,0.0,0,,43.0,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,03:30,41.7,29.8,62.3,0.0,SW@13.0,21.8,0.0,0,,42.9,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,03:45,41.7,29.7,62.1,0.0,SW@14.2,24.6,0.0,0,,42.9,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,04:00,42.0,29.5,60.9,0.0,SW@13.9,22.5,0.0,0,,42.9,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,04:15,40.9,30.5,66.3,0.0,SW@7.9,15.0,0.0,0,,42.8,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,04:30,40.0,30.7,69.0,0.0,SW@6.5,11.7,0.0,0,,42.8,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,04:45,39.6,30.7,70.3,0.0,SW@9.1,17.8,0.0,0,,42.8,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,05:00,40.8,30.2,65.5,0.0,SW@11.6,21.4,0.0,0,,42.8,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,05:15,41.1,30.2,64.9,0.0,SW@9.0,18.2,0.0,0,,42.7,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,05:30,39.2,30.9,71.8,0.0,SW@7.9,15.0,0.0,0,,42.7,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,05:45,39.0,31.0,72.9,0.0,SW@8.3,16.4,0.0,0,,42.7,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,06:00,39.5,30.7,70.5,0.0,SW@9.6,17.1,0.0,0,,42.6,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,06:15,40.2,30.4,67.7,0.0,SW@9.6,16.0,0.0,0,,42.6,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,06:30,40.0,30.7,69.1,0.0,SW@6.0,12.1,0.0,0,,42.6,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,06:45,40.9,29.8,64.4,0.0,SW@10.9,19.2,0.0,2,,42.6,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
2009-03-05,07:00,41.6,29.6,61.9,0.0,SW@13.6,20.3,0.0,9,,42.5,,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:29:28.461140
