Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2012-11-01,00:15,48.1,46.9,95.5,0.0,SE@2.5,4.2,0.76,0,,53.0,29.77,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,00:30,48.0,46.7,95.2,0.0,E@3.1,4.2,0.77,0,,53.0,29.77,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,00:45,47.2,46.2,96.4,0.0,E@1.6,3.5,0.78,0,,53.0,29.77,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,01:00,47.5,46.7,97.3,0.0,NE@3.1,4.6,0.79,0,,53.0,29.78,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,01:15,47.3,46.5,97.2,0.0,NE@4.3,6.4,0.79,0,,53.0,29.77,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,01:30,47.9,46.7,95.3,0.0,NE@4.6,6.4,0.81,0,,53.0,29.77,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,01:45,48.4,46.2,92.0,0.0,E@4.1,6.4,0.75,0,,52.9,29.77,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,02:00,48.3,45.9,91.4,0.0,E@3.3,5.3,0.55,0,,52.9,29.78,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,02:15,48.2,45.9,91.9,0.0,E@3.0,4.6,0.48,0,,52.9,29.77,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,02:30,48.1,46.2,93.1,0.0,S@2.3,4.9,0.45,0,,52.9,29.78,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,02:45,47.9,46.3,94.2,0.0,S@3.0,5.3,0.39,0,,52.9,29.78,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,03:00,47.6,46.3,95.1,0.0,SE@1.6,2.8,0.38,0,,52.9,29.79,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,03:15,47.5,46.3,95.4,0.0,E@2.5,4.2,0.35,0,,52.9,29.79,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,03:30,47.9,46.6,95.1,0.0,NE@3.1,5.3,0.25,0,,52.8,29.78,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,03:45,48.3,46.6,93.7,0.0,N @1.6,3.5,0.18,0,,52.8,29.79,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,04:00,48.5,46.5,92.6,0.0,NE@2.8,4.2,0.11,0,,52.8,29.79,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,04:15,48.8,46.8,92.7,0.0,NE@3.6,5.3,0.08,0,,52.8,29.79,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,04:30,48.9,46.8,92.2,0.0,NE@3.2,4.6,0.09,0,,52.8,29.79,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,04:45,48.5,46.6,93.0,0.0,E@4.0,5.3,0.14,0,,52.8,29.79,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,05:00,47.8,46.2,93.9,0.0,E@3.0,4.2,0.27,0,,52.8,29.79,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,05:15,47.1,45.8,95.2,0.0,SE@2.6,4.2,0.47,0,,52.7,29.8,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,05:30,47.1,45.9,95.5,0.0,NE@3.8,6.0,0.56,0,,52.7,29.8,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,05:45,47.2,45.8,95.0,0.0,E@4.2,6.0,0.6,0,,52.7,29.8,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,06:00,46.5,45.2,95.3,0.0,E@3.4,4.2,0.63,0,,52.7,29.81,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,06:15,45.7,44.7,96.3,0.0,SE@1.1,3.1,0.67,0,,52.7,29.81,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,06:30,45.6,44.8,97.1,0.0,N @1.5,4.6,0.71,0,,52.7,29.81,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,06:45,45.8,45.2,97.7,0.0,N @2.8,3.9,0.74,0,,52.7,29.81,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,07:00,46.4,45.7,97.3,0.0,NE@2.7,3.9,0.75,0,,52.7,29.81,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,07:15,46.2,45.4,96.9,0.0,E@2.5,3.5,0.76,0,,52.6,29.81,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,07:30,46.2,45.2,96.3,0.0,NE@3.3,4.2,0.77,0,,52.6,29.81,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,07:45,46.4,45.1,95.3,0.0,E@3.2,4.6,0.78,1,,52.6,29.81,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,08:00,45.9,44.6,95.1,0.0,E@1.9,3.1,0.78,13,,52.6,29.81,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,08:15,46.4,45.1,95.1,0.0,NE@1.9,3.1,0.78,15,,52.6,29.82,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,08:30,46.2,44.9,95.1,0.0,NE@2.3,3.5,0.78,17,,52.6,29.82,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,08:45,46.8,45.4,95.0,0.0,NE@2.0,5.3,0.78,22,,52.6,29.82,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,09:00,47.5,45.8,93.7,0.0,E@2.4,3.5,0.77,35,,52.5,29.83,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,09:15,48.0,46.0,92.8,0.0,E@2.3,4.2,0.71,50,,52.5,29.83,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,09:30,48.7,46.2,91.1,0.0,S@2.8,6.0,0.49,45,,52.5,29.83,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,09:45,49.0,46.5,91.0,0.0,S@2.9,6.7,0.3,39,,52.5,29.84,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,10:00,48.6,46.7,92.9,0.0,SW@4.0,6.0,0.23,48,,52.4,29.85,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,10:15,48.8,46.9,93.2,0.0,S@1.1,3.9,0.49,40,,52.4,29.84,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,10:30,49.1,47.4,93.8,0.0,E@2.9,4.2,0.72,50,,52.4,29.85,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,10:45,49.7,48.0,93.7,0.0,E@3.2,4.6,0.77,97,,52.4,29.85,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,11:00,51.7,47.5,85.4,0.0,SE@3.3,4.9,0.71,139,,52.4,29.85,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,11:15,53.7,47.6,79.7,0.0,SE@4.8,8.2,0.41,174,,52.3,29.85,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,11:30,54.7,48.0,77.9,0.0,SE@6.2,7.8,0.08,260,,52.3,29.85,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,11:45,54.3,48.8,81.6,0.0,SE@7.4,9.9,0.0,180,,52.3,29.85,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,12:00,54.1,48.4,80.9,0.0,SE@7.4,10.3,0.0,143,,52.3,29.85,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
2012-11-01,12:15,54.1,49.2,83.2,0.0,SE@7.0,9.2,0.0,177,,52.3,29.85,"Toppenish, Yakima County",310031,Toppenish,2020-06-01 02:30:11.949894
