Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2016-01-18,00:15,45.4,44.8,44.2,95.4,0.67,S@1.1,5.7,44.3,43.7,0.02,0,29.88,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,00:30,45.8,45.2,44.6,95.7,0.63,S@0.3,3.1,44.2,43.7,0.02,0,29.88,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,00:45,45.7,45.1,44.6,95.9,0.57,SW@0.2,2.8,44.2,43.7,0.01,0,29.88,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,01:00,45.8,45.2,44.8,96.3,0.58,SE@0.8,4.2,44.2,43.7,0.0,0,29.89,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,01:15,46.0,45.5,45.0,96.2,0.54,SW@1.6,5.3,44.2,43.7,0.01,0,29.89,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,01:30,46.1,45.6,44.9,95.6,0.55,S@1.8,6.4,44.2,43.8,0.0,0,29.89,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,01:45,46.2,45.6,44.9,95.4,0.55,S@1.9,5.7,44.2,43.8,0.0,0,29.9,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,02:00,46.2,45.7,45.0,95.4,0.59,S@1.6,5.3,44.1,43.8,0.0,0,29.9,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,02:15,46.1,45.6,45.0,95.6,0.6,S@1.7,6.0,44.1,43.8,0.01,0,29.9,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,02:30,46.1,45.6,44.9,95.5,0.61,S@3.3,11.7,44.1,43.8,0.0,0,29.91,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,02:45,46.3,45.8,45.0,95.1,0.62,S@2.7,7.4,44.1,43.8,0.0,0,29.91,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,03:00,46.2,45.7,44.9,95.0,0.67,S@3.3,9.6,44.1,43.8,0.0,0,29.91,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,03:15,46.2,45.7,44.8,94.7,0.63,S@3.0,9.9,44.1,43.8,0.0,0,29.91,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,03:30,46.2,45.7,44.6,93.9,0.59,S@3.8,9.2,44.1,43.8,0.0,0,29.92,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,03:45,46.0,45.4,44.3,93.9,0.6,S@2.5,9.2,44.1,43.8,0.0,0,29.92,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,04:00,45.9,45.3,44.3,94.1,0.6,S@2.7,7.8,44.0,43.8,0.0,0,29.93,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
2016-01-18,04:15,46.0,45.5,44.1,93.2,0.6,S@3.6,9.6,44.0,43.8,0.0,0,29.93,"Poulsbo South, Poulsbo, Kitsap County",355001,Poulsbo South,2017-12-08 15:36:59.475599
