Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-12-18,23:15,46.8,46.7,99.6,0.0,0,29.96,W,1.9,4.9,0.68,45.7,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-18,23:30,46.8,46.7,99.6,0.0,0,29.98,S,1.5,3.5,0.69,45.7,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-18,23:45,46.8,46.8,99.7,0.0,0,29.99,SE,1.6,2.8,0.71,45.7,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-18,24:00,46.6,46.6,100.0,0.0,0,30.01,NE,1.6,3.1,0.77,45.7,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,00:15,46.5,46.5,100.0,0.01,0,30.02,E,1.9,3.1,0.75,45.7,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,00:30,46.6,46.6,100.0,0.0,0,30.03,E,2.1,3.5,0.73,45.7,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,00:45,46.8,46.8,100.0,0.01,0,30.04,E,1.5,3.5,0.72,45.7,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,01:00,46.9,46.9,100.0,0.0,0,30.05,SW,1.3,2.8,0.71,45.7,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,01:15,46.8,46.8,100.0,0.01,0,30.05,SE,1.3,3.5,0.7,45.8,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,01:30,46.8,46.8,100.0,0.0,0,30.07,SW,1.8,4.2,0.7,45.8,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,01:45,46.8,46.8,100.0,0.01,0,30.08,SW,1.3,2.8,0.7,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,02:00,46.8,46.8,100.0,0.02,0,30.1,NE,1.2,2.8,0.71,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,02:15,46.9,46.9,100.0,0.01,0,30.11,NE,0.7,2.4,0.69,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,02:30,46.8,46.8,100.0,0.01,0,30.12,NE,0.9,2.4,0.7,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,02:45,46.7,46.7,100.0,0.0,0,30.13,SE,1.6,4.2,0.69,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,03:00,46.6,46.6,100.0,0.0,0,30.13,SW,1.1,2.4,0.68,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,03:15,46.5,46.5,100.0,0.0,0,30.13,SW,1.6,4.2,0.67,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,03:30,46.1,46.1,100.0,0.0,0,30.13,SW,2.1,5.3,0.66,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,03:45,45.6,45.6,100.0,0.0,0,30.14,SW,1.9,4.6,0.65,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,04:00,45.3,45.3,100.0,0.0,0,30.14,SW,1.6,4.9,0.65,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,04:15,45.0,44.6,98.2,0.0,0,30.15,SW,2.9,4.9,0.65,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,04:30,44.8,44.0,97.1,0.0,0,30.16,SW,2.1,4.9,0.66,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,04:45,44.6,43.8,97.2,0.0,0,30.17,NW,1.2,3.9,0.66,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,05:00,44.1,43.6,97.9,0.0,0,30.18,W,1.2,2.8,0.67,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,05:15,44.0,43.6,98.4,0.0,0,30.19,SW,1.1,3.5,0.68,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,05:30,44.2,43.7,98.1,0.0,0,30.2,SW,1.3,3.9,0.68,45.8,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,05:45,44.1,43.5,97.8,0.0,0,30.21,SE,1.2,2.4,0.68,45.7,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,06:00,44.0,43.3,97.5,0.0,0,30.22,SW,1.8,3.9,0.69,45.7,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,06:15,43.8,43.2,97.6,0.0,0,30.22,SW,1.7,3.9,0.69,45.6,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,06:30,43.9,43.2,97.4,0.0,0,30.22,S,1.9,3.9,0.7,45.6,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,06:45,44.1,43.4,97.2,0.0,0,30.23,SW,2.0,6.0,0.7,45.5,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,07:00,44.5,43.2,95.1,0.0,0,30.23,S,2.4,5.7,0.71,45.5,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,07:15,44.6,43.2,95.0,0.0,0,30.22,SW,2.3,5.3,0.71,45.4,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,07:30,44.7,43.2,94.6,0.0,0,30.22,SW,2.2,8.9,0.72,45.4,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,07:45,44.6,43.2,94.9,0.0,0,30.21,S,1.5,3.1,0.73,45.3,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,08:00,44.7,43.2,94.4,0.0,0,30.21,SW,2.4,4.6,0.73,45.3,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,08:15,44.9,43.1,93.4,0.0,4,30.2,SW,2.5,6.4,0.74,45.3,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,08:30,45.0,42.8,91.7,0.0,9,30.2,S,2.8,7.8,0.74,45.2,46.2,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,08:45,44.9,42.7,91.9,0.0,12,30.19,S,2.3,6.4,0.74,45.2,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,09:00,44.9,42.9,92.6,0.0,22,30.19,S,3.1,6.0,0.72,45.1,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,09:15,44.8,43.0,93.3,0.0,25,30.19,S,2.9,7.4,0.7,45.1,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
2020-12-19,09:30,45.3,43.4,92.8,0.0,46,30.18,S,3.5,9.6,0.67,45.1,46.1,"Poulsbo.S, Poulsbo, Kitsap County",355001,Poulsbo.S,2021-04-15 13:31:47.748972
