Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-02-10,23:15,30.3,29.6,29.1,96.5,0.0,NE@1.7,3.1,36.2,37.9,0.0,0,29.62,"Poulsbo.S (Poulsbo South), Poulsbo, Kitsap County",355001,Poulsbo.S,2019-06-25 05:29:15.031284
2019-02-10,23:30,30.3,29.6,29.0,96.4,0.0,E@2.2,4.6,36.2,37.9,0.0,0,29.62,"Poulsbo.S (Poulsbo South), Poulsbo, Kitsap County",355001,Poulsbo.S,2019-06-25 05:29:15.031284
2019-02-10,23:45,29.7,29.0,28.3,96.2,0.0,N@2.3,6.0,36.2,37.9,0.0,0,29.63,"Poulsbo.S (Poulsbo South), Poulsbo, Kitsap County",355001,Poulsbo.S,2019-06-25 05:29:15.031284
2019-02-10,24:00,28.8,28.2,27.3,96.0,0.0,NE@0.6,3.1,36.2,37.9,0.0,0,29.64,"Poulsbo.S (Poulsbo South), Poulsbo, Kitsap County",355001,Poulsbo.S,2019-06-25 05:29:15.031284
2019-02-11,00:15,28.7,28.0,27.0,95.7,0.0,N@0.7,3.9,36.2,37.9,0.0,0,29.64,"Poulsbo.S (Poulsbo South), Poulsbo, Kitsap County",355001,Poulsbo.S,2019-06-25 05:29:15.031284
2019-02-11,00:30,28.6,28.0,26.9,95.4,0.0,NW@1.3,4.9,36.2,37.9,0.0,0,29.65,"Poulsbo.S (Poulsbo South), Poulsbo, Kitsap County",355001,Poulsbo.S,2019-06-25 05:29:15.031284
2019-02-11,00:45,28.6,28.0,26.8,95.2,0.0,N@0.6,3.1,36.2,37.9,0.0,0,29.66,"Poulsbo.S (Poulsbo South), Poulsbo, Kitsap County",355001,Poulsbo.S,2019-06-25 05:29:15.031284
2019-02-11,01:00,28.7,28.2,26.9,94.8,0.0,N@1.2,3.5,36.2,37.9,0.0,0,29.67,"Poulsbo.S (Poulsbo South), Poulsbo, Kitsap County",355001,Poulsbo.S,2019-06-25 05:29:15.031284
2019-02-11,01:15,28.7,28.1,26.7,94.4,0.0,NW@0.9,3.5,36.2,37.9,0.0,0,29.67,"Poulsbo.S (Poulsbo South), Poulsbo, Kitsap County",355001,Poulsbo.S,2019-06-25 05:29:15.031284
2019-02-11,01:30,28.6,28.0,26.5,94.2,0.0,NW@1.4,6.4,36.2,37.9,0.0,0,29.69,"Poulsbo.S (Poulsbo South), Poulsbo, Kitsap County",355001,Poulsbo.S,2019-06-25 05:29:15.031284
