Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2017-06-02,00:15,57.1,W@0.5,4.6,0.0,0,50.0,77.0,,,0.0,68.2,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,00:30,57.0,W@0.1,4.9,0.0,0,49.1,74.6,,,0.0,68.1,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,00:45,56.9,SW@1.3,9.2,0.0,0,47.8,71.7,,,0.0,68.0,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,01:00,56.7,SW@3.4,8.9,0.0,0,47.8,72.1,,,0.0,67.9,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,01:15,56.4,SW@1.7,7.1,0.0,0,47.8,72.7,,,0.0,67.8,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,01:30,56.2,SW@2.2,7.8,0.0,0,47.8,73.3,,,0.0,67.7,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,01:45,56.1,SW@1.1,5.3,0.0,0,47.9,73.8,,,0.0,67.6,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,02:00,56.1,SW@0.8,6.4,0.0,0,48.0,74.3,,,0.0,67.5,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,02:15,56.0,SW@1.0,6.4,0.0,0,48.1,74.8,,,0.0,67.4,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,02:30,55.8,N @0.0,0.0,0.0,0,48.1,75.2,,,0.0,67.3,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,02:45,55.7,N @0.0,0.0,0.0,0,48.3,76.0,,,0.0,67.2,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,03:00,55.7,N @0.0,0.0,0.0,0,48.6,77.0,,,0.0,67.1,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,03:15,55.6,N @0.0,0.0,0.0,0,48.7,77.4,,,0.0,67.1,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,03:30,55.6,N @0.0,0.0,0.0,0,48.9,78.0,,,0.0,67.0,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,03:45,55.6,N @0.0,0.0,0.0,0,49.1,78.8,,,0.0,66.9,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,04:00,55.5,SW@0.7,4.9,0.0,0,49.3,79.7,,,0.0,66.8,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,04:15,55.4,SW@0.0,2.8,0.0,0,49.8,81.3,,,0.0,66.7,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,04:30,55.4,N @0.0,0.0,0.0,0,49.9,81.7,,,0.0,66.6,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,04:45,55.6,N @0.0,0.0,0.0,0,49.8,80.9,,,0.0,66.5,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,05:00,55.7,N @0.0,0.0,0.0,0,49.6,79.9,,,0.0,66.5,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,05:15,55.7,N @0.0,0.0,0.0,0,49.5,79.5,,,0.0,66.4,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,05:30,55.7,N @0.0,0.0,0.0,1,49.6,79.8,,,0.0,66.3,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,05:45,55.7,N @0.0,0.0,0.0,4,49.6,79.6,,,0.0,66.2,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,06:00,55.8,N @0.0,0.0,0.0,6,49.5,79.3,,,0.0,66.2,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,06:15,55.9,N @0.0,0.0,0.0,15,49.5,79.0,,,0.0,66.1,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,06:30,56.2,N @0.0,0.0,0.0,30,49.3,77.7,,,0.0,66.0,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,06:45,56.2,S@0.3,4.9,0.0,45,49.1,76.8,,,0.0,66.0,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,07:00,56.6,S@0.4,6.0,0.0,78,49.2,76.3,,,0.0,65.9,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,07:15,56.9,SW@0.5,5.3,0.0,101,49.2,75.3,,,0.0,65.8,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,07:30,57.4,SW@0.7,7.1,0.0,213,48.8,72.9,,,0.0,65.8,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,07:45,58.5,SW@0.3,5.7,0.0,304,49.2,71.2,,,0.0,65.7,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,08:00,58.7,SW@3.0,8.9,0.0,330,49.3,70.7,,,0.0,65.7,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,08:15,59.1,SW@2.0,6.4,0.0,383,49.9,71.3,,,0.0,65.6,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,08:30,60.2,SW@1.7,6.7,0.0,427,50.4,70.1,,,0.0,65.6,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,08:45,60.5,SW@2.1,8.2,0.0,476,50.4,69.3,,,0.0,65.6,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,09:00,61.0,SW@4.6,9.6,0.0,493,50.3,67.7,,,0.0,65.6,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,09:15,61.4,SW@4.8,9.9,0.0,573,50.4,67.0,,,0.0,65.6,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,09:30,62.2,SW@3.1,9.6,0.0,607,50.4,65.4,,,0.0,65.6,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,09:45,62.5,SW@5.3,9.9,0.0,650,50.5,64.8,,,0.0,65.6,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,10:00,63.0,SW@3.8,8.9,0.0,713,50.7,64.1,,,0.0,65.6,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,10:15,64.0,W@4.1,9.6,0.0,755,51.1,62.6,,,0.0,65.7,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,10:30,64.4,W@1.7,7.4,0.0,526,51.2,62.2,,,0.0,65.8,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,10:45,63.3,SW@0.9,6.0,0.0,357,51.0,64.1,,,0.0,65.9,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,11:00,64.0,NW@0.8,6.0,0.0,522,51.0,62.5,,,0.0,66.0,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,11:15,64.3,SW@0.2,4.9,0.0,498,51.1,62.1,,,0.0,66.2,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,11:30,65.6,SW@0.0,1.4,0.0,785,51.3,59.8,,,0.0,66.3,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,11:45,66.2,SW@1.6,6.7,0.0,867,51.2,58.4,,,0.0,66.4,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,12:00,67.1,SW@1.4,8.5,0.0,953,51.3,56.8,,,0.0,66.5,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
2017-06-02,12:15,67.8,W@3.0,8.9,0.0,820,51.5,55.9,,,0.0,66.6,"Silverton*, Marion County",100053,Silverton*,2020-06-03 11:20:58.593218
