Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2012-10-20,00:15,53.7,NE@0.4,,0.02,0,52.7,96.3,,,1.0,57.6,"Silverton*, Marion County",100053,Silverton*,2020-06-02 12:00:22.082032
2012-10-20,00:30,53.1,NE@0.4,,0.0,0,52.3,96.9,,,1.0,57.5,"Silverton*, Marion County",100053,Silverton*,2020-06-02 12:00:22.082032
2012-10-20,00:45,52.6,NE@0.4,,0.0,0,51.9,97.2,,,1.0,57.5,"Silverton*, Marion County",100053,Silverton*,2020-06-02 12:00:22.082032
2012-10-20,01:00,52.2,NE@0.4,,0.01,0,51.3,96.7,,,1.0,57.5,"Silverton*, Marion County",100053,Silverton*,2020-06-02 12:00:22.082032
2012-10-20,01:15,51.7,NE@0.4,,0.0,0,50.7,96.2,,,1.0,57.5,"Silverton*, Marion County",100053,Silverton*,2020-06-02 12:00:22.082032
2012-10-20,01:30,51.6,NE@0.4,,0.0,0,50.3,95.3,,,1.0,57.4,"Silverton*, Marion County",100053,Silverton*,2020-06-02 12:00:22.082032
2012-10-20,01:45,51.2,NE@0.4,,0.0,0,50.1,95.7,,,1.0,57.4,"Silverton*, Marion County",100053,Silverton*,2020-06-02 12:00:22.082032
2012-10-20,02:00,51.1,NE@0.4,,0.0,0,49.9,95.5,,,1.0,57.3,"Silverton*, Marion County",100053,Silverton*,2020-06-02 12:00:22.082032
2012-10-20,02:15,51.2,NE@0.4,,0.0,0,50.6,97.7,,,1.0,57.3,"Silverton*, Marion County",100053,Silverton*,2020-06-02 12:00:22.082032
2012-10-20,02:30,51.0,NE@0.4,,0.0,0,50.9,99.6,,,1.0,57.2,"Silverton*, Marion County",100053,Silverton*,2020-06-02 12:00:22.082032
