Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2014-10-30,00:15,49.7,SE@0.2,2.4,0.0,0,47.4,91.8,,,0.0,52.4,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,00:30,49.5,SW@0.4,2.8,0.0,0,47.4,92.4,,,0.0,52.3,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,00:45,49.5,S@0.4,2.4,0.0,0,47.4,92.6,,,0.0,52.3,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,01:00,49.5,N @0.0,0.0,0.0,0,47.4,92.3,,,0.0,52.3,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,01:15,49.5,SE@0.0,1.4,0.0,0,47.5,92.8,,,0.0,52.3,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,01:30,49.2,S@0.2,2.4,0.0,0,47.6,94.2,,,0.0,52.2,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,01:45,49.4,N @0.0,0.0,0.0,0,47.8,93.9,,,0.0,52.2,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,02:00,49.2,N @0.0,0.0,0.0,0,47.8,94.8,,,0.06,52.2,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,02:15,49.1,S@0.4,2.4,0.0,0,48.0,96.1,,,0.2,52.2,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,02:30,49.1,S@1.0,2.1,0.0,0,48.2,96.6,,,0.33,52.2,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,02:45,49.0,S@1.5,2.1,0.0,0,48.4,97.5,,,0.4,52.2,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,03:00,49.1,S@1.4,2.8,0.0,0,48.5,97.8,,,0.44,52.1,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,03:15,49.2,S@0.5,2.8,0.0,0,48.5,97.5,,,0.49,52.1,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,03:30,49.1,S@0.7,2.1,0.0,0,48.5,97.9,,,0.51,52.1,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,03:45,49.1,SW@0.5,2.1,0.0,0,48.6,98.4,,,0.58,52.1,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,04:00,49.1,W@0.3,2.1,0.0,0,48.9,99.1,,,0.7,52.1,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,04:15,49.1,W@0.9,2.1,0.0,0,48.9,99.2,,,0.75,52.1,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,04:30,49.0,NW@3.0,4.2,0.0,0,48.9,99.7,,,0.76,52.1,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,04:45,48.9,NW@1.7,3.9,0.0,0,48.9,100.0,,,0.77,52.1,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,05:00,49.0,NW@0.0,1.4,0.0,0,49.0,100.0,,,0.77,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,05:15,49.0,SE@0.0,1.4,0.0,0,49.0,100.0,,,0.78,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,05:30,48.9,S@0.6,1.7,0.0,0,48.9,100.0,,,0.78,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,05:45,48.8,S@0.4,2.1,0.01,0,48.8,100.0,,,0.79,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,06:00,48.9,SW@0.5,3.1,0.0,0,48.9,100.0,,,0.79,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,06:15,48.8,SW@1.6,3.5,0.0,0,48.8,100.0,,,0.8,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,06:30,48.7,NW@0.4,2.4,0.01,0,48.7,100.0,,,0.8,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,06:45,48.7,W@1.3,3.5,0.0,0,48.7,100.0,,,0.8,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,07:00,48.6,N@1.8,3.1,0.0,0,48.6,100.0,,,0.81,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,07:15,48.4,NW@0.4,2.4,0.0,0,48.4,100.0,,,0.78,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,07:30,48.5,NW@0.7,2.8,0.0,0,48.5,100.0,,,0.79,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,07:45,48.4,W@1.5,3.1,0.01,0,48.4,100.0,,,0.81,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,08:00,48.3,NW@2.4,4.2,0.0,2,48.3,100.0,,,0.8,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,08:15,48.2,W@2.7,4.9,0.0,2,48.2,100.0,,,0.79,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,08:30,48.3,W@2.6,3.9,0.01,4,48.3,100.0,,,0.78,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,08:45,48.3,NW@0.3,2.4,0.0,5,48.3,100.0,,,0.77,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,09:00,48.4,W@1.3,2.8,0.01,14,48.4,100.0,,,0.78,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,09:15,48.5,W@1.5,2.8,0.0,21,48.5,100.0,,,0.78,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,09:30,48.7,NW@1.2,4.6,0.0,24,48.7,100.0,,,0.78,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,09:45,48.6,W@2.9,4.6,0.0,20,48.6,100.0,,,0.78,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,10:00,48.7,NW@2.2,4.2,0.01,23,48.7,100.0,,,0.77,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,10:15,48.8,NW@1.7,3.5,0.0,34,48.8,100.0,,,0.76,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,10:30,48.9,NW@3.1,4.6,0.0,50,48.9,100.0,,,0.76,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,10:45,49.0,NW@3.1,4.9,0.0,45,49.0,100.0,,,0.76,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,11:00,49.0,NW@2.9,4.9,0.0,44,49.0,100.0,,,0.76,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,11:15,49.1,NW@2.7,4.9,0.01,45,49.1,100.0,,,0.76,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,11:30,49.3,NW@2.4,4.9,0.0,57,49.3,100.0,,,0.77,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,11:45,49.5,NW@2.4,5.7,0.01,86,49.5,100.0,,,0.76,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,12:00,49.6,NW@3.5,5.3,0.0,95,49.6,100.0,,,0.75,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,12:15,49.7,NW@2.8,4.6,0.0,85,49.7,100.0,,,0.75,51.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,12:30,49.8,NW@3.2,6.0,0.0,76,49.8,100.0,,,0.75,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,12:45,49.9,NW@3.6,6.0,0.01,102,49.9,100.0,,,0.76,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,13:00,50.0,NW@4.0,6.7,0.0,108,50.0,100.0,,,0.78,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,13:15,50.0,NW@4.3,7.4,0.0,110,50.0,100.0,,,0.71,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,13:30,50.3,NW@3.4,6.0,0.0,98,50.3,100.0,,,0.58,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,13:45,50.5,W@3.8,7.1,0.0,105,50.5,100.0,,,0.48,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,14:00,50.8,W@2.9,5.7,0.0,94,50.7,99.6,,,0.36,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,14:15,50.8,NW@2.9,6.7,0.0,118,50.7,99.7,,,0.33,52.0,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,14:30,51.4,NW@1.7,3.1,0.0,122,51.3,99.6,,,0.36,52.1,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,14:45,51.3,NW@2.4,4.2,0.0,88,51.0,98.6,,,0.42,52.1,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,15:00,51.0,NW@3.2,4.9,0.0,71,50.6,98.4,,,0.51,52.1,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,15:15,51.1,NW@3.2,4.6,0.0,67,50.7,98.7,,,0.66,52.2,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,15:30,51.1,NW@2.7,4.9,0.0,55,50.9,99.1,,,0.7,52.2,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,15:45,51.0,NW@3.6,6.0,0.0,38,50.8,99.0,,,0.72,52.2,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,16:00,51.0,W@2.5,4.9,0.0,30,50.7,98.9,,,0.74,52.3,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,16:15,50.9,W@3.1,5.3,0.0,28,50.7,99.4,,,0.76,52.3,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,16:30,50.8,NW@3.4,5.7,0.0,34,50.8,100.0,,,0.76,52.3,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,16:45,50.7,NW@3.4,5.3,0.0,30,50.7,100.0,,,0.76,52.4,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,17:00,50.7,NW@2.1,3.9,0.0,18,50.7,100.0,,,0.75,52.4,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,17:15,50.7,W@2.5,3.5,0.0,12,50.7,100.0,,,0.72,52.5,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,17:30,50.6,W@1.9,4.2,0.0,7,50.6,100.0,,,0.64,52.5,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,17:45,50.5,W@2.2,3.1,0.0,2,50.5,100.0,,,0.61,52.5,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,18:00,50.5,W@1.2,3.1,0.0,0,50.5,100.0,,,0.64,52.6,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,18:15,50.5,W@1.7,3.9,0.0,0,50.5,100.0,,,0.7,52.6,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,18:30,50.5,W@1.3,3.5,0.01,0,50.5,100.0,,,0.75,52.6,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,18:45,50.5,NW@2.5,4.2,0.0,0,50.5,100.0,,,0.76,52.7,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,19:00,50.3,NW@3.5,5.7,0.01,0,50.3,100.0,,,0.77,52.7,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,19:15,50.1,W@2.4,3.1,0.0,0,50.1,100.0,,,0.78,52.7,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,19:30,50.0,NW@2.3,4.2,0.01,0,50.0,100.0,,,0.77,52.8,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,19:45,49.8,NW@2.5,4.2,0.0,0,49.8,100.0,,,0.77,52.8,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,20:00,49.8,NW@2.3,3.9,0.0,0,49.8,100.0,,,0.77,52.8,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,20:15,49.7,NW@2.1,3.1,0.0,0,49.7,100.0,,,0.77,52.8,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,20:30,49.7,NW@2.2,3.5,0.01,0,49.7,100.0,,,0.76,52.8,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,20:45,49.7,NW@2.1,3.9,0.01,0,49.7,100.0,,,0.76,52.8,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,21:00,49.7,NW@1.5,3.1,0.0,0,49.7,100.0,,,0.75,52.8,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,21:15,49.7,NW@3.1,4.9,0.0,0,49.7,100.0,,,0.75,52.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,21:30,49.7,W@0.6,2.4,0.0,0,49.7,100.0,,,0.75,52.8,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,21:45,49.7,NW@2.7,4.6,0.0,0,49.7,100.0,,,0.77,52.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,22:00,49.6,W@2.8,4.6,0.0,0,49.6,100.0,,,0.76,52.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,22:15,49.7,W@1.7,4.6,0.01,0,49.7,100.0,,,0.77,52.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,22:30,49.7,W@2.0,3.5,0.0,0,49.7,100.0,,,0.77,52.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,22:45,49.6,W@1.8,4.2,0.01,0,49.6,100.0,,,0.77,52.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,23:00,49.6,NW@1.2,3.1,0.02,0,49.6,100.0,,,0.75,52.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,23:15,49.5,NW@1.0,2.8,0.03,0,49.5,100.0,,,0.73,52.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,23:30,49.4,W@1.7,3.1,0.01,0,49.4,100.0,,,0.72,52.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
2014-10-30,23:45,49.5,S@1.5,3.1,0.01,0,49.5,100.0,,,0.74,52.9,"Malaga, Chelan County",330167,Malaga,2020-06-01 07:31:09.409414
