Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F, UVB, 2<sup>nd</sup> Air Temp °F, PRECIP_HEATED,Location,Station ID,Station Name,Download Timestamp
2020-01-13,00:15,36.9,18.2,46.4,0.0,W@9.2,15.3,0.0,0,40.0,0.59,36.7,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,00:30,36.3,18.8,48.6,0.0,W@7.0,17.1,0.0,0,40.0,0.6,36.2,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,00:45,36.6,20.6,52.0,0.0,SW@12.4,20.7,0.0,0,39.9,0.59,36.4,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,01:00,36.4,22.2,56.0,0.0,SW@12.3,24.3,0.0,0,39.9,0.59,36.2,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,01:15,35.6,22.9,59.5,0.0,SW@10.1,17.1,0.0,0,39.8,0.59,35.4,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,01:30,34.5,23.6,64.0,0.0,SW@7.5,13.5,0.0,0,39.8,0.59,34.3,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,01:45,33.9,24.3,67.5,0.0,W@5.8,9.9,0.0,0,39.7,0.59,33.7,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,02:00,33.6,24.2,68.1,0.0,NW@4.4,9.9,0.0,0,39.7,0.59,33.4,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,02:15,33.5,23.4,66.0,0.0,N@4.6,8.2,0.0,0,39.6,0.59,33.3,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,02:30,31.8,22.3,67.8,0.0,N@5.1,9.9,0.0,0,39.6,0.6,31.6,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,02:45,31.1,21.6,68.0,0.0,N@4.0,6.4,0.0,0,39.5,0.6,30.8,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,03:00,30.8,21.5,68.5,0.0,N@4.3,6.4,0.0,0,39.5,0.6,30.5,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,03:15,31.9,21.6,65.7,0.0,NW@4.1,8.2,0.0,0,39.5,0.61,31.6,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,03:30,29.4,21.1,72.3,0.0,E@1.5,4.6,0.0,0,39.4,0.6,29.1,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
2020-01-13,03:45,29.2,21.0,72.6,0.0,W@1.3,4.6,0.0,0,39.4,0.6,28.9,0,"Prosser.NE (WSU Hamilton), Prosser, Benton County",110029,Hamilton,2020-01-21 18:53:27.658007
