Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-05-16,00:15,53.5,40.8,62.1,0.0,0,E,5.2,7.8,0.6,57.3,65.0,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,00:30,53.2,40.6,62.2,0.0,0,E,4.7,6.7,0.6,56.9,64.9,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,00:45,53.0,40.6,62.7,0.0,0,E,4.2,6.4,0.63,56.6,64.8,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,01:00,52.0,40.0,63.4,0.0,0,E,3.8,4.9,0.67,56.2,64.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,01:15,51.8,39.7,63.1,0.0,0,E,3.9,5.3,0.66,55.8,64.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,01:30,52.2,39.7,62.1,0.0,0,E,4.0,5.7,0.61,55.5,64.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,01:45,51.6,39.8,63.8,0.0,0,E,3.4,4.6,0.69,55.1,64.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,02:00,50.7,40.2,67.1,0.0,0,E,3.3,4.6,0.78,54.8,64.3,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,02:15,50.9,40.6,67.6,0.0,0,E,3.6,4.9,0.78,54.5,64.2,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,02:30,49.9,41.2,71.9,0.0,0,NE,3.2,4.2,0.83,54.2,64.1,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,02:45,48.9,43.2,80.6,0.0,0,N ,4.2,6.0,0.92,54.0,64.0,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,03:00,48.1,44.3,86.6,0.0,0,N ,4.2,6.4,0.97,53.8,63.9,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,03:15,47.7,46.3,94.7,0.0,0,N ,4.9,6.4,1.0,53.6,63.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,03:30,47.1,47.0,99.3,0.0,0,N ,5.5,8.2,1.0,53.4,63.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,03:45,46.2,46.0,99.3,0.0,0,N ,5.7,7.4,1.0,53.2,63.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,04:00,46.0,45.8,99.3,0.0,0,N ,6.0,7.8,1.0,52.9,63.4,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,04:15,46.0,45.8,99.3,0.0,2,N ,4.8,6.7,1.0,52.7,63.3,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,04:30,46.1,45.9,99.2,0.0,9,N ,5.3,7.1,1.0,52.5,63.2,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,04:45,46.3,46.0,98.6,0.0,14,N ,5.6,7.8,1.0,52.3,63.0,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,05:00,46.6,46.3,98.6,0.0,22,NE,4.8,7.8,1.0,52.2,62.9,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,05:15,47.0,46.7,98.7,0.0,60,NE,5.2,8.2,1.0,52.1,62.8,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,05:30,48.5,47.2,95.3,0.0,121,NE,5.5,9.2,0.98,52.2,62.7,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,05:45,49.4,47.3,92.6,0.0,144,N ,6.9,11.0,0.93,52.3,62.6,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
2020-05-16,06:00,49.5,47.7,93.5,0.0,135,N ,6.9,10.3,0.93,52.5,62.5,"RoyalCty.W, Grant County",320098,RoyalCty.W,2020-12-14 01:40:39.752847
