Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2018-01-24,23:15,39.2,39.3,38.7,98.1,0.91,S@6.2,10.7,33.9,34.4,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-24,23:30,39.4,39.4,37.8,94.2,0.91,SW@5.6,9.6,33.9,34.4,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-24,23:45,38.2,38.2,37.6,97.8,0.9,SW@4.1,6.7,34.0,34.4,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-24,24:00,38.5,38.5,36.6,93.0,0.89,S@4.7,7.1,33.9,34.5,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-25,00:15,37.8,37.7,36.9,96.8,0.88,S@4.4,7.1,33.9,34.5,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-25,00:30,37.4,37.3,37.1,99.0,0.86,SW@4.8,8.9,33.8,34.5,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-25,00:45,36.4,36.3,36.2,99.2,0.85,SW@4.7,7.4,33.7,34.5,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-25,01:00,35.8,35.8,35.6,99.2,0.85,SW@5.9,9.9,33.5,34.5,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-25,01:15,36.0,36.0,35.8,99.2,0.83,SW@6.6,10.7,33.3,34.5,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-25,01:30,36.1,36.1,35.9,99.2,0.81,SW@5.5,9.6,33.2,34.5,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-25,01:45,36.2,36.2,35.8,98.3,0.78,SW@5.9,8.5,33.1,34.5,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-25,02:00,35.6,35.5,34.8,96.9,0.74,SW@4.4,7.1,33.1,34.5,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-25,02:15,34.6,34.5,34.4,99.2,0.72,SW@3.4,5.7,33.0,34.5,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
2018-01-25,02:30,34.4,34.3,34.1,98.8,0.71,W@3.1,5.7,33.0,34.5,0.0,0,"Royal City West, Grant County",320098,Royal City West,2018-03-13 17:53:04.008759
