Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-12-19,00:15,31.3,30.0,95.5,0.0,0,29.81,S,2.1,3.6,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,00:30,30.2,29.0,96.8,0.0,0,29.82,SE,3.0,5.1,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,00:45,31.2,29.0,92.4,0.0,0,29.82,S,2.7,4.4,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,01:00,29.8,28.6,96.8,0.0,0,29.82,SE,2.4,4.9,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,01:15,29.2,28.0,97.0,0.0,0,29.82,SE,3.0,4.4,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,01:30,28.7,27.5,97.8,0.0,0,29.82,S,3.0,5.0,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,01:45,29.2,27.4,95.0,0.0,0,29.83,S,3.5,5.7,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,02:00,29.2,27.8,96.5,0.0,0,29.84,SE,2.9,6.6,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,02:15,28.7,27.3,96.7,0.0,0,29.85,S,3.1,5.0,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,02:30,29.0,27.5,96.3,0.0,0,29.85,S,3.1,6.1,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,02:45,29.3,27.9,96.5,0.0,0,29.87,S,2.3,5.0,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,03:00,30.6,28.4,92.6,0.0,0,29.87,SW,2.8,8.2,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,03:15,31.8,29.7,92.4,0.0,0,29.89,SW,2.8,6.8,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,03:30,32.0,30.5,94.7,0.0,0,29.91,SW,2.3,4.9,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,03:45,32.9,31.2,93.2,0.0,0,29.92,S,3.8,8.3,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,04:00,33.8,32.1,93.5,0.0,0,29.92,S,5.2,12.2,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,04:15,33.0,32.1,96.7,0.0,0,29.95,SW,2.4,7.4,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
2020-12-19,04:30,32.0,31.2,97.2,0.0,0,29.95,SW,2.6,6.7,0.38,33.8,-17.1,"Brewster.S, Brewster, Douglas County",100014,Brewster.S,2020-12-19 14:52:38.793483
